,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,hamilton,2,2,2,2,2,2,2,2,2,3,3,3,9,8,7,5,5,5,4,3,3,3,3,3,3,3,3,5,6,6,6,6,6,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0
2,grosjean,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,kobayashi,4,4,4,4,4,4,4,4,4,4,4,4,3,10,11,11,11,11,9,17,18,18,17,17,15,15,14,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,maldonado,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,10,7,7,7,6,6,6,6,6,7,10,10,10,10,10,8,8,8,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,10
5,raikkonen,6,6,6,6,6,6,6,6,6,6,6,6,4,9,10,10,10,10,8,6,6,6,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
6,hulkenberg,7,7,7,7,7,7,7,7,7,7,7,8,7,13,14,14,14,14,12,9,9,9,8,8,8,8,7,11,11,11,11,11,11,9,9,9,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,alonso,8,8,8,8,8,8,8,8,8,8,8,7,6,3,6,9,9,7,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,resta,9,9,9,9,9,9,9,9,9,9,9,9,8,4,3,3,2,2,3,4,4,5,14,15,14,14,13,12,12,12,12,12,12,10,10,10,9,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,7
9,massa,10,10,10,10,10,10,10,10,10,10,16,17,15,14,13,13,13,13,11,8,8,8,7,7,7,7,12,14,14,14,14,14,14,19,19,19,19,19,19,18,17,17,17,17,17,17,17,16,15,15,15,16,17,17,16,15,0
10,rosberg,11,11,11,11,11,11,11,11,11,11,10,10,10,5,4,4,3,4,5,12,13,13,12,12,11,10,9,8,7,7,7,7,8,11,12,13,12,11,11,11,9,9,9,9,9,13,12,12,11,11,11,11,11,11,11,8,6
11,michael_schumacher,12,12,13,13,13,13,13,13,13,12,11,11,11,6,5,6,6,6,17,15,14,14,13,13,12,11,10,9,8,8,8,8,7,6,6,6,5,5,5,5,11,11,11,11,10,9,9,9,8,8,8,8,7,6,6,3,3
12,button,13,13,12,12,12,12,12,12,12,19,19,18,16,15,15,15,15,15,13,10,10,10,9,9,9,13,15,15,15,15,15,15,15,12,11,11,10,9,9,9,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,8
13,bruno_senna,14,14,14,14,14,14,14,14,14,13,12,12,12,7,8,7,7,8,7,22,22,22,22,22,22,22,21,21,20,20,20,20,20,17,16,16,15,15,15,15,14,14,14,14,14,14,11,11,12,12,12,12,12,12,12,11,11
14,perez,15,15,15,15,15,15,15,15,15,20,20,19,18,16,16,16,16,16,14,11,11,11,10,10,16,16,16,16,16,16,16,16,16,13,13,12,11,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9
15,ricciardo,16,16,16,16,16,16,16,16,16,14,13,13,13,18,18,18,17,17,16,13,12,12,11,11,10,9,8,6,4,4,4,4,4,3,5,5,14,14,14,14,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,12,12
16,webber,17,17,17,17,17,17,17,17,17,15,14,14,14,11,9,8,8,9,15,16,15,15,15,14,13,12,11,10,9,9,9,9,9,7,7,7,8,13,13,13,12,12,12,12,11,10,10,10,9,9,9,9,8,7,7,4,4
17,kovalainen,18,18,18,18,18,18,18,18,19,17,17,21,21,20,20,20,19,19,19,18,17,17,18,18,17,17,20,20,19,19,19,19,19,16,17,17,17,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,14,15,14,14
18,petrov,19,19,19,19,19,19,19,19,18,16,15,15,19,19,19,19,18,18,18,14,16,16,16,16,19,19,17,17,17,17,17,17,17,14,14,14,13,12,12,12,10,10,10,10,12,11,15,17,16,16,16,15,15,15,14,13,13
19,vergne,20,20,20,20,20,20,20,20,20,18,18,16,17,17,17,17,20,20,20,19,19,19,19,19,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,rosa,21,21,21,21,21,21,21,21,21,21,21,20,20,22,21,21,21,21,21,20,20,20,20,20,20,20,18,19,18,18,18,18,18,15,15,15,16,17,17,17,16,16,16,16,16,16,16,15,17,17,17,17,16,16,17,16,0
21,karthikeyan,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,21,21,21,21,21,21,21,19,18,21,21,21,21,21,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0
