,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
8,867,20,vettel,9,21,6,Gearbox,110454,216213,321797,427399,532808,637976,743388,848729,954585,1060000,1165423,1271025,1376843,1482793,1589003,1704626,1820579,1925134,2029824,2134832,2239664,2344652,2449296,2553907,2658614,2763612,2868940.0,2975102.0,3114845.0,3275046.0,3434527.0,3590861.0,3738963.0,,,,,,,,,,,,,,,,,,,,,,,,
0,867,1,hamilton,1,19,4,Collision,112423,220215,327183,434235,540421,646484,752590,858420,964698,1072381,1179257,1286309,1406959,1519272,1625925,1732275,1838551,1945016,2051622,2157740,2263730,2369763,2475852,2581738,2687484,2793384,2899587.0,3038200.0,3172449.0,3287855.0,3438922.0,3595681.0,3740688.0,3847663.0,3952942.0,4057569.0,4161893.0,4266316.0,4370407.0,4474786.0,4579263.0,4683637.0,4787644.0,4891919.0,4996024.0,5100460.0,5204900.0,5309507.0,5414147.0,5518895.0,5624121.0,5729413.0,5834786.0,5940938.0,6050272.0,,
12,867,154,grosjean,208,20,40,Electronics,113198,220631,327798,434796,541013,647138,753278,859256,965147,1071476,1177399,1283576,1390534,1497251,1604296,1725679,1836389,1942675,2048558,2153868,2259635,2364973,2469991,2574713,2679164,2783859,2888007.0,3017027.0,3150430.0,3280932.0,3435952.0,3591829.0,3739354.0,3846438.0,3951931.0,4056570.0,4160733.0,4264497.0,4368370.0,4472807.0,,,,,,,,,,,,,,,,,
13,867,155,kobayashi,15,22,4,Collision,114467,221268,328231,435379,541817,648097,754448,860617,966911,1073445,1180519,1287865,1395769,1520641,1631880,1737699,1844581,1953578,2063640,2191842,2302459,2407541,2513266,2618450,2724101,2829480,2934663.0,3055860.0,3187048.0,3296662.0,3445059.0,3601416.0,3743302.0,,,,,,,,,,,,,,,,,,,,,,,,
17,867,813,maldonado,3,12,1,Finished,114989,222689,329475,436009,543044,649496,755791,862018,968275,1074630,1181617,1289522,1398298,1522263,1633016,1738460,1844841,1954160,2063942,2172557,2277862,2382727,2489151,2594196,2699319,2805005,2910637.0,3043007.0,3179040.0,3293886.0,3442981.0,3599090.0,3742111.0,3849905.0,3956005.0,4062345.0,4168693.0,4272863.0,4377011.0,4481105.0,4585564.0,4689952.0,4794016.0,4898173.0,5002572.0,5107078.0,5211495.0,5315783.0,5420058.0,5524733.0,5629347.0,5734174.0,5838909.0,5943919.0,6050269.0,6170536.0,6291279.0
4,867,8,raikkonen,208,2,1,Finished,115542,223730,330536,436826,543647,650188,756475,863031,968925,1075160,1182139,1289917,1397099,1520147,1630724,1737118,1844288,1952898,2062833,2169418,2274925,2380209,2486255,2591286,2696014,2800842,2905893.0,3036336.0,3170479.0,3286818.0,3437868.0,3594807.0,3740586.0,3847968.0,3953904.0,4058219.0,4162764.0,4267036.0,4371077.0,4475318.0,4580201.0,4684665.0,4788351.0,4892501.0,4996685.0,5100969.0,5205531.0,5310193.0,5415258.0,5520308.0,5625101.0,5730145.0,5835362.0,5941625.0,6049068.0,6155205.0,6263070.0
14,867,807,hulkenberg,10,5,1,Finished,116554,223913,331610,438192,544909,651592,758720,865412,972176,1079086,1186062,1294349,1401722,1524925,1636411,1742528,1848661,1954938,2064915,2173524,2280069,2386224,2492450,2598735,2705043,2811278,2917840.0,3047881.0,3180045.0,3294667.0,3443681.0,3599950.0,3742639.0,3850254.0,3956469.0,4062690.0,4169066.0,4273732.0,4377996.0,4482222.0,4586963.0,4691621.0,4796328.0,4900738.0,5004967.0,5109343.0,5214052.0,5318803.0,5423485.0,5528251.0,5633287.0,5738788.0,5844455.0,5950587.0,6057453.0,6166072.0,6276642.0
2,867,4,alonso,6,1,1,Finished,117156,224897,332165,439138,546063,652970,759696,866279,972771,1079575,1186529,1293355,1399557,1505992,1625814,1736506,1843543,1951221,2058522,2164319,2269892,2376116,2481785,2587324,2692637,2798074,2903250.0,3031619.0,3166840.0,3284690.0,3436580.0,3592656.0,3739456.0,3845578.0,3951342.0,4055860.0,4160001.0,4263755.0,4367676.0,4471342.0,4575360.0,4680052.0,4783860.0,4887999.0,4992307.0,5096522.0,5200624.0,5305241.0,5409930.0,5515284.0,5620617.0,5725889.0,5831029.0,5936358.0,6041617.0,6147719.0,6256649.0
18,867,814,resta,10,7,1,Finished,117713,225793,333312,440656,547898,655063,762316,869156,975976,1082714,1189477,1296485,1403695,1511250,1618583,1726063,1833863,1941860,2050621,2159629,2269056,2379531,2505550,2617073,2723089,2828689,2934064.0,3054564.0,3181419.0,3295177.0,3444392.0,3600841.0,3743195.0,3850760.0,3957188.0,4063269.0,4169437.0,4274714.0,4379677.0,4484501.0,4589232.0,4693858.0,4798275.0,4902771.0,5006872.0,5111586.0,5216088.0,5320737.0,5425437.0,5530693.0,5636011.0,5741374.0,5847492.0,5954589.0,6061963.0,6170338.0,6279515.0
5,867,13,massa,6,16,11,+1 Lap,118359,226292,333682,441294,548379,655650,763166,869965,977359,1084531,1205740,1316957,1423259,1529235,1635310,1741218,1847346,1954256,2064503,2172889,2279317,2385515,2491910,2598209,2704447,2810810,2931219.0,3058348.0,3188816.0,3300947.0,3445917.0,3602110.0,3743311.0,3902947.0,4013973.0,4118404.0,4222910.0,4327703.0,4432383.0,4536949.0,4642346.0,4747253.0,4852075.0,4956803.0,5061792.0,5167503.0,5273627.0,5379793.0,5488289.0,5594878.0,5702111.0,5809949.0,5932326.0,6043146.0,6151644.0,6259382.0,
