,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,177,57,hakkinen,1,18,20,Spun off,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,177,14,coulthard,1,2,1,Finished,1755,2280,2986,3283,4246,4730.0,5467.0,6525.0,7402.0,8360.0,8945.0,9388.0,9749.0,12058.0,12901.0,13438.0,12492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.0,6895.0,9252.0,13056.0,15655.0,19118.0,20129.0,20608.0,21827.0,23581.0,4753.0,5637.0,6621.0,7179.0,6701.0,5813.0,5341.0,5155.0,4905.0,5705.0,5395.0,4758.0,4446.0,4380.0,4333.0,3687.0,4265.0
2,177,30,michael_schumacher,6,1,1,Finished,2800,4411,5538,6312,7337,7879.0,8800.0,9916.0,11046.0,11930.0,13040.0,13979.0,14479.0,15293.0,16095.0,16939.0,16485.0,3759.0,4183.0,3651.0,4035.0,3672.0,3365.0,3319.0,3410.0,3436.0,3364.0,3093.0,2522.0,1168.0,1076.0,19385.0,18613.0,18363.0,18890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,177,56,irvine,6,14,5,Engine,3650,6039,8370,9914,11799,13217.0,14817.0,16337.0,17828.0,19090.0,20249.0,21499.0,22406.0,23702.0,24660.0,25681.0,25503.0,13529.0,13394.0,12829.0,13576.0,14311.0,16412.0,19307.0,20083.0,20900.0,21504.0,22115.0,22599.0,42962.0,43613.0,44535.0,45678.0,46569.0,46786.0,27944.0,29229.0,29795.0,31334.0,32466.0,34257.0,36180.0,38069.0,39279.0,40458.0,21241.0,,,,,,,,,,,,,,,,
4,177,22,barrichello,24,3,11,+1 Lap,4206,6720,9493,11634,13844,15894.0,17744.0,19860.0,21744.0,23846.0,25382.0,26935.0,28364.0,30177.0,31707.0,33500.0,33644.0,21819.0,21885.0,21714.0,22594.0,23241.0,24616.0,27254.0,51158.0,52696.0,54158.0,55839.0,57145.0,58222.0,59275.0,60086.0,61495.0,63420.0,64180.0,45977.0,47625.0,49201.0,51316.0,53501.0,56314.0,58853.0,61948.0,86861.0,90302.0,72428.0,74246.0,75325.0,76735.0,78269.0,81077.0,83614.0,86101.0,86998.0,87739.0,88480.0,89849.0,91681.0,92799.0,94150.0,93891.0,
5,177,49,frentzen,17,15,20,Spun off,5458,8163,11152,13453,16095,18722.0,20973.0,23797.0,25907.0,28474.0,30222.0,32417.0,34185.0,36149.0,38595.0,40514.0,40736.0,28880.0,28965.0,28833.0,30089.0,30817.0,31984.0,33979.0,35865.0,37474.0,38431.0,61378.0,62777.0,63223.0,65410.0,66812.0,67657.0,69341.0,70587.0,52703.0,54863.0,56335.0,58102.0,60440.0,62103.0,64419.0,65977.0,68302.0,70079.0,50500.0,,,,,,,,,,,,,,,,
6,177,23,ralf_schumacher,3,17,37,Throttle,6203,8913,12130,14503,17203,20040.0,22470.0,25214.0,27570.0,29824.0,32365.0,35169.0,37139.0,39278.0,41147.0,42908.0,43509.0,32138.0,32661.0,33212.0,34685.0,35338.0,36412.0,37781.0,39248.0,40710.0,43116.0,44405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,177,71,damon_hill,17,4,11,+1 Lap,7041,9710,12841,15261,18101,20577.0,23335.0,26009.0,28855.0,31280.0,33527.0,36212.0,38481.0,40785.0,43133.0,45371.0,46452.0,34849.0,35095.0,34995.0,36390.0,37437.0,38687.0,39935.0,42140.0,43836.0,45566.0,47170.0,48268.0,69585.0,70750.0,71761.0,72980.0,75029.0,75704.0,57216.0,58261.0,59289.0,60570.0,61840.0,63585.0,65635.0,67702.0,73002.0,76574.0,58455.0,62769.0,64159.0,66066.0,85894.0,85964.0,86678.0,89053.0,88922.0,89753.0,91438.0,92204.0,93116.0,93637.0,94845.0,94799.0,
8,177,55,alesi,15,6,11,+1 Lap,7414,10144,13270,15755,18706,21116.0,24109.0,26504.0,29144.0,31883.0,34061.0,37181.0,38885.0,41436.0,44107.0,68977.0,68816.0,58035.0,58251.0,58099.0,59473.0,60758.0,63184.0,65030.0,68262.0,69890.0,70680.0,71548.0,72390.0,72648.0,99265.0,100106.0,102086.0,104143.0,105831.0,90665.0,92661.0,94239.0,95400.0,97385.0,100006.0,102846.0,106482.0,110145.0,114556.0,118887.0,119591.0,119822.0,120748.0,121038.0,121499.0,122943.0,124383.0,125375.0,126004.0,126697.0,127575.0,129838.0,133074.0,137613.0,140226.0,
9,177,65,herbert,24,10,5,Engine,7926,11080,14500,18118,21770,24523.0,27489.0,30286.0,33124.0,35776.0,38558.0,41382.0,43762.0,46719.0,49398.0,51795.0,52879.0,42097.0,43158.0,44098.0,46074.0,47558.0,49677.0,51366.0,53618.0,55475.0,57361.0,59285.0,60903.0,61420.0,64365.0,92006.0,94166.0,97989.0,99767.0,82875.0,85864.0,88246.0,91631.0,94634.0,98124.0,101709.0,105290.0,109044.0,113117.0,95747.0,97620.0,99937.0,101838.0,103269.0,104638.0,106651.0,108957.0,109887.0,111289.0,112770.0,114820.0,116906.0,,,,
