,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,heidfeld,2,2,2,2,2,2,2,2,2,2,2,2,3,9,7,6,5,5,5,5,5,5,5,4,3,4,8,6,6,6,6,6,5,5,5,5,5,4,3,7,7,7,6,5,5,5,4,4,4,4,4,3,3,3,3,3
2,hamilton,3,3,3,3,3,3,3,3,3,3,3,6,10,5,4,2,2,2,2,2,2,2,2,2,6,5,2,2,2,2,2,2,2,2,2,2,3,6,5,4,4,3,3,3,3,3,3,3,3,3,3,6,7,7,7,7
3,button,4,4,4,4,4,4,4,4,4,4,4,3,4,7,5,4,4,4,4,4,4,4,4,7,7,6,4,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,petrov,5,5,5,5,7,7,7,7,7,7,7,7,6,2,2,9,9,8,8,8,8,8,7,6,5,7,6,10,9,9,9,9,8,8,8,8,8,8,7,6,6,6,7,7,9,9,9,8,8,8,8,8,0,0,0,0
5,massa,6,6,6,6,5,5,5,5,5,5,5,4,5,13,10,8,8,7,7,7,7,6,6,5,4,2,3,7,7,7,7,7,6,6,6,6,6,5,8,8,8,8,8,6,6,6,5,5,5,6,6,5,5,5,5,5
6,alonso,7,7,7,7,6,6,6,6,6,6,6,5,2,1,6,5,3,3,3,3,3,3,3,3,2,1,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,5,4,4,4,4,7,7,7,7,7,7,6,6,6,6
7,michael_schumacher,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,12,11,10,10,10,10,10,9,8,9,9,9,9,13,11,11,11,11,11,11,11,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,10,9,9,9
8,webber,9,9,10,10,10,9,10,10,10,11,17,15,14,11,8,7,6,6,6,6,6,7,11,10,8,8,7,5,5,5,5,5,7,7,7,7,7,7,6,5,5,4,5,8,7,7,6,6,6,5,5,4,4,4,4,4
9,kobayashi,10,10,9,9,9,10,9,9,9,9,9,9,7,4,3,3,7,11,11,11,11,11,10,11,10,10,10,8,8,8,8,8,9,9,9,9,11,10,10,10,10,9,9,9,8,8,8,9,9,9,9,9,8,8,8,8
10,alguersuari,11,11,11,11,11,11,11,12,12,12,11,11,11,10,11,13,16,14,14,14,13,13,13,13,13,13,13,13,11,12,12,12,14,15,14,14,14,14,14,15,14,14,14,14,14,14,15,15,15,15,15,15,14,14,14,0
11,buemi,12,12,12,12,12,12,12,11,11,10,10,10,9,6,9,14,12,12,12,12,16,16,16,15,15,15,15,15,15,14,14,15,16,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,0
12,rosberg,13,13,13,13,13,13,13,13,13,13,12,12,12,14,14,17,15,13,13,13,12,12,12,12,11,11,12,12,12,15,15,14,12,12,12,12,12,12,12,13,15,15,15,15,15,15,14,14,14,13,13,13,12,12,12,0
13,resta,14,14,14,14,14,14,14,14,14,14,14,18,17,16,13,10,10,9,9,9,9,9,8,9,12,12,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,10,10,10
14,barrichello,15,17,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,sutil,16,15,21,22,22,22,22,22,21,20,20,19,18,17,17,15,17,16,16,16,15,15,15,14,14,14,14,14,14,13,13,13,15,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11
16,perez,17,16,15,15,15,15,15,15,15,15,13,13,13,12,12,11,13,15,15,15,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,maldonado,18,18,16,16,16,16,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,kovalainen,19,19,17,17,17,17,17,16,16,16,15,14,15,15,15,19,18,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,0
19,glock,20,21,19,19,19,19,19,18,18,18,18,17,19,18,18,16,14,18,18,18,18,19,19,18,18,18,18,18,18,18,18,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,0,0
20,trulli,21,20,18,18,18,18,18,17,17,17,16,16,16,21,21,21,20,19,19,19,19,18,18,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,ambrosio,22,22,20,20,20,20,20,19,19,19,19,20,20,19,19,18,19,20,20,20,20,20,20,19,19,19,19,19,19,19,19,18,18,18,17,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,liuzzi,23,23,22,21,21,21,21,21,20,21,21,21,21,20,20,20,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,0,0,0,0,0,0,0,0,0,0
