,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,hamilton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,raikkonen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,massa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,4,3,3,3,3,3,3,5,6,7,7,7,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,alonso,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,5,4,4,4,4,4,4,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,coulthard,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,9,9,9,9,8,8,8,12,12,13,13,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8
5,heidfeld,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,4,4,4,5,5,5,5,10,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
6,liuzzi,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,11,11,11,11,10,9,7,5,5,4,4,4,8,7,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
7,webber,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,13,12,9,8,8,8,8,8,12,12,11,11,11,11,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10
8,kubica,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,10,7,6,6,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,kovalainen,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,18,16,16,15,14,14,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,9
10,button,11,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,15,17,14,11,11,10,10,9,7,6,5,4,4,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5
11,vettel,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,7,7,6,9,9,9,9,7,6,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,trulli,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,10,11,13,14,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
13,davidson,14,20,18,18,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,barrichello,15,21,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,16,16,14,17,18,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
15,sato,16,14,14,14,14,14,15,16,17,17,17,18,18,18,18,18,18,18,18,18,18,18,17,17,15,18,17,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
16,wurz,17,15,15,15,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,18,18,16,12,10,10,11,11,10,9,8,7,7,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
17,fisichella,18,16,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,12,13,15,15,13,12,12,11,10,9,8,8,8,7,6,6,6,6,6,5,5,5,11,11,11,11,11,11,11,11,11,11,11
18,rosberg,19,17,17,16,15,15,14,14,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,11,11,13,14,18,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0
19,sutil,20,18,20,20,20,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,yamamoto,21,19,21,21,21,20,20,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0
