,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,976.0,1.0,hamilton,5.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.0,27882.0,25488.0,22903.0,22099.0,22767.0,22371.0,22576.0,21352.0,20780.0,20407.0,21366.0,20916.0,19532.0,18298.0,16885.0,15260.0,13408.0,10887.0,8782.0,6188.0
1,976.0,20.0,vettel,4.0,1.0,Finished,1931.0,2261.0,2248.0,2603.0,3287.0,3300.0,3399.0,4023.0,3655.0,3609.0,3635.0,4032.0,1591.0,3029.0,1980.0,1034.0,930.0,1173.0,410.0,1558.0,696.0,2260.0,279.0,1060.0,1665.0,2120.0,2326.0,2668.0,2503.0,2081.0,0.0,0.0,0.0,22163.0,21410.0,22419.0,21852.0,21943.0,20284.0,19482.0,19914.0,19498.0,19135.0,17940.0,16462.0,15156.0,13239.0,12014.0,9925.0,8053.0,5976.0
2,976.0,815.0,perez,15.0,136.0,Seat,2566.0,3334.0,3516.0,4027.0,5269.0,5748.0,6333.0,6963.0,7422.0,7980.0,9886.0,13313.0,3105.0,5695.0,2342.0,1001.0,1945.0,2221.0,464.0,27773.0,1541181.0,1484614.0,119793.0,122642.0,125242.0,126722.0,127738.0,129329.0,130574.0,131826.0,131798.0,132756.0,136398.0,144767.0,144867.0,145004.0,145070.0,145724.0,155486.0,,,,,,,,,,,,
3,976.0,830.0,max_verstappen,18.0,51.0,Oil pressure,3522.0,4357.0,4157.0,4684.0,5921.0,6778.0,7203.0,8071.0,8056.0,8142.0,18212.0,34520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,976.0,8.0,raikkonen,14.0,34.0,Water pressure,4432.0,5216.0,5906.0,6800.0,8101.0,8801.0,9748.0,10961.0,11626.0,12030.0,13012.0,17272.0,4661.0,6922.0,3958.0,2024.0,5504.0,5449.0,837.0,53868.0,1559046.0,1485337.0,119981.0,124006.0,127361.0,129230.0,130772.0,133053.0,134245.0,134442.0,134600.0,135903.0,138886.0,147679.0,149053.0,150026.0,150850.0,153342.0,152938.0,155236.0,156234.0,157413.0,158292.0,158610.0,159106.0,166057.0,,,,,
5,976.0,13.0,massa,16.0,22.0,Suspension,5556.0,6867.0,7126.0,8244.0,9574.0,10379.0,11590.0,12707.0,13739.0,14767.0,15580.0,20949.0,6233.0,7855.0,5132.0,1975.0,3061.0,3283.0,475.0,2830.0,1689.0,4150.0,1132.0,4777.0,27312.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,976.0,839.0,ocon,6.0,1.0,Finished,6008.0,7685.0,8356.0,9669.0,11124.0,12145.0,13421.0,14751.0,16001.0,16989.0,17679.0,23309.0,7299.0,8684.0,6700.0,2014.0,3866.0,4434.0,577.0,43174.0,14199.0,26420.0,3391.0,8075.0,13991.0,16055.0,18595.0,20428.0,21771.0,21871.0,20301.0,21517.0,20685.0,18313.0,18370.0,18479.0,19104.0,19388.0,18198.0,19068.0,19660.0,21197.0,23897.0,24701.0,25283.0,26411.0,27290.0,27903.0,28224.0,29175.0,30298.0
7,976.0,840.0,stroll,3.0,1.0,Finished,7203.0,8763.0,9522.0,11170.0,12595.0,13757.0,14758.0,16214.0,17611.0,18388.0,19574.0,23503.0,3639.0,10435.0,8198.0,3089.0,6267.0,6332.0,1144.0,4127.0,2527.0,5688.0,1004.0,2327.0,3377.0,4351.0,5682.0,7234.0,7880.0,8042.0,6530.0,7710.0,5724.0,3558.0,3898.0,4616.0,4900.0,5302.0,4591.0,4992.0,5051.0,5100.0,5297.0,5181.0,5295.0,5947.0,6210.0,6188.0,5339.0,4751.0,4009.0
8,976.0,817.0,ricciardo,1.0,1.0,Finished,7478.0,9416.0,11364.0,13448.0,22582.0,43365.0,47801.0,48562.0,51361.0,53508.0,54821.0,68383.0,38424.0,14584.0,13354.0,5434.0,9525.0,10981.0,1951.0,6306.0,4592.0,7540.0,1184.0,1596.0,2983.0,3836.0,4771.0,6171.0,6533.0,6372.0,4739.0,5337.0,3004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,976.0,807.0,hulkenberg,17.0,3.0,Accident,8590.0,10825.0,12140.0,14574.0,17351.0,20501.0,22594.0,25173.0,27117.0,29693.0,31808.0,39723.0,10267.0,11988.0,10672.0,3933.0,7202.0,8355.0,1312.0,7008.0,5821.0,9248.0,1120.0,4703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
