,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,349,1,hamilton,1,1,1,Finished,118941,257059,442259,560924,673989,785778.0,897717.0,1010040.0,1122496.0,1236247.0,1348853.0,1461907.0,1574931.0,1687541.0,1799787.0,1913372.0,2027288.0,2139293.0,2253389.0,2368329.0,2480660.0,2591903.0,2703190.0,2818867.0,2942651.0,3052896.0,3164227.0,3274377.0,3383968.0,3493390.0,3602608.0,3711677.0,3822255.0,3942264.0,4089309.0,4227278.0,4346684.0,4474113.0,4667743.0,4857468.0,4980660.0,5101448.0,5221893.0,5344268.0
4,349,9,kubica,4,3,1,Finished,119695,259292,443671,564600,679055,791943.0,904652.0,1017511.0,1130512.0,1243603.0,1356853.0,1470566.0,1584498.0,1697645.0,1810931.0,1925108.0,2038248.0,2150141.0,2263951.0,2379593.0,2491756.0,2603588.0,2718383.0,2841628.0,2952031.0,3062539.0,3172861.0,3283927.0,3393734.0,3504630.0,3614673.0,3724600.0,3835044.0,3953361.0,4092717.0,4234541.0,4354864.0,4482567.0,4668933.0,4858235.0,4983141.0,5104802.0,5225675.0,5347761.0
11,349,20,vettel,9,15,11,+1 Lap,120078,260171,443910,564066,677912,790320.0,903267.0,1016164.0,1129342.0,1242617.0,1355972.0,1469769.0,1583697.0,1696802.0,1810158.0,1938978.0,2077898.0,2191714.0,2307033.0,2425354.0,2542698.0,2653566.0,2764995.0,2877787.0,2990249.0,3117614.0,3232544.0,3344388.0,3457009.0,3568410.0,3681920.0,3808054.0,3947646.0,4073919.0,4211803.0,4357259.0,4491078.0,4673164.0,4799649.0,4924408.0,5049702.0,5178256.0,,
6,349,13,massa,6,4,1,Finished,120770,263382,445376,565479,680386,793949.0,907006.0,1020256.0,1133020.0,1246372.0,1359427.0,1473012.0,1586201.0,1699426.0,1812707.0,1926615.0,2040143.0,2153272.0,2267557.0,2383104.0,2495542.0,2607967.0,2723948.0,2848016.0,2958646.0,3068757.0,3181945.0,3292912.0,3403822.0,3514886.0,3625140.0,3735665.0,3846061.0,3963956.0,4105827.0,4241279.0,4361136.0,4494086.0,4671696.0,4860644.0,4987044.0,5109211.0,5230162.0,5352532.0
10,349,18,button,1,22,4,Collision,120879,258468,442731,562465,676772,789651.0,902580.0,1015610.0,1128608.0,1241906.0,1355420.0,1469527.0,1583259.0,1696196.0,1809591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,349,17,webber,9,2,1,Finished,122189,262034,444641,565006,679674,792804.0,905323.0,1018254.0,1131490.0,1244500.0,1357734.0,1471399.0,1585073.0,1698334.0,1811628.0,1925620.0,2038964.0,2151334.0,2265947.0,2381187.0,2493359.0,2608687.0,2731367.0,2842624.0,2953083.0,3063610.0,3174144.0,3285085.0,3395562.0,3506958.0,3617459.0,3726854.0,3837449.0,3955837.0,4095043.0,4230078.0,4350947.0,4479116.0,4668248.0,4857884.0,4981688.0,5103145.0,5223750.0,5345839.0
19,349,807,hulkenberg,3,14,11,+1 Lap,123143,263964,445744,566907,682358,796418.0,910527.0,1024699.0,1138797.0,1252976.0,1366982.0,1481149.0,1595075.0,1708814.0,1823319.0,1942799.0,2094008.0,2206842.0,2320767.0,2433655.0,2546219.0,2658877.0,2771716.0,2884355.0,2997240.0,3109584.0,3221855.0,3333719.0,3445998.0,3559061.0,3671872.0,3784909.0,3902130.0,4025112.0,4176547.0,4311564.0,4462914.0,4652293.0,4779874.0,4907713.0,5031333.0,5158270.0,,
8,349,16,sutil,10,5,1,Finished,123391,264312,446327,566050,681363,795250.0,908864.0,1022422.0,1135905.0,1249339.0,1362729.0,1475915.0,1589154.0,1702446.0,1816201.0,1930650.0,2044375.0,2157526.0,2273709.0,2388772.0,2505434.0,2632177.0,2743877.0,2854677.0,2965154.0,3075936.0,3187547.0,3299292.0,3410333.0,3521655.0,3633111.0,3744124.0,3856020.0,3987030.0,4126254.0,4248691.0,4370457.0,4501502.0,4672894.0,4861265.0,4987997.0,5110841.0,5232270.0,5353362.0
1,349,3,rosberg,131,6,1,Finished,123552,266618,447049,567892,683766,798463.0,912895.0,1027790.0,1142674.0,1258034.0,1374832.0,1489452.0,1603654.0,1718001.0,1832226.0,1947190.0,2061165.0,2174802.0,2289624.0,2403976.0,2517061.0,2630402.0,2743602.0,2856548.0,2968723.0,3080998.0,3193927.0,3306385.0,3418487.0,3530862.0,3642550.0,3754536.0,3869821.0,3999801.0,4142139.0,4267129.0,4390795.0,4522863.0,4675929.0,4862520.0,4988800.0,5112035.0,5233733.0,5356627.0
17,349,153,alguersuari,5,13,1,Finished,123585,271418,451267,579154,709164,822719.0,936999.0,1054065.0,1168229.0,1284971.0,1399186.0,1513292.0,1626932.0,1740642.0,1854207.0,1968920.0,2082738.0,2196334.0,2311562.0,2425806.0,2538681.0,2651554.0,2764503.0,2878340.0,2991820.0,3104565.0,3217261.0,3330003.0,3442403.0,3554592.0,3666168.0,3778070.0,3891471.0,4021937.0,4160366.0,4285700.0,4409638.0,4541477.0,4679132.0,4865127.0,4998158.0,5124952.0,5249385.0,5393725.0
12,349,24,liuzzi,10,10,1,Finished,124342,265356,446743,567496,683185,798013.0,912398.0,1027172.0,1142315.0,1261395.0,1389007.0,1503277.0,1617658.0,1731899.0,1847454.0,1962393.0,2077216.0,2191254.0,2306828.0,2421576.0,2535703.0,2649086.0,2762412.0,2876066.0,2994714.0,3129378.0,3241969.0,3354945.0,3467358.0,3579825.0,3692092.0,3804475.0,3922465.0,4053011.0,4188942.0,4312128.0,4441485.0,4598935.0,4728330.0,4868489.0,4998550.0,5126379.0,5250620.0,5379099.0
18,349,155,kobayashi,15,8,1,Finished,125769,269848,453318,576457,693328,807240.0,920313.0,1033412.0,1147256.0,1260829.0,1375559.0,1489932.0,1604265.0,1719183.0,1834335.0,1949150.0,2063000.0,2176625.0,2291389.0,2405722.0,2518772.0,2631428.0,2745242.0,2858073.0,2971310.0,3083699.0,3196129.0,3309115.0,3420864.0,3534002.0,3646043.0,3757922.0,3871025.0,3995100.0,4133671.0,4254960.0,4377502.0,4507544.0,4674391.0,4862392.0,4992369.0,5116733.0,5239534.0,5360946.0
13,349,29,yamamoto,164,20,12,+2 Laps,126927,276750,450847,576813,696861,815900.0,935099.0,1054604.0,1174548.0,1295488.0,1415864.0,1534877.0,1657914.0,1791353.0,1909562.0,2026706.0,2150456.0,2270816.0,2388591.0,2505839.0,2623810.0,2742377.0,2861307.0,2977610.0,3093988.0,3211334.0,3331816.0,3449271.0,3565018.0,3680502.0,3807689.0,3956195.0,4088453.0,4222649.0,4373393.0,4562139.0,4699316.0,4833147.0,4967452.0,5099656.0,,,,
14,349,30,michael_schumacher,131,7,1,Finished,128276,270265,448246,569821,685252,799669.0,914144.0,1029266.0,1143762.0,1258911.0,1374004.0,1487667.0,1601731.0,1715502.0,1829964.0,1944646.0,2058822.0,2172343.0,2287705.0,2401659.0,2515558.0,2628485.0,2741732.0,2854221.0,2967415.0,3079532.0,3191684.0,3303782.0,3416169.0,3528474.0,3640659.0,3752573.0,3867139.0,3994162.0,4132154.0,4253804.0,4376705.0,4506532.0,4673848.0,4861742.0,4989750.0,5114002.0,5236737.0,5359816.0
20,349,808,petrov,4,9,1,Finished,129499,269694,447858,569329,684632,799347.0,913825.0,1028543.0,1143179.0,1258509.0,1373050.0,1486923.0,1600457.0,1713635.0,1827111.0,1947481.0,2074830.0,2187711.0,2302159.0,2415513.0,2529070.0,2642045.0,2754701.0,2866678.0,2979170.0,3091272.0,3202821.0,3314547.0,3426498.0,3538385.0,3650667.0,3761842.0,3874628.0,4004849.0,4146096.0,4269107.0,4392703.0,4525982.0,4678192.0,4863603.0,4995713.0,5119556.0,5242863.0,5368119.0
7,349,15,trulli,205,19,11,+1 Lap,130038,273187,449756,574125,692867,811898.0,929592.0,1047052.0,1166974.0,1285461.0,1403425.0,1521996.0,1639156.0,1756310.0,1873987.0,1993682.0,2111272.0,2228672.0,2348383.0,2465610.0,2582421.0,2698421.0,2813760.0,2928863.0,3044129.0,3159619.0,3274889.0,3391851.0,3507034.0,3623259.0,3739194.0,3873833.0,4024182.0,4154557.0,4284930.0,4422649.0,4564649.0,4748678.0,4896178.0,5036409.0,5163013.0,5290917.0,,
21,349,810,grassi,166,17,11,+1 Lap,131250,274498,450132,575251,693850,812359.0,930242.0,1048974.0,1167377.0,1286339.0,1405259.0,1522933.0,1640139.0,1757469.0,1874908.0,1994213.0,2111617.0,2229777.0,2348746.0,2466114.0,2583321.0,2699849.0,2816329.0,2932334.0,3048039.0,3165020.0,3282598.0,3399905.0,3516962.0,3633016.0,3751706.0,3891483.0,4040826.0,4170900.0,4301615.0,4436091.0,4571185.0,4748857.0,4885106.0,5014726.0,5142360.0,5268908.0,,
15,349,37,rosa,15,11,1,Finished,133760,282622,454342,584964,699280,815542.0,930671.0,1048024.0,1166462.0,1280692.0,1394485.0,1507906.0,1621703.0,1735076.0,1848750.0,1963801.0,2078791.0,2192792.0,2308689.0,2423282.0,2536725.0,2650239.0,2763351.0,2877479.0,2992310.0,3105853.0,3219128.0,3331942.0,3445303.0,3558482.0,3671019.0,3784423.0,3901342.0,4029127.0,4166917.0,4291171.0,4414508.0,4549205.0,4690298.0,4866666.0,4997086.0,5128479.0,5253521.0,5380287.0
3,349,5,kovalainen,205,16,11,+1 Lap,136463,305443,457829,597517,714913,832491.0,949683.0,1066945.0,1185015.0,1303265.0,1420847.0,1538147.0,1655809.0,1772642.0,1890105.0,2008077.0,2124708.0,2242976.0,2363952.0,2480852.0,2596695.0,2712492.0,2828990.0,2945458.0,3064566.0,3181387.0,3298949.0,3417355.0,3537328.0,3654113.0,3772637.0,3910099.0,4055437.0,4184172.0,4314576.0,4455039.0,4587212.0,4749828.0,4882937.0,5014195.0,5140215.0,5266895.0,,
22,349,811,bruno_senna,164,23,31,Retired,136767,282048,458684,606367,746568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,349,10,glock,166,18,11,+1 Lap,138282,308230,455986,577408,697258,816849.0,935628.0,1055562.0,1174714.0,1293679.0,1411483.0,1528816.0,1645912.0,1762967.0,1880670.0,1999604.0,2117012.0,2234428.0,2353117.0,2470026.0,2586616.0,2702950.0,2819240.0,2935315.0,3053495.0,3169823.0,3285971.0,3401871.0,3517139.0,3639673.0,3786314.0,3922122.0,4060815.0,4197272.0,4340193.0,4474093.0,4633126.0,4768096.0,4898263.0,5027017.0,5157420.0,,,
2,349,4,alonso,6,21,3,Accident,140715,293310,451693,579876,706660,820575.0,935046.0,1048469.0,1163934.0,1277006.0,1389836.0,1503592.0,1618028.0,1732243.0,1846751.0,1961224.0,2074357.0,2186847.0,2300764.0,2413504.0,2525919.0,2638334.0,2750565.0,2862658.0,2974727.0,3086419.0,3198586.0,3310674.0,3422048.0,3534256.0,3646699.0,3758409.0,3871621.0,3999333.0,4137809.0,4258643.0,4380087.0,,,,,,,
