,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,349.0,1.0,hamilton,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,349.0,9.0,kubica,3.0,1.0,Finished,754.0,2233.0,1412.0,3676.0,5066.0,6165.0,6935.0,7471.0,8016.0,7356.0,8000.0,8659.0,9567.0,10104.0,11144.0,11736.0,10960.0,10848.0,10562.0,11264.0,11096.0,11685.0,15193.0,22761.0,9380.0,9643.0,8634.0,9550.0,9766.0,11240.0,12065.0,12923.0,12789.0,11097.0,3408.0,7263.0,8180.0,8454.0,1190.0,767.0,2481.0,3354.0,3782.0,3493.0
2,349.0,20.0,vettel,15.0,11.0,+1 Lap,1137.0,3112.0,1651.0,3142.0,3923.0,4542.0,5550.0,6124.0,6846.0,6370.0,7119.0,7862.0,8766.0,9261.0,10371.0,25606.0,50610.0,52421.0,53644.0,57025.0,62038.0,61663.0,61805.0,58920.0,47598.0,64718.0,68317.0,70011.0,73041.0,75020.0,79312.0,96377.0,125391.0,131655.0,122494.0,129981.0,144394.0,199051.0,131906.0,66940.0,69042.0,76808.0,,
3,349.0,13.0,massa,4.0,1.0,Finished,1829.0,6323.0,3117.0,4555.0,6397.0,8171.0,9289.0,10216.0,10524.0,10125.0,10574.0,11105.0,11270.0,11885.0,12920.0,13243.0,12855.0,13979.0,14168.0,14775.0,14882.0,16064.0,20758.0,29149.0,15995.0,15861.0,17718.0,18535.0,19854.0,21496.0,22532.0,23988.0,23806.0,21692.0,16518.0,14001.0,14452.0,19973.0,3953.0,3176.0,6384.0,7763.0,8269.0,8264.0
4,349.0,18.0,button,22.0,4.0,Collision,1938.0,1409.0,472.0,1541.0,2783.0,3873.0,4863.0,5570.0,6112.0,5659.0,6567.0,7620.0,8328.0,8655.0,9804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,349.0,17.0,webber,2.0,1.0,Finished,3248.0,4975.0,2382.0,4082.0,5685.0,7026.0,7606.0,8214.0,8994.0,8253.0,8881.0,9492.0,10142.0,10793.0,11841.0,12248.0,11676.0,12041.0,12558.0,12858.0,12699.0,16784.0,28177.0,23757.0,10432.0,10714.0,9917.0,10708.0,11594.0,13568.0,14851.0,15177.0,15194.0,13573.0,5734.0,2800.0,4263.0,5003.0,505.0,416.0,1028.0,1697.0,1857.0,1571.0
6,349.0,807.0,hulkenberg,14.0,11.0,+1 Lap,4202.0,6905.0,3485.0,5983.0,8369.0,10640.0,12810.0,14659.0,16301.0,16729.0,18129.0,19242.0,20144.0,21273.0,23532.0,29427.0,66720.0,67549.0,67378.0,65326.0,65559.0,66974.0,68526.0,65488.0,54589.0,56688.0,57628.0,59342.0,62030.0,65671.0,69264.0,73232.0,79875.0,82848.0,87238.0,84286.0,116230.0,178180.0,112131.0,50245.0,50673.0,56822.0,,
7,349.0,16.0,sutil,5.0,1.0,Finished,4450.0,7253.0,4068.0,5126.0,7374.0,9472.0,11147.0,12382.0,13409.0,13092.0,13876.0,14008.0,14223.0,14905.0,16414.0,17278.0,17087.0,18233.0,20320.0,20443.0,24774.0,40274.0,40687.0,35810.0,22503.0,23040.0,23320.0,24915.0,26365.0,28265.0,30503.0,32447.0,33765.0,44766.0,36945.0,21413.0,23773.0,27389.0,5151.0,3797.0,7337.0,9393.0,10377.0,9094.0
8,349.0,3.0,rosberg,6.0,1.0,Finished,4611.0,9559.0,4790.0,6968.0,9777.0,12685.0,15178.0,17750.0,20178.0,21787.0,25979.0,27545.0,28723.0,30460.0,32439.0,33818.0,33877.0,35509.0,36235.0,35647.0,36401.0,38499.0,40412.0,37681.0,26072.0,28102.0,29700.0,32008.0,34519.0,37472.0,39942.0,42859.0,47566.0,57537.0,52830.0,39851.0,44111.0,48750.0,8186.0,5052.0,8140.0,10587.0,11840.0,12359.0
9,349.0,153.0,alguersuari,13.0,1.0,Finished,4644.0,14359.0,9008.0,18230.0,35175.0,36941.0,39282.0,44025.0,45733.0,48724.0,50333.0,51385.0,52001.0,53101.0,54420.0,55548.0,55450.0,57041.0,58173.0,57477.0,58021.0,59651.0,61313.0,59473.0,49169.0,51669.0,53034.0,55626.0,58435.0,61202.0,63560.0,66393.0,69216.0,79673.0,71057.0,58422.0,62954.0,67364.0,11389.0,7659.0,17498.0,23504.0,27492.0,49457.0
