,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,rosberg,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,button,3,3,3,3,3,3,3,3,3,3,5,7,4,4,4,4,3,2,2,2,2,2,2,2,9,7,7,5,4,3,3,2,2,2,1,1,1,1,1,5,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2
3,raikkonen,4,4,4,4,4,4,4,4,4,6,14,10,7,7,7,7,6,6,5,5,4,4,3,3,2,2,2,2,13,12,12,10,8,8,7,6,6,6,4,3,2,2,2,2,2,2,2,6,12,12,14,14,14,14,14,14
4,hamilton,5,5,5,5,5,5,5,5,5,7,12,8,5,5,5,5,4,3,3,3,3,3,13,13,13,11,10,8,7,6,5,5,4,4,3,3,3,3,10,10,10,8,7,7,6,6,6,4,4,4,4,4,4,3,3,3
5,perez,6,6,6,6,6,6,6,6,6,4,3,2,2,1,1,1,10,10,10,10,10,9,8,8,6,6,6,6,5,5,4,4,3,3,5,13,13,13,12,12,12,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11
6,kobayashi,7,7,7,7,7,7,7,7,8,16,16,11,9,9,9,9,8,8,7,7,7,6,5,5,8,14,14,14,14,13,13,11,9,9,8,7,7,9,14,14,14,13,13,13,13,13,12,12,10,10,10,10,10,10,10,10
7,alonso,8,8,8,8,8,8,8,8,7,5,4,5,8,8,8,8,7,7,6,6,5,5,4,4,3,3,3,13,11,10,9,7,6,5,4,4,4,4,11,11,11,10,11,11,11,10,10,10,9,9,9,9,9,9,9,9
8,webber,9,9,9,9,9,11,19,19,17,15,13,9,6,6,6,6,5,5,4,4,6,14,14,14,14,13,12,10,8,7,6,6,5,6,12,11,11,11,8,8,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4
9,massa,10,10,10,10,10,9,9,9,9,8,6,4,3,2,2,2,2,4,14,14,14,13,12,12,12,12,13,12,10,11,11,9,7,7,6,5,5,5,3,2,8,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13
