,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,alonso,1,1,1,1,1,1,1,1,1,1,1,2,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,webber,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,11,10,8,7,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
2,hamilton,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,9,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,rosberg,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,11,10,9,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
5,kovalainen,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,3,1,9,8,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5
6,vettel,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,4,2,11,10,9,9,8,11,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,nakajima,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,6,5,4,15,15,15,15,14,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,10,9,9,9,9,9,9,9,9,9,9,9,9,9
8,button,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,4,2,2,2,3,12,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7
9,trulli,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,7,6,3,3,3,2,2,2,2,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
10,piquet_jr,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,8,7,5,4,14,14,14,13,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,glock,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,9,7,6,5,5,4,4,4,3,3,3,3,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6
12,kubica,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,17,17,17,17,17,16,15,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,buemi,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,11,10,10,11,17,16,15,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
14,heidfeld,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,17,17,17,16,16,16,16,16,15,14,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
15,barrichello,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,13,12,11,11,9,8,8,7,7,7,7,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10
16,fisichella,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,15,15,15,14,13,12,12,10,9,9,9,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0
17,alguersuari,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,16,16,16,15,14,13,13,13,12,13,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
