,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,978.0,1.0,hamilton,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,978.0,8.0,raikkonen,3.0,1.0,Finished,1676.0,1693.0,1288.0,697.0,1411.0,1968.0,2538.0,2394.0,2465.0,2375.0,2678.0,3168.0,4094.0,4056.0,4123.0,3941.0,4291.0,5204.0,6029.0,7259.0,8385.0,9662.0,10624.0,11037.0,31095.0,12004.0,12844.0,12823.0,14020.0,13921.0,14347.0,14158.0,13826.0,13165.0,12455.0,12018.0,12000.0,12525.0,12822.0,12837.0,13339.0,13126.0,12679.0,11559.0,10854.0,10637.0,11382.0,12879.0,21836.0,39957.0,36570.0
2,978.0,830.0,max_verstappen,4.0,1.0,Finished,3105.0,5185.0,2564.0,1668.0,3165.0,4276.0,5416.0,6231.0,6984.0,7727.0,8635.0,9804.0,12450.0,13154.0,13795.0,14348.0,15732.0,17175.0,17647.0,39123.0,39271.0,39967.0,40296.0,39965.0,40369.0,22216.0,23800.0,24546.0,25787.0,26157.0,27264.0,27263.0,27703.0,27766.0,27818.0,27652.0,27892.0,28644.0,29394.0,29754.0,30872.0,31822.0,32380.0,32653.0,33689.0,35456.0,38601.0,42443.0,43196.0,58659.0,52125.0
3,978.0,20.0,vettel,7.0,1.0,Finished,4153.0,5788.0,3277.0,2229.0,4291.0,5364.0,6221.0,7072.0,7949.0,8761.0,9485.0,10688.0,12914.0,14136.0,15021.0,15157.0,16350.0,17236.0,36344.0,36283.0,36442.0,36560.0,36757.0,35988.0,35756.0,16900.0,17533.0,17427.0,18300.0,18397.0,19340.0,19065.0,18489.0,18030.0,17185.0,16577.0,16494.0,16945.0,17389.0,17510.0,18810.0,20145.0,22065.0,23589.0,24998.0,26523.0,29289.0,33058.0,35338.0,69520.0,93989.0
4,978.0,807.0,hulkenberg,6.0,1.0,Finished,5276.0,7747.0,4332.0,2893.0,5457.0,7401.0,10321.0,12283.0,13964.0,15338.0,17097.0,18984.0,21282.0,22800.0,24137.0,25461.0,27356.0,29790.0,32177.0,34596.0,37567.0,41092.0,43873.0,45014.0,69096.0,51734.0,54057.0,55474.0,57074.0,57728.0,59398.0,60224.0,60461.0,60855.0,61356.0,61697.0,62477.0,63701.0,64551.0,65173.0,66206.0,66679.0,66916.0,67404.0,67391.0,68388.0,70106.0,72437.0,72766.0,70792.0,68109.0
5,978.0,839.0,ocon,8.0,11.0,+1 Lap,5943.0,10212.0,5106.0,3254.0,7848.0,10719.0,12751.0,15112.0,17270.0,19318.0,21655.0,23883.0,26607.0,28311.0,30311.0,32198.0,34836.0,37770.0,40841.0,43119.0,65292.0,67303.0,69300.0,70690.0,72984.0,56133.0,59020.0,61421.0,64058.0,65587.0,68124.0,69765.0,71160.0,73458.0,75136.0,77177.0,79324.0,81888.0,83666.0,85097.0,86926.0,88457.0,89699.0,90786.0,93038.0,95237.0,97756.0,100873.0,101958.0,99702.0,
6,978.0,822.0,bottas,2.0,1.0,Finished,6292.0,11076.0,6724.0,3696.0,7058.0,8692.0,9508.0,10171.0,10716.0,11233.0,12262.0,13612.0,15097.0,15628.0,16488.0,16799.0,17667.0,19310.0,19952.0,20632.0,20705.0,20746.0,20475.0,19571.0,19362.0,1887.0,2816.0,3341.0,4035.0,4288.0,5488.0,5130.0,23990.0,22395.0,20589.0,19698.0,19513.0,19675.0,20008.0,19710.0,20004.0,20766.0,20761.0,19201.0,17568.0,16600.0,16826.0,17169.0,18725.0,16662.0,14063.0
7,978.0,815.0,perez,9.0,11.0,+1 Lap,6885.0,11913.0,7672.0,4065.0,8535.0,11734.0,14037.0,16203.0,18289.0,20478.0,22690.0,24881.0,27490.0,29251.0,31672.0,33878.0,36278.0,39410.0,42448.0,45282.0,47895.0,50287.0,52078.0,72652.0,73883.0,56672.0,59861.0,62028.0,64809.0,66307.0,68802.0,70597.0,71903.0,74157.0,75731.0,77771.0,80165.0,82617.0,84454.0,85897.0,87745.0,89087.0,90443.0,91682.0,94521.0,96602.0,99225.0,102535.0,103827.0,101704.0,
8,978.0,838.0,vandoorne,11.0,11.0,+1 Lap,7443.0,14151.0,10007.0,4374.0,9188.0,12765.0,15507.0,17752.0,20028.0,22296.0,24678.0,27229.0,30049.0,31789.0,33865.0,36046.0,38454.0,41365.0,43988.0,46772.0,49581.0,53349.0,56522.0,58394.0,61148.0,44978.0,69421.0,71008.0,73067.0,74006.0,76019.0,77271.0,78416.0,79550.0,80512.0,81608.0,83496.0,85939.0,88033.0,89546.0,93129.0,94929.0,96053.0,96950.0,98034.0,99884.0,104436.0,108080.0,108949.0,106441.0,
9,978.0,13.0,massa,10.0,11.0,+1 Lap,8156.0,15420.0,11125.0,4797.0,10072.0,13765.0,16602.0,18762.0,21029.0,23432.0,26244.0,29135.0,32107.0,34034.0,36358.0,38524.0,41222.0,45351.0,48818.0,52022.0,54875.0,57434.0,60386.0,62437.0,64187.0,65589.0,67817.0,69425.0,71338.0,72274.0,74386.0,75383.0,76301.0,77397.0,78330.0,79334.0,81217.0,83680.0,85499.0,87147.0,89043.0,90590.0,91911.0,94716.0,95800.0,97806.0,100380.0,103501.0,104776.0,102511.0,
10,978.0,154.0,grosjean,13.0,11.0,+1 Lap,8839.0,16080.0,12135.0,5218.0,10562.0,14424.0,17303.0,19759.0,22405.0,24946.0,27953.0,31081.0,34266.0,37576.0,40771.0,43115.0,45841.0,49033.0,52445.0,55321.0,58273.0,61014.0,62999.0,83700.0,84720.0,67941.0,71443.0,73477.0,75560.0,76882.0,79247.0,80612.0,81904.0,83169.0,84354.0,85644.0,87245.0,89345.0,93614.0,95451.0,97834.0,99609.0,100788.0,124530.0,124180.0,124796.0,126721.0,128780.0,130664.0,127044.0,
11,978.0,840.0,stroll,16.0,11.0,+1 Lap,9143.0,16608.0,13040.0,5382.0,11157.0,14964.0,18299.0,21061.0,23858.0,26563.0,29392.0,32357.0,36530.0,38886.0,41698.0,44030.0,46851.0,50377.0,53294.0,56488.0,59956.0,62339.0,86028.0,87635.0,89729.0,73417.0,76486.0,78739.0,81442.0,82979.0,85207.0,86838.0,88047.0,89384.0,90526.0,93213.0,95315.0,98416.0,102534.0,106449.0,109288.0,111466.0,132434.0,133197.0,138852.0,144305.0,149727.0,154388.0,158220.0,157158.0,
12,978.0,825.0,kevin_magnussen,12.0,11.0,+1 Lap,10305.0,17277.0,13817.0,6200.0,12362.0,16924.0,20215.0,23826.0,26817.0,29596.0,32431.0,35415.0,38814.0,41146.0,43853.0,46185.0,49038.0,52240.0,55681.0,59504.0,62195.0,65029.0,67514.0,69190.0,71429.0,55160.0,58307.0,60527.0,62985.0,64761.0,67055.0,68475.0,69670.0,71487.0,74385.0,76171.0,77524.0,99076.0,100212.0,100923.0,101827.0,102364.0,102926.0,105736.0,105875.0,109018.0,111447.0,114489.0,114921.0,112741.0,
13,978.0,817.0,ricciardo,5.0,1.0,Finished,11386.0,19686.0,14516.0,5692.0,14789.0,18575.0,20734.0,22385.0,24898.0,27918.0,30591.0,32866.0,35124.0,37229.0,38796.0,40088.0,41832.0,44318.0,46520.0,48448.0,50603.0,52361.0,54256.0,55148.0,56574.0,39418.0,42036.0,43637.0,45822.0,47440.0,50029.0,51410.0,72215.0,72435.0,72429.0,72301.0,72290.0,72867.0,73150.0,72889.0,73234.0,73071.0,72616.0,71923.0,71230.0,71279.0,72057.0,73670.0,73209.0,69329.0,65955.0
14,978.0,828.0,ericsson,14.0,11.0,+1 Lap,12645.0,21246.0,17016.0,7215.0,14453.0,20094.0,23015.0,25736.0,28736.0,31375.0,34067.0,37401.0,41408.0,43800.0,46147.0,48232.0,50937.0,54087.0,57174.0,60977.0,64097.0,68226.0,71417.0,74760.0,77909.0,62310.0,66242.0,69854.0,94231.0,94605.0,96544.0,97701.0,98651.0,99707.0,100834.0,102096.0,105235.0,107793.0,113015.0,115011.0,117414.0,119164.0,120835.0,123799.0,126384.0,130534.0,133979.0,137873.0,139395.0,137106.0,
15,978.0,4.0,alonso,18.0,131.0,Power Unit,13309.0,22691.0,18046.0,6742.0,11599.0,15586.0,18984.0,21826.0,24515.0,27147.0,31370.0,34369.0,37743.0,40121.0,42826.0,45262.0,47943.0,51396.0,55003.0,58595.0,79490.0,81563.0,83857.0,85287.0,87335.0,70825.0,74174.0,76924.0,80113.0,81837.0,86538.0,102458.0,,,,,,,,,,,,,,,,,,,
16,978.0,836.0,wehrlein,17.0,11.0,+1 Lap,14790.0,19442.0,16363.0,7426.0,13910.0,17988.0,21930.0,24908.0,28067.0,32141.0,35759.0,38841.0,42655.0,45390.0,47845.0,50055.0,52988.0,56261.0,59384.0,62780.0,66770.0,70548.0,74240.0,76962.0,80371.0,64886.0,72062.0,76203.0,82628.0,87466.0,92443.0,119369.0,122142.0,122767.0,123671.0,125008.0,127009.0,129597.0,131910.0,133865.0,135819.0,137727.0,139443.0,141630.0,143458.0,146137.0,150450.0,155367.0,159916.0,158888.0,
