,0,1,2
0,20,9,1:19.815
1,1,1,1:19.978
2,18,1,1:20.024
3,13,6,1:20.350
4,4,6,1:20.262
5,17,9,1:20.474
6,3,131,1:21.098
7,16,10,1:21.445
8,30,131,1:21.852
9,815,15,1:22.157
10,814,10,1:22.256
11,808,4,1:22.284
12,155,15,1:22.435
13,2,4,1:22.470
14,22,3,1:22.684
15,153,5,1:22.979
16,813,3,1:23.847
17,67,5,1:24.070
18,5,205,1:24.362
19,15,205,1:24.534
20,10,166,1:26.294
21,24,164,1:26.323
22,817,164,1:26.479
23,816,166,1:26.510
