,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1,195,15,trulli,20,9,12,+2 Laps,97725,188670,277031,364868,452415,540369,628693,716742,804527,892960,981060,1069474,1157923,1246419,1334597,1422611,1511206,1599898,1688054,1776496,1864505.0,1952431.0,2040989.0,2131387.0,2236639.0,2323033.0,2409574.0,2497021.0,2585020.0,2671543.0,2758222.0,2845091.0,2936897.0,3051658.0,3139840.0,3228120.0,3316641.0,3405500.0,3494185.0,3583054.0,3673178.0,3763343.0,3852081.0,3940507.0,4028961.0,4117324.0,4205606.0,4295381.0,4385685.0,4474306.0,4562946.0,4651245.0,4739816.0,4828001.0,4916160.0,5004344.0,5092598.0,5180678.0,5269095.0,5357161.0,5445827.0,5535859.0,5626889.0,,
8,195,44,panis,20,16,15,+5 Laps,97934,186411,274211,361558,449301,536745,624609,711848,799202,887137,974309,1061740,1148729,1235908,1323375,1411445,1498951,1588623,1696123,1783368,1870547.0,1958117.0,2045322.0,2132854.0,2220159.0,2307976.0,2395312.0,2482168.0,2569227.0,2656156.0,2742931.0,2829907.0,2916697.0,3003509.0,3090467.0,3177166.0,3264383.0,3351427.0,3438430.0,3525061.0,3612094.0,3702366.0,3809821.0,3896694.0,3983714.0,4071753.0,4159097.0,4247632.0,4334984.0,4424247.0,4514077.0,4608867.0,4696454.0,4785054.0,4873927.0,4961814.0,5049275.0,5136199.0,5222701.0,5309203.0,,,,,
20,195,76,magnussen,24,12,12,+2 Laps,98638,189101,278159,365980,453989,542425,630639,719768,808413,896597,984836,1072792,1160395,1248571,1336792,1425298,1513120,1600880,1691456,1801893,1889660.0,1977884.0,2066970.0,2155216.0,2243344.0,2331564.0,2420841.0,2510135.0,2601086.0,2690914.0,2779401.0,2867528.0,2955321.0,3042994.0,3131031.0,3218990.0,3307154.0,3397128.0,3487302.0,3576244.0,3664249.0,3754542.0,3869132.0,3956335.0,4044074.0,4132418.0,4221091.0,4309951.0,4399504.0,4488087.0,4576256.0,4664583.0,4753025.0,4840793.0,4929030.0,5018193.0,5106460.0,5194564.0,5282932.0,5372004.0,5463985.0,5552586.0,5641003.0,,
13,195,63,salo,21,20,5,Engine,99413,189492,278590,366719,454852,544701,633048,721321,809511,897987,985958,1074009,1162058,1250235,1338168,1427235,1515588,1603935,1691974,1780119,1867886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,195,68,takagi,25,13,12,+2 Laps,100521,190319,280575,369719,458646,547751,636636,725742,814904,903684,992147,1080693,1170061,1258695,1347388,1436630,1524972,1613183,1701605,1790338,1881124.0,1992517.0,2082303.0,2171141.0,2259800.0,2347984.0,2436418.0,2524624.0,2613021.0,2701330.0,2789592.0,2878752.0,2966919.0,3054985.0,3143363.0,3231501.0,3319749.0,3408116.0,3500971.0,3593066.0,3704766.0,3793483.0,3882702.0,3971810.0,4062048.0,4153303.0,4242979.0,4333694.0,4423284.0,4513662.0,4606839.0,4695866.0,4784651.0,4873536.0,4963770.0,5053040.0,5141510.0,5230097.0,5320268.0,5409931.0,5499217.0,5588140.0,5677621.0,,
19,195,75,nakano,18,14,12,+2 Laps,100979,190892,281146,370481,459659,549964,638981,727961,817361,908427,997806,1086911,1175720,1264608,1353380,1442239,1530776,1619332,1707940,1797588,1886618.0,1975033.0,2065557.0,2176175.0,2263942.0,2352000.0,2440266.0,2528665.0,2616803.0,2705893.0,2794547.0,2882945.0,2971570.0,3061936.0,3151830.0,3241090.0,3329961.0,3419173.0,3508650.0,3599864.0,3713105.0,3803614.0,3892702.0,3982168.0,4071443.0,4162375.0,4252763.0,4342167.0,4432353.0,4521804.0,4611317.0,4700619.0,4789893.0,4879042.0,4968037.0,5056950.0,5147014.0,5236430.0,5325284.0,5414140.0,5502651.0,5591292.0,5681328.0,,
4,195,23,ralf_schumacher,17,11,12,+2 Laps,101333,191176,281610,370863,459856,548067,636983,725987,815321,904051,992684,1081124,1170364,1259145,1347868,1436911,1525472,1613628,1704521,1813558,1900513.0,1989961.0,2077704.0,2167756.0,2255233.0,2342487.0,2429563.0,2517823.0,2605390.0,2692728.0,2780062.0,2867947.0,2955730.0,3043781.0,3131374.0,3219287.0,3308450.0,3397316.0,3484563.0,3571608.0,3658141.0,3747492.0,3856054.0,3943462.0,4031164.0,4119081.0,4207988.0,4297699.0,4386808.0,4475308.0,4563705.0,4652121.0,4740653.0,4829108.0,4917179.0,5005517.0,5093785.0,5181902.0,5269865.0,5358302.0,5447741.0,5541967.0,5629658.0,,
18,195,74,tuero,18,15,12,+2 Laps,101861,191748,282231,371592,460731,550531,640506,729330,818739,908949,998685,1087595,1176622,1265395,1353952,1442968,1531951,1620538,1709644,1798425,1890110.0,2002158.0,2090294.0,2178842.0,2267503.0,2356440.0,2444486.0,2533657.0,2622147.0,2710071.0,2798175.0,2886086.0,2975402.0,3063538.0,3152357.0,3241491.0,3330508.0,3422070.0,3533676.0,3621294.0,3710005.0,3801519.0,3911219.0,3999266.0,4087194.0,4174877.0,4262478.0,4350380.0,4438472.0,4526336.0,4614247.0,4702418.0,4791081.0,4879613.0,4968599.0,5057477.0,5147410.0,5237049.0,5325931.0,5415057.0,5503369.0,5593590.0,5682163.0,,
10,195,55,alesi,15,10,12,+2 Laps,105424,193362,282660,371959,461175,550832,639408,728309,817683,906197,993888,1081964,1170880,1259906,1348548,1437445,1526419,1614497,1702866,1790787,1879813.0,1969122.0,2056510.0,2145387.0,2250287.0,2336516.0,2423092.0,2510391.0,2600097.0,2686309.0,2772118.0,2857786.0,2943655.0,3031297.0,3140741.0,3228728.0,3317146.0,3406148.0,3494842.0,3584520.0,3675549.0,3764398.0,3852626.0,3941157.0,4029976.0,4118587.0,4207065.0,4296549.0,4386349.0,4474909.0,4563316.0,4651652.0,4740258.0,4828578.0,4916669.0,5004682.0,5093008.0,5181123.0,5269393.0,5357740.0,5447340.0,5538283.0,5627986.0,,
9,195,49,frentzen,3,8,12,+2 Laps,118256,210036,324399,410410,497044,583522,670247,756856,843599,930410,1017045,1103792,1190556,1277274,1363789,1450632,1539099,1625658,1712361,1799379,1890591.0,2000263.0,2087319.0,2174590.0,2261808.0,2349156.0,2436928.0,2525071.0,2613418.0,2701761.0,2790612.0,2879226.0,2967430.0,3055519.0,3143748.0,3232027.0,3320114.0,3409364.0,3497724.0,3587100.0,3697644.0,3784604.0,3871939.0,3959199.0,4046339.0,4133280.0,4221483.0,4310229.0,4397902.0,4484683.0,4571207.0,4657599.0,4743981.0,4830553.0,4917732.0,5006142.0,5094207.0,5182433.0,5270390.0,5359493.0,5447982.0,5536137.0,5622554.0,,
