,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
6,94,15,trulli,4,3,1,Finished,82573,161422,239972,318394,397040,475701,554098,632650,714202,811163,889627,967805,1046340,1124886,1203495,1281874,1360377,1438951.0,1517807.0,1596475.0,1675164.0,1753773.0,1835624.0,1932653.0,2011171.0,2090117.0,2169089.0,2249531.0,2328869.0,2407948.0,2486837.0,2565895.0,2644515.0,2723504.0,2802278.0,2881269.0,2960962.0,3039386.0,3117892.0,3196695.0,3278590.0,3377800.0,3456088.0,3534909.0,3614275.0,3693797.0,3773113.0,3852857.0,3932145.0,4011336.0,4091018.0,4170618.0,4250395.0,4329730.0,4409303.0,4489049.0,4568938.0,4649102.0,4729567.0,4809008.0,4888264.0,4967439.0,5046603.0,5125654.0,5205148.0,5285135.0
12,94,30,michael_schumacher,6,1,1,Finished,83171,161988,240533,319146,397836,476325,554775,633161,711681,791820,887893,965343,1043426,1121062,1199207,1277187,1355367,1433170.0,1510919.0,1589136.0,1667148.0,1745500.0,1824278.0,1901904.0,1982932.0,2081166.0,2159665.0,2237941.0,2316442.0,2395435.0,2474892.0,2553326.0,2631998.0,2711065.0,2789609.0,2869389.0,2947810.0,3026297.0,3104544.0,3182571.0,3260642.0,3339066.0,3416878.0,3495061.0,3575905.0,3676038.0,3755974.0,3835920.0,3915094.0,3993573.0,4071879.0,4151081.0,4229576.0,4307788.0,4386535.0,4464973.0,4543239.0,4622055.0,4700839.0,4779827.0,4858625.0,4937560.0,5016298.0,5094520.0,5172923.0,5252841.0
3,94,11,sato,16,5,1,Finished,84460,163263,242415,321640,400679,479701,558706,638012,716853,795393,877542,976998,1055100,1133907,1213569,1292959,1372516,1452932.0,1532262.0,1611971.0,1691333.0,1770586.0,1849503.0,1928770.0,2007783.0,2089923.0,2189620.0,2267966.0,2346811.0,2425797.0,2505101.0,2584562.0,2663496.0,2742388.0,2821320.0,2900089.0,2978418.0,3056714.0,3135153.0,3213640.0,3291980.0,3370309.0,3449495.0,3527694.0,3608896.0,3708287.0,3785965.0,3864376.0,3943006.0,4022043.0,4101730.0,4182100.0,4261847.0,4341169.0,4420910.0,4500398.0,4580080.0,4659616.0,4739018.0,4818242.0,4897595.0,4976993.0,5057010.0,5136661.0,5216157.0,5295168.0
13,94,31,montoya,3,15,23,Brakes,85194,164355,243255,322498,401812,481143,560386,639586,722435,820990,900386,981020,1061447,1141093,1220341,1300047,1379683,1459230.0,1539365.0,1618935.0,1698206.0,1777542.0,1856767.0,1936462.0,2015783.0,2098373.0,2195712.0,2273974.0,2353165.0,2433697.0,2513490.0,2593107.0,2672834.0,2754294.0,2834453.0,2915111.0,2994513.0,3073912.0,3152722.0,3231852.0,3310124.0,3388524.0,3470455.0,3569491.0,3650216.0,3739938.0,,,,,,,,,,,,,,,,,,,,
10,94,22,barrichello,6,2,1,Finished,86194,165592,244590,323644,402993,482243,561448,640554,719527,797945,876275,954176,1032409,1110705,1188650,1266537,1347532,1448686.0,1527719.0,1607330.0,1686671.0,1765952.0,1845253.0,1924664.0,2003865.0,2083282.0,2162435.0,2241533.0,2320294.0,2398735.0,2478054.0,2557595.0,2636652.0,2715388.0,2794080.0,2874551.0,2952892.0,3031600.0,3109644.0,3187706.0,3265854.0,3343908.0,3425550.0,3529294.0,3607596.0,3686729.0,3765889.0,3844537.0,3923579.0,4002385.0,4081090.0,4160115.0,4238930.0,4317653.0,4396495.0,4475178.0,4554148.0,4633013.0,4712138.0,4791128.0,4870016.0,4948772.0,5027241.0,5106552.0,5186136.0,5266131.0
1,94,4,alonso,4,4,1,Finished,86486,166092,245073,324131,403382,482699,562044,644357,741482,819999,900042,980467,1060299,1139182,1217921,1296943,1375740,1455171.0,1534142.0,1613252.0,1692378.0,1771562.0,1850850.0,1930192.0,2012408.0,2108052.0,2185608.0,2263924.0,2342363.0,2421244.0,2500541.0,2579116.0,2657771.0,2736481.0,2815483.0,2894181.0,2972516.0,3051089.0,3129882.0,3208698.0,3287692.0,3369495.0,3467687.0,3545743.0,3624425.0,3703200.0,3782152.0,3861027.0,3939882.0,4019547.0,4099153.0,4178173.0,4257309.0,4336457.0,4415467.0,4494620.0,4574130.0,4653427.0,4732965.0,4812304.0,4891817.0,4970685.0,5049324.0,5127989.0,5206687.0,5285793.0
16,94,44,panis,7,17,9,Hydraulics,87155,167338,247223,327191,407748,487827,567821,651257,748978,828177,908166,989605,1071527,1152044,1232934,1314324,1395175,1476364.0,1557120.0,1637614.0,1718005.0,1799180.0,1879760.0,1960048.0,2040107.0,2123407.0,2222750.0,2302181.0,2385728.0,2476691.0,2558500.0,2638961.0,2718994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,94,14,coulthard,1,10,11,+1 Lap,88123,168608,249250,329201,409246,489374,569624,649794,729446,812941,914344,994068,1073904,1154104,1234310,1315453,1396760,1478436.0,1559159.0,1639623.0,1719848.0,1800582.0,1881310.0,1962158.0,2042472.0,2122553.0,2205652.0,2304780.0,2384172.0,2464317.0,2543506.0,2623160.0,2702837.0,2782626.0,2862067.0,2941661.0,3021048.0,3100223.0,3179625.0,3258973.0,3338572.0,3419510.0,3501605.0,3603353.0,3683257.0,3763597.0,3843497.0,3924888.0,4005126.0,4085468.0,4165581.0,4245775.0,4326186.0,4406436.0,4486778.0,4567299.0,4648434.0,4730895.0,4811329.0,4893333.0,4973993.0,5054288.0,5134345.0,5214222.0,5294419.0,
11,94,23,ralf_schumacher,3,6,1,Finished,88442,169152,249627,329978,410031,490963,570601,650562,730300,814008,910786,989889,1068926,1148991,1229099,1308737,1388280,1468348.0,1547491.0,1626845.0,1706676.0,1786017.0,1864806.0,1943983.0,2026895.0,2126418.0,2204966.0,2284165.0,2363743.0,2443317.0,2522740.0,2602369.0,2682156.0,2762046.0,2841862.0,2921148.0,3000344.0,3079884.0,3158778.0,3238106.0,3316826.0,3395595.0,3474629.0,3553445.0,3635726.0,3735972.0,3814590.0,3893467.0,3972466.0,4051765.0,4131175.0,4210517.0,4290141.0,4369391.0,4448975.0,4528815.0,4608908.0,4689415.0,4769117.0,4848570.0,4928219.0,5007949.0,5087646.0,5166520.0,5245595.0,5326645.0
2,94,8,raikkonen,1,11,11,+1 Lap,89046,170181,250788,331132,411474,491680,571613,651497,735216,834534,913650,993307,1072940,1152905,1233448,1314864,1395968,1477158.0,1557951.0,1638406.0,1718716.0,1799693.0,1880312.0,1960802.0,2041030.0,2120965.0,2201005.0,2280301.0,2362964.0,2462410.0,2541736.0,2621890.0,2700790.0,2780156.0,2859621.0,2938849.0,3018158.0,3097749.0,3176972.0,3256233.0,3336323.0,3416011.0,3496179.0,3576021.0,3656148.0,3740782.0,3849981.0,3928823.0,4007846.0,4087260.0,4166949.0,4246985.0,4327044.0,4407341.0,4487779.0,4570009.0,4650119.0,4731434.0,4813290.0,4893996.0,4975141.0,5055322.0,5135468.0,5215450.0,5297262.0,
