,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
6,948,20,vettel,6,3,1,Finished,96916,188580,280747,372761,465034,557238,649318,741607,834185,926756,1019716,1112730,1223304,1318908,1409665,1501474,1600897.0,1802448.0,3015975.0,3106499.0,3196873.0,3287080.0,3377031.0,3467216.0,3557935.0,3649699.0,3741153.0,3832660.0,3924469.0,4016472.0,4108700.0,4200927.0,4293722.0,4386659.0,4499768.0,4594515.0,4684766.0,4775378.0,4866005.0,4957069.0,5048289.0,5139393.0,5230207.0,5321403.0,5412182.0,5502907.0,5593497.0,5683960.0,5774231.0,5864399.0,5954536.0,6045798.0,6136463.0,6227370.0,6322609.0,6413574.0,6505208.0
3,948,8,raikkonen,6,18,5,Engine,98430,190321,282662,374983,467122,559362,651572,743953,836681,929279,1022212,1115502,1209402,1303451,1397627,1510768,1619677.0,1807953.0,3017796.0,3109043.0,3199744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,948,3,rosberg,131,1,1,Finished,99316,191353,284100,376241,467816,560284,652748,745373,837930,930511,1023192,1134161,1228903,1320201,1412183,1505472,1606188.0,1805320.0,3016655.0,3107861.0,3198418.0,3289106.0,3380045.0,3470946.0,3561875.0,3652806.0,3744175.0,3835866.0,3927765.0,4019565.0,4111450.0,4203263.0,4295378.0,4388063.0,4480742.0,4572724.0,4664479.0,4756147.0,4848284.0,4939935.0,5032441.0,5123908.0,5214978.0,5305832.0,5396644.0,5488059.0,5579281.0,5670581.0,5762392.0,5853392.0,5944095.0,6035073.0,6126886.0,6219065.0,6311415.0,6403116.0,6495565.0
15,948,830,max_verstappen,5,10,1,Finished,100074,192399,285293,377831,470351,563241,656458,749714,843307,937207,1031054,1125752,1239226,1339103,1430882,1524090,1631532.0,1820930.0,3018422.0,3111198.0,3202938.0,3294535.0,3386220.0,3478262.0,3570436.0,3662616.0,3754967.0,3847316.0,3939698.0,4032055.0,4125007.0,4243691.0,4340614.0,4433228.0,4525570.0,4618173.0,4711522.0,4805422.0,4898604.0,4992241.0,5085384.0,5177846.0,5269900.0,5361416.0,5453411.0,5545480.0,5638482.0,5731373.0,5824366.0,5917183.0,6010017.0,6109040.0,6200735.0,6292480.0,6385267.0,6479011.0,6572398.0
4,948,13,massa,3,5,1,Finished,101024,193951,287260,381763,474882,568107,661758,755601,850126,946255,1058237,1156341,1248685,1342097,1436640,1529350,1641374.0,2884643.0,3020074.0,3113850.0,3206666.0,3299577.0,3392337.0,3485112.0,3577915.0,3670445.0,3763497.0,3856309.0,3949106.0,4042057.0,4134618.0,4227359.0,4320325.0,4413261.0,4505993.0,4598773.0,4691077.0,4783502.0,4875790.0,4968389.0,5060906.0,5153654.0,5246364.0,5339441.0,5432278.0,5525727.0,5618620.0,5711788.0,5804878.0,5898629.0,5991709.0,6084927.0,6178541.0,6272163.0,6365981.0,6459982.0,6554544.0
0,948,1,hamilton,131,2,1,Finished,101289,194690,287782,379844,471473,563754,657220,750351,843972,938205,1031985,1126270,1221416,1315275,1409484,1523223,1639882.0,2882929.0,3019306.0,3112687.0,3204455.0,3296183.0,3387967.0,3479849.0,3572229.0,3664368.0,3756975.0,3849491.0,3941950.0,4034575.0,4128389.0,4219793.0,4310754.0,4401824.0,4493218.0,4584199.0,4675476.0,4767061.0,4858495.0,4950283.0,5042702.0,5133905.0,5224713.0,5315769.0,5407347.0,5498550.0,5589602.0,5680248.0,5770932.0,5861845.0,5953918.0,6045024.0,6135881.0,6226925.0,6318091.0,6410277.0,6503625.0
17,948,832,sainz,5,9,1,Finished,102065,195595,288547,382200,475572,568894,662662,775351,873214,967458,1060655,1152809,1245094,1340276,1433429,1526521,1637078.0,2879573.0,3019034.0,3111967.0,3203692.0,3295436.0,3387107.0,3479225.0,3571391.0,3663740.0,3756357.0,3848774.0,3941310.0,4034004.0,4147057.0,4244390.0,4337099.0,4429429.0,4523360.0,4617533.0,4710850.0,4804966.0,4897996.0,4991743.0,5084709.0,5176987.0,5268792.0,5360551.0,5452364.0,5544648.0,5637758.0,5730830.0,5823679.0,5916614.0,6009352.0,6103344.0,6196512.0,6290094.0,6384447.0,6477181.0,6571245.0
8,948,807,hulkenberg,10,7,1,Finished,103434,197350,291526,385654,480621,574985,668430,762475,856349,950204,1044298,1138673,1234791,1329141,1423990,1536719,1658739.0,2888538.0,3021236.0,3115711.0,3209225.0,3302552.0,3396077.0,3489608.0,3583002.0,3676648.0,3770090.0,3863576.0,3957326.0,4050643.0,4144245.0,4237862.0,4331073.0,4424452.0,4517755.0,4610924.0,4704361.0,4797993.0,4891056.0,4984563.0,5077556.0,5170631.0,5263848.0,5357020.0,5450196.0,5543640.0,5636566.0,5729513.0,5822346.0,5915188.0,6008250.0,6101823.0,6195292.0,6288894.0,6382488.0,6475916.0,6569764.0
10,948,817,ricciardo,9,4,1,Finished,103776,198046,291996,385910,478925,571508,664251,757243,850362,943217,1035925,1146449,1243443,1336995,1429298,1521818,1628788.0,1819358.0,3018192.0,3110593.0,3202063.0,3293508.0,3384786.0,3476239.0,3567756.0,3659601.0,3751555.0,3843449.0,3935493.0,4027718.0,4120183.0,4212719.0,4305138.0,4397271.0,4489189.0,4581127.0,4673070.0,4765192.0,4857456.0,4949575.0,5042430.0,5153785.0,5251211.0,5341259.0,5432397.0,5522362.0,5611828.0,5701248.0,5790245.0,5879552.0,5969851.0,6060216.0,6150606.0,6241559.0,6333335.0,6425129.0,6519895.0
2,948,4,alonso,1,21,4,Collision,104547,199334,293586,387893,481801,576160,670586,764959,859306,953761,1048521,1161158,1259106,1351659,1444782,1539324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,948,815,perez,10,13,1,Finished,105079,200094,294406,388628,483013,577110,671579,766155,860616,954913,1049627,1144427,1238729,1333577,1429231,1546804,1671890.0,2893139.0,3023258.0,3117406.0,3212149.0,3306205.0,3399881.0,3494209.0,3588161.0,3682541.0,3776890.0,3871292.0,3964555.0,4057497.0,4150549.0,4244039.0,4338833.0,4433773.0,4527661.0,4620768.0,4714327.0,4807619.0,4900399.0,4994113.0,5087613.0,5180897.0,5273943.0,5367733.0,5460889.0,5554330.0,5647694.0,5740988.0,5834443.0,5927977.0,6021023.0,6114331.0,6207587.0,6301344.0,6397703.0,6492028.0,6587264.0
5,948,18,button,1,14,11,+1 Lap,105509,200651,295584,389565,484069,578370,673134,767720,862331,956960,1051611,1146828,1242477,1338674,1454574,1554988,1675395.0,2899269.0,3024345.0,3117558.0,3211383.0,3305293.0,3399144.0,3493265.0,3587558.0,3682086.0,3776523.0,3872395.0,3967824.0,4081374.0,4179140.0,4270825.0,4362509.0,4454529.0,4546636.0,4638832.0,4730832.0,4823177.0,4915676.0,5008969.0,5102556.0,5195803.0,5288665.0,5381827.0,5474905.0,5567861.0,5660797.0,5753548.0,5846389.0,5939340.0,6032102.0,6125206.0,6219696.0,6312411.0,6405130.0,6497218.0,
18,948,835,jolyon_palmer,4,11,1,Finished,106255,201545,296110,390152,484640,579035,673828,768692,863449,958291,1053070,1170170,1269522,1362477,1455715,1549167,1668623.0,2891979.0,3022465.0,3116987.0,3210908.0,3304668.0,3398217.0,3491845.0,3585542.0,3679179.0,3773139.0,3866638.0,3960164.0,4053729.0,4147168.0,4241626.0,4335163.0,4429025.0,4523047.0,4617158.0,4710609.0,4804557.0,4897609.0,4991117.0,5084402.0,5179752.0,5273166.0,5366800.0,5459974.0,5553123.0,5646392.0,5739578.0,5832881.0,5926084.0,6019255.0,6112470.0,6205710.0,6298894.0,6392141.0,6485272.0,6578964.0
