,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
2,868,4,alonso,6,2,1,Finished,103773,204697,304953.0,404894.0,504292.0,603547.0,703367.0,802857.0,902100.0,1001317.0,1099835.0,1198600.0,1297699.0,1396565.0,1493440.0,1608842.0,1706531.0,1804998.0,1904063.0,2002212.0,2100315.0,2198407.0,2296107.0,2393839.0,2490881.0,2588223.0,2685942.0,2783493.0,2880812.0,2978176.0,3075018.0,3171903.0,3268665.0,3365249.0,3461952.0,3558461.0,3653200.0,3766545.0,3862511.0,3958970.0,4055327.0,4151513.0,4248320.0,4345111.0,4441696.0,4538419.0,4634640.0,4730963.0,4826348.0,4922434.0,5018043.0,5114348.0
7,868,17,webber,9,1,1,Finished,104377,205355,305806.0,405719.0,505651.0,605357.0,705270.0,805519.0,905159.0,1004466.0,1103850.0,1203020.0,1302772.0,1400627.0,1516411.0,1613909.0,1712089.0,1810403.0,1908819.0,2007323.0,2105492.0,2203471.0,2301011.0,2398676.0,2496360.0,2593865.0,2692040.0,2789353.0,2886425.0,2983396.0,3080485.0,3177423.0,3272052.0,3385980.0,3482112.0,3578066.0,3674345.0,3770482.0,3866951.0,3962928.0,4058877.0,4154863.0,4250545.0,4346415.0,4442251.0,4538820.0,4635112.0,4730065.0,4824999.0,4920229.0,5015510.0,5111288.0
10,868,30,michael_schumacher,131,7,1,Finished,104970,206084,306974.0,407466.0,507364.0,607831.0,708733.0,809012.0,909193.0,1009281.0,1109838.0,1207191.0,1324911.0,1424279.0,1523315.0,1622448.0,1721391.0,1820143.0,1918893.0,2017495.0,2116256.0,2214693.0,2313032.0,2413207.0,2511426.0,2609712.0,2708610.0,2806851.0,2905205.0,3003771.0,3101755.0,3199976.0,3298698.0,3395182.0,3509223.0,3605208.0,3701408.0,3798283.0,3894960.0,3991395.0,4087144.0,4183047.0,4278633.0,4374277.0,4470398.0,4566373.0,4662307.0,4758035.0,4853819.0,4949504.0,5045250.0,5140441.0
6,868,13,massa,6,4,1,Finished,105524,206396,308290.0,408039.0,507904.0,608191.0,709183.0,809365.0,909606.0,1009642.0,1109168.0,1208274.0,1305947.0,1422675.0,1521352.0,1620283.0,1718502.0,1816637.0,1914741.0,2013123.0,2111279.0,2209332.0,2307071.0,2404854.0,2502828.0,2600593.0,2698129.0,2795496.0,2892852.0,2990335.0,3087770.0,3185272.0,3282860.0,3380345.0,3475478.0,3588924.0,3684894.0,3780619.0,3876455.0,3972593.0,4068216.0,4163908.0,4260280.0,4355884.0,4451624.0,4547747.0,4643205.0,4738757.0,4833868.0,4928909.0,5025324.0,5120807.0
9,868,20,vettel,9,3,1,Finished,106371,207191,308705.0,408660.0,508857.0,608866.0,709772.0,810191.0,910523.0,1008296.0,1124493.0,1222766.0,1321981.0,1421065.0,1520391.0,1618621.0,1716632.0,1814828.0,1912871.0,2010908.0,2109022.0,2206816.0,2304456.0,2402361.0,2499846.0,2597558.0,2695233.0,2792901.0,2890536.0,2987785.0,3082961.0,3197213.0,3293570.0,3390439.0,3487016.0,3583554.0,3680352.0,3776296.0,3872371.0,3968410.0,4064713.0,4160547.0,4256506.0,4352412.0,4448162.0,4544144.0,4639811.0,4735269.0,4830477.0,4925582.0,5021227.0,5116124.0
17,868,813,maldonado,3,16,11,+1 Lap,106954,208020,309093.0,410675.0,510920.0,610736.0,710965.0,811337.0,911646.0,1011968.0,1109374.0,1266532.0,1390746.0,1489026.0,1587443.0,1685869.0,1784623.0,1883374.0,1982312.0,2081725.0,2180467.0,2278925.0,2377484.0,2477282.0,2576855.0,2675201.0,2773584.0,2871423.0,2969423.0,3067828.0,3165389.0,3263398.0,3361402.0,3458917.0,3556549.0,3657169.0,3755100.0,3853142.0,3951420.0,4049534.0,4147684.0,4246402.0,4348797.0,4447548.0,4548585.0,4649016.0,4748945.0,4847756.0,4947074.0,5047974.0,5149169.0,
4,868,8,raikkonen,208,5,1,Finished,107501,208635,309405.0,410035.0,509961.0,609617.0,710353.0,810785.0,911054.0,1011060.0,1110499.0,1210405.0,1308134.0,1425586.0,1525147.0,1623816.0,1722119.0,1820875.0,1919546.0,2018329.0,2117138.0,2215562.0,2313519.0,2410905.0,2508415.0,2606132.0,2703391.0,2800298.0,2897024.0,2994909.0,3092511.0,3189759.0,3286642.0,3381706.0,3496575.0,3592469.0,3689082.0,3785182.0,3881325.0,3977070.0,4072628.0,4168048.0,4263397.0,4358844.0,4454204.0,4549612.0,4645014.0,4740331.0,4835059.0,4929720.0,5025858.0,5121602.0
0,868,1,hamilton,1,8,1,Finished,108413,209889,310408.0,411178.0,511622.0,611704.0,712116.0,812192.0,912232.0,1012485.0,1112134.0,1211334.0,1311239.0,1410302.0,1508806.0,1607278.0,1705616.0,1804796.0,1905314.0,2004518.0,2101463.0,2215956.0,2313999.0,2412203.0,2510087.0,2607987.0,2706239.0,2801729.0,2916812.0,3014424.0,3112541.0,3210393.0,3307676.0,3405079.0,3502871.0,3599869.0,3697041.0,3793924.0,3890727.0,3987443.0,4083892.0,4180534.0,4276998.0,4373171.0,4469616.0,4565851.0,4663634.0,4760229.0,4857020.0,4953613.0,5050287.0,5147751.0
16,868,811,bruno_senna,3,9,1,Finished,109373,210773,311953.0,412670.0,513459.0,613749.0,714348.0,814117.0,913866.0,1014075.0,1113834.0,1213069.0,1318709.0,1419152.0,1535722.0,1633794.0,1733125.0,1831531.0,1930223.0,2028769.0,2127451.0,2225944.0,2324008.0,2422618.0,2520581.0,2618618.0,2716858.0,2814773.0,2912727.0,3009232.0,3124844.0,3221727.0,3318179.0,3415000.0,3512530.0,3610132.0,3706234.0,3802666.0,3899288.0,3996124.0,4092726.0,4189707.0,4286625.0,4383571.0,4480176.0,4576747.0,4673041.0,4768904.0,4865267.0,4961945.0,5058672.0,5154635.0
19,868,815,perez,15,22,4,Collision,110228,211112,310893.0,411582.0,512106.0,612239.0,712711.0,812712.0,912615.0,1013349.0,1110943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,868,807,hulkenberg,10,12,1,Finished,110583,212599,313596.0,414505.0,515228.0,615720.0,716212.0,816844.0,917011.0,1017124.0,1116822.0,1217848.0,1318422.0,1418522.0,1518127.0,1615293.0,1732233.0,1830556.0,1929165.0,2027927.0,2126634.0,2225122.0,2323121.0,2421272.0,2519345.0,2617248.0,2715159.0,2812894.0,2910376.0,3008267.0,3106170.0,3203944.0,3301853.0,3399658.0,3495556.0,3609201.0,3705182.0,3801707.0,3898645.0,3995391.0,4092029.0,4189164.0,4285999.0,4382844.0,4479521.0,4575955.0,4672221.0,4768331.0,4864685.0,4961331.0,5061891.0,5159144.0
