,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,ricciardo,1,1,1,1,1,1,1,1,1,1,2,6,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,max_verstappen,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,sainz,3,3,3,3,3,3,3,4,4,6,12,9,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,vettel,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,4,3,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,raikkonen,5,5,5,5,5,5,5,5,5,4,4,3,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,bottas,6,6,6,6,6,6,6,6,6,5,5,4,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,perez,7,7,7,7,7,7,7,7,10,16,13,10,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,button,8,8,8,8,8,8,8,8,7,9,14,11,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,12,12,12,11,11,10,10,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0
8,alonso,9,9,9,9,9,9,9,9,8,7,7,12,11,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,8,8,8,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,grosjean,10,10,10,10,10,10,10,10,9,8,6,5,2,3,4,13,11,11,11,11,11,11,11,11,10,10,10,10,11,15,13,12,12,12,12,13,15,18,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,15,0,0,0,0,0,0,0,0,0,0
10,kvyat,11,11,11,11,11,11,11,13,15,18,18,16,15,15,15,15,14,14,14,14,13,14,14,14,14,17,17,17,16,16,15,15,13,13,13,12,11,11,11,10,10,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,0
11,hulkenberg,12,12,12,12,12,12,12,11,11,10,16,14,13,13,13,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kevin_magnussen,13,13,13,13,13,13,13,12,12,13,17,15,14,14,14,14,13,13,13,13,12,12,13,13,13,12,12,12,12,12,18,18,17,16,16,15,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,13,13,13,15,16,15,15,15,15,15,15,15,15,14,0
13,gutierrez,14,14,14,14,14,14,14,14,14,12,8,7,5,5,6,6,17,16,15,15,14,13,12,12,11,11,11,11,10,10,14,13,11,11,11,11,10,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,11,11,11,11,0
14,jolyon_palmer,15,15,15,15,15,15,15,15,13,11,10,18,17,17,17,17,16,17,17,17,16,16,16,15,15,13,13,13,14,13,11,11,14,17,17,17,16,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,13,13,13,13,13,0
15,nasr,16,16,16,16,16,17,17,16,16,14,9,8,18,18,18,18,18,18,18,18,17,17,17,16,16,14,14,15,15,14,12,14,15,14,14,16,17,16,16,16,15,15,15,15,15,14,14,14,14,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,15,0
16,ericsson,17,17,17,17,18,18,18,17,18,19,19,17,16,16,16,16,15,15,16,16,15,15,15,17,18,18,18,18,18,18,17,17,16,15,15,14,13,13,14,14,16,16,16,16,16,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,0
17,wehrlein,18,18,18,19,19,19,19,19,17,15,11,19,19,19,19,19,19,19,19,19,18,18,18,18,17,16,16,16,17,17,16,16,18,18,18,18,18,17,17,17,17,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,0
18,massa,19,19,19,18,17,16,16,18,19,17,15,13,12,12,12,11,10,10,10,10,10,10,10,10,12,15,15,14,13,11,10,10,10,10,10,8,7,7,6,6,7,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8
