,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
8,952,817,ricciardo,9,4,1,Finished,113669,246845,374253,464295,554559,645065,735642,826238,916966,1008104,1102433,1210212,1301264,1391649,1482106,1572361,1663163,1753744,1844436,1934734,2025405.0,2115828.0,2206253.0,2297605.0,2388410.0,2479016.0,2569697.0,2663599.0,2770921.0,2859895.0,2948780.0,3037670.0,3126507.0,3215578.0,3305146.0,3394643.0,3484104.0,3573941.0,3664098.0,3754311.0,3844565.0,3935003.0,4029028.0,4135294.0,4224002.0,4312211.0,4400891.0,4489730.0,4578851.0,4667680.0,4756299.0,4845199.0,4933988.0,5022938.0,5111941.0,5201624.0,5291099.0,5380691.0,5472391.0,5562008.0,5651755.0,5741869.0,5832531.0,5923258.0,6033233.0,6143967.0
14,952,830,max_verstappen,9,1,1,Finished,114582,247767,374898,465531,555987,646218,736989,827602,918484,1009617,1100999,1195947,1304084,1394080,1484463,1574748,1665102,1755538,1846039,1936208,2026659.0,2117077.0,2207451.0,2298625.0,2389191.0,2480013.0,2570876.0,2661530.0,2751867.0,2842429.0,2933431.0,3024366.0,3115459.0,3210046.0,3318243.0,3407059.0,3496025.0,3585627.0,3674723.0,3763657.0,3852599.0,3941920.0,4031027.0,4120198.0,4209641.0,4299082.0,4388501.0,4477889.0,4567330.0,4656457.0,4745842.0,4835507.0,4925065.0,5014813.0,5104623.0,5194800.0,5284987.0,5375161.0,5465378.0,5555516.0,5645804.0,5736158.0,5826859.0,5917396.0,6008333.0,6100017.0
16,952,832,sainz,5,6,1,Finished,115665,248539,375615,466864,557854,648840,741172,833817,926075,1022476,1132518,1223836,1315789,1407416,1498702,1590535,1682449,1774294,1866186,1958114,2049760.0,2141717.0,2233452.0,2325270.0,2417357.0,2509301.0,2601296.0,2693349.0,2785306.0,2877322.0,2969076.0,3060631.0,3152335.0,3244305.0,3336182.0,3427737.0,3518958.0,3613517.0,3723132.0,3813036.0,3903189.0,3992852.0,4083098.0,4173402.0,4263830.0,4353896.0,4444066.0,4534583.0,4624969.0,4715150.0,4805651.0,4895807.0,4986158.0,5076338.0,5166763.0,5257149.0,5347743.0,5437955.0,5528356.0,5618739.0,5708962.0,5799695.0,5889918.0,5979989.0,6070449.0,6161412.0
4,952,20,vettel,6,3,1,Finished,116984,249385,376128,467529,558585,649510,741690,832379,922952,1013292,1103803,1194329,1284802,1375587,1469660,1577165,1666925,1757185,1847133,1937366,2027991.0,2118157.0,2209002.0,2299805.0,2390507.0,2481293.0,2572040.0,2662896.0,2756669.0,2864059.0,2952196.0,3040749.0,3129182.0,3217756.0,3306740.0,3395832.0,3488624.0,3594498.0,3682472.0,3771271.0,3860248.0,3949843.0,4038813.0,4128177.0,4217574.0,4307111.0,4396562.0,4486652.0,4576572.0,4665624.0,4754698.0,4843801.0,4932936.0,5022077.0,5111390.0,5201005.0,5290437.0,5380153.0,5471821.0,5561441.0,5650826.0,5741548.0,5832023.0,5922649.0,6013380.0,6105598.0
1,952,8,raikkonen,6,2,1,Finished,118161,250642,376474,468192,559389,650366,742282,834480,926722,1017647,1108360,1202876,1310987,1400883,1490898,1580969,1671201,1761536,1851816,1942024,2032152.0,2122201.0,2212613.0,2302927.0,2393681.0,2484649.0,2575152.0,2665684.0,2756018.0,2846229.0,2936659.0,3027072.0,3117561.0,3208713.0,3303268.0,3410975.0,3499602.0,3588140.0,3676860.0,3765667.0,3854580.0,3943509.0,4032290.0,4121282.0,4210738.0,4300291.0,4389501.0,4478749.0,4568052.0,4657395.0,4746607.0,4836173.0,4925785.0,5015718.0,5105322.0,5195556.0,5285638.0,5376015.0,5466207.0,5556226.0,5646593.0,5737096.0,5827840.0,5918573.0,6009296.0,6100633.0
10,952,822,bottas,3,5,1,Finished,118967,251274,376879,469207,560930,652233,743854,835637,927943,1020133,1110903,1205417,1313747,1404343,1495420,1586441,1677682,1768848,1860121,1951448,2042924.0,2134480.0,2226154.0,2318021.0,2409559.0,2501405.0,2592788.0,2684366.0,2775901.0,2867996.0,2959231.0,3050712.0,3142329.0,3234228.0,3326117.0,3417861.0,3509608.0,3601463.0,3697066.0,3805534.0,3894926.0,3984750.0,4074449.0,4164157.0,4254172.0,4344310.0,4435118.0,4526140.0,4616202.0,4706116.0,4796338.0,4886261.0,4976192.0,5066116.0,5156413.0,5246110.0,5335556.0,5424692.0,5513903.0,5602984.0,5692405.0,5781987.0,5872037.0,5962105.0,6052542.0,6145288.0
7,952,815,perez,10,7,1,Finished,120031,251792,377508,470191,562293,654204,746285,838171,933983,1043147,1134747,1226276,1318148,1409704,1501220,1593230,1685056,1776836,1868581,1960494,2052592.0,2144553.0,2236648.0,2328768.0,2420835.0,2513044.0,2605542.0,2698342.0,2790975.0,2883293.0,2975395.0,3067409.0,3159771.0,3252625.0,3348636.0,3456749.0,3546550.0,3636355.0,3726831.0,3816889.0,3907438.0,3997906.0,4088210.0,4179248.0,4269920.0,4360619.0,4452113.0,4543356.0,4633833.0,4724605.0,4815102.0,4905721.0,4996983.0,5088005.0,5178969.0,5269613.0,5360021.0,5450426.0,5540688.0,5631130.0,5721950.0,5812960.0,5904219.0,5995760.0,6087714.0,6179555.0
3,952,18,button,1,9,11,+1 Lap,122543,253548,377797,470814,563120,654961,747083,839148,931291,1026446,1136858,1228537,1321240,1412740,1505068,1597353,1689428,1781610,1873548,1965735,2057875.0,2150270.0,2242636.0,2335161.0,2427455.0,2520033.0,2612430.0,2705145.0,2797597.0,2889932.0,2982246.0,3074517.0,3166936.0,3259317.0,3351781.0,3447482.0,3557192.0,3648145.0,3738405.0,3829114.0,3919761.0,4010624.0,4101299.0,4193275.0,4284346.0,4375095.0,4465745.0,4556810.0,4647783.0,4738595.0,4829242.0,4919718.0,5010986.0,5101537.0,5192175.0,5282901.0,5373204.0,5463749.0,5557189.0,5648190.0,5739763.0,5830644.0,5921121.0,6011620.0,6102447.0,
0,952,4,alonso,1,19,5,Engine,123037,254012,378275,471578,564098,656155,748118,840348,932592,1024759,1120171,1229811,1321638,1413866,1506644,1599438,1691980,1784259,1876686,1969090,2061358.0,2153733.0,2246173.0,2338959.0,2431251.0,2523506.0,2615692.0,2707687.0,2799762.0,2891744.0,2983849.0,3075849.0,3168181.0,3260530.0,3352924.0,3445515.0,3539068.0,3630823.0,3726373.0,3836502.0,3926252.0,4016364.0,4106152.0,4196274.0,4286464.0,,,,,,,,,,,,,,,,,,,,,
5,952,154,grosjean,210,18,5,Engine,123549,254987,378700,472219,564700,656872,748845,841124,933449,1025593,1117779,1209327,1300946,1393518,1490361,1601953,1693180,1785459,1877946,1970464,2062910.0,2155221.0,2247592.0,2340322.0,2432830.0,2524525.0,2616584.0,2708644.0,2804308.0,2913817.0,3004694.0,3095214.0,3187544.0,3278416.0,3369322.0,3466105.0,3570221.0,3693869.0,3783720.0,3872937.0,3961911.0,4051326.0,4141022.0,4230768.0,4320742.0,4411328.0,4501389.0,4591390.0,4681806.0,4773548.0,4865129.0,4957077.0,5048828.0,5141737.0,5235132.0,5334836.0,,,,,,,,,,
12,952,826,kvyat,5,10,11,+1 Lap,124694,255983,379236,472711,565398,657708,749695,844729,940796,1051944,1144137,1236217,1328392,1420386,1513093,1606059,1698696,1791757,1884388,1976987,2069879.0,2163160.0,2255562.0,2348384.0,2444171.0,2552927.0,2643165.0,2733645.0,2824667.0,2915960.0,3007331.0,3098929.0,3190151.0,3280838.0,3371503.0,3462009.0,3552709.0,3643170.0,3733801.0,3824545.0,3915030.0,4005486.0,4096064.0,4186734.0,4277224.0,4368080.0,4459138.0,4550177.0,4641485.0,4734551.0,4829054.0,4937012.0,5023960.0,5112349.0,5202221.0,5291579.0,5381206.0,5472942.0,5562701.0,5652398.0,5742279.0,5833229.0,5923782.0,6014069.0,6105762.0,
6,952,807,hulkenberg,10,20,5,Engine,125281,256468,379759,473165,566065,658429,750426,842236,934163,1029670,1139640,1232093,1323932,1417024,1509506,1601619,1694651,1786689,1878816,1971102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
