,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
13,347.0,22.0,barrichello,12.0,11.0,+1 Lap,91624.0,174588.0,256366.0,337731.0,418763.0,499915.0,581059.0,661918.0,742691.0,823353.0,904198.0,984770.0,1065235.0,1148494.0,1243880.0,1324032.0,1403979.0,1484319.0,1564412.0,1645122.0,1725305.0,1805513.0,1885531.0,1966105.0,2046531.0,2126606.0,2206787.0,2286875.0,2367115.0,2447197.0,2527004.0,2607621.0,2687140.0,2766803.0,2846193.0,2925304.0,3004577.0,3083570.0,3162343.0,3241046.0,3319692.0,3398192.0,3477397.0,3556537.0,3635393.0,3714309.0,3793086.0,3871547.0,3950004.0,4028235.0,4108223.0,4188139.0,4267525.0,4345589.0,4423565.0,4501105.0,4579556.0,4658009.0,4735599.0,4812846.0,4890050.0,4967655.0,5044684.0,5122655.0,5200282.0,5278027.0,
22,347.0,808.0,petrov,10.0,11.0,+1 Lap,92301.0,175217.0,257208.0,338449.0,419573.0,500687.0,581954.0,662728.0,743474.0,824328.0,905177.0,985875.0,1066098.0,1146870.0,1226404.0,1305970.0,1385509.0,1465028.0,1544990.0,1625262.0,1705259.0,1785173.0,1867923.0,1962061.0,2042250.0,2122852.0,2202865.0,2283487.0,2363843.0,2443783.0,2524389.0,2604968.0,2684424.0,2763701.0,2842695.0,2921828.0,3001332.0,3080263.0,3159108.0,3238033.0,3316685.0,3396576.0,3475672.0,3554454.0,3632794.0,3710764.0,3788723.0,3866976.0,3945301.0,4024052.0,4101860.0,4180050.0,4257693.0,4335254.0,4413774.0,4493430.0,4572072.0,4652764.0,4730977.0,4809357.0,4886935.0,4964133.0,5041448.0,5119352.0,5196813.0,5275114.0,
21,347.0,807.0,hulkenberg,13.0,11.0,+1 Lap,92711.0,175708.0,257788.0,339196.0,420537.0,501506.0,582660.0,663644.0,744489.0,825338.0,906255.0,987061.0,1067720.0,1148415.0,1228571.0,1308410.0,1388619.0,1468338.0,1548232.0,1628022.0,1708922.0,1789612.0,1870059.0,1949976.0,2029812.0,2110114.0,2190524.0,2271238.0,2352401.0,2433154.0,2513740.0,2595859.0,2677115.0,2762037.0,2855618.0,2934153.0,3012643.0,3090845.0,3169010.0,3247106.0,3325190.0,3403043.0,3481257.0,3560042.0,3638148.0,3716112.0,3794083.0,3872272.0,3950818.0,4030337.0,4110007.0,4189781.0,4269446.0,4347118.0,4424772.0,4502477.0,4581380.0,4660207.0,4737366.0,4814233.0,4891069.0,4968626.0,5045629.0,5123135.0,5200855.0,5278676.0,
17,347.0,37.0,rosa,14.0,11.0,+1 Lap,93687.0,176518.0,258899.0,341103.0,422928.0,504446.0,585796.0,667311.0,748585.0,829574.0,910423.0,991200.0,1071646.0,1152782.0,1233697.0,1314289.0,1394434.0,1474616.0,1555441.0,1635352.0,1715749.0,1795917.0,1876155.0,1956130.0,2035958.0,2116096.0,2196519.0,2277064.0,2356823.0,2437337.0,2516901.0,2596821.0,2677416.0,2757756.0,2836832.0,2915438.0,2994229.0,3072938.0,3151784.0,3230599.0,3309323.0,3387937.0,3466492.0,3545038.0,3623733.0,3702422.0,3780863.0,3859087.0,3937431.0,4015890.0,4097239.0,4190213.0,4268619.0,4346072.0,4424087.0,4502358.0,4580550.0,4665309.0,4763583.0,4840115.0,4916642.0,4993330.0,5070415.0,5149000.0,5225888.0,5302985.0,
8,347.0,15.0,trulli,23.0,6.0,Gearbox,95768.0,230220.0,588155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,347.0,5.0,kovalainen,20.0,4.0,Collision,96519.0,181162.0,265302.0,349526.0,433378.0,517081.0,600546.0,683786.0,767135.0,850481.0,933400.0,1016268.0,1099156.0,1182231.0,1265055.0,1347418.0,1430027.0,1512540.0,1594967.0,1677602.0,1760173.0,1843377.0,1925583.0,2013750.0,2114448.0,2198504.0,2285272.0,2368862.0,2451164.0,2533457.0,2615390.0,2697490.0,2779515.0,2861659.0,2943439.0,3026311.0,3109230.0,3190382.0,3272303.0,3356542.0,3438806.0,3519937.0,3601155.0,3682105.0,3762957.0,3844980.0,3926211.0,4006909.0,4087944.0,4168812.0,4249476.0,4331105.0,4413753.0,4497203.0,4579253.0,4754931.0,,,,,,,,,,,
23,347.0,810.0,grassi,21.0,6.0,Gearbox,97571.0,182392.0,266719.0,350989.0,434921.0,518515.0,602218.0,685459.0,768781.0,852203.0,935827.0,1019070.0,1102063.0,1186363.0,1269334.0,1352472.0,1435267.0,1518030.0,1601498.0,1685931.0,1769053.0,1853563.0,1936271.0,2021827.0,2105534.0,2188199.0,2270912.0,2355286.0,2438897.0,2524049.0,2609494.0,2691548.0,2773263.0,2854796.0,2937111.0,3018928.0,3101554.0,3183703.0,3265688.0,3346641.0,3427920.0,3511080.0,3593112.0,3676130.0,3757174.0,3838086.0,3919238.0,4001229.0,4081932.0,4237229.0,,,,,,,,,,,,,,,,,
24,347.0,811.0,bruno_senna,19.0,14.0,+4 Laps,99282.0,184107.0,268232.0,352588.0,436349.0,520103.0,603535.0,686976.0,771084.0,854635.0,938174.0,1021952.0,1105186.0,1188924.0,1272593.0,1356086.0,1440369.0,1524343.0,1608409.0,1694442.0,1780542.0,1880319.0,1965194.0,2049337.0,2131959.0,2214513.0,2297598.0,2380123.0,2462484.0,2545381.0,2628220.0,2711507.0,2794387.0,2877497.0,2959610.0,3044583.0,3129252.0,3211398.0,3296225.0,3396261.0,3480933.0,3563684.0,3647184.0,3729379.0,3811164.0,3892884.0,3973989.0,4057364.0,4138943.0,4222675.0,4304463.0,4385565.0,4466959.0,4548936.0,4629995.0,4712217.0,4793078.0,4874749.0,4956911.0,5041192.0,5125255.0,5207464.0,5290760.0,,,,
9,347.0,16.0,sutil,17.0,12.0,+2 Laps,99682.0,202865.0,284331.0,368115.0,465531.0,546701.0,628023.0,708825.0,789829.0,870451.0,951286.0,1032172.0,1114235.0,1195654.0,1276282.0,1357903.0,1440620.0,1521865.0,1602364.0,1683017.0,1765594.0,1850622.0,1932838.0,2013487.0,2093848.0,2175109.0,2260060.0,2340938.0,2421631.0,2501605.0,2581966.0,2662172.0,2742241.0,2830162.0,2930042.0,3008051.0,3087064.0,3164364.0,3243598.0,3321269.0,3399697.0,3479307.0,3557754.0,3636430.0,3717970.0,3799514.0,3877745.0,3958837.0,4037395.0,4115549.0,4193584.0,4271639.0,4349518.0,4427855.0,4506950.0,4584962.0,4663087.0,4741127.0,4818269.0,4895479.0,4972904.0,5050188.0,5127023.0,5205641.0,5282328.0,,
15,347.0,29.0,yamamoto,22.0,5.0,Engine,99728.0,184830.0,269582.0,356161.0,440860.0,525322.0,609444.0,693068.0,777104.0,861078.0,945247.0,1030247.0,1114064.0,1198624.0,1282872.0,1366413.0,1457422.0,1558414.0,1646924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,347.0,10.0,glock,18.0,13.0,+3 Laps,100426.0,185422.0,269980.0,354254.0,437780.0,521457.0,604678.0,687687.0,771659.0,855242.0,938845.0,1022339.0,1105711.0,1189454.0,1273739.0,1357606.0,1441504.0,1524986.0,1608767.0,1694905.0,1778046.0,1862678.0,1946226.0,2028608.0,2113588.0,2195892.0,2279319.0,2366141.0,2449670.0,2531699.0,2613255.0,2694722.0,2776504.0,2858208.0,2939363.0,3021032.0,3104156.0,3186629.0,3268662.0,3349627.0,3433888.0,3515459.0,3597228.0,3678236.0,3759118.0,3840280.0,3921294.0,4002592.0,4083774.0,4166097.0,4246463.0,4329182.0,4428994.0,4508955.0,4589017.0,4668190.0,4747988.0,4828230.0,4907342.0,4986022.0,5064501.0,5142712.0,5221696.0,5302856.0,,,
14,347.0,24.0,liuzzi,16.0,12.0,+2 Laps,104068.0,216457.0,297393.0,378900.0,462235.0,559023.0,639757.0,724455.0,806477.0,890352.0,972804.0,1053580.0,1135708.0,1217496.0,1298041.0,1378088.0,1458512.0,1539831.0,1626595.0,1708046.0,1788722.0,1871397.0,1951641.0,2031596.0,2112055.0,2192484.0,2272454.0,2353271.0,2433928.0,2514267.0,2593823.0,2672365.0,2751344.0,2830345.0,2909082.0,2987822.0,3066654.0,3145130.0,3223482.0,3302064.0,3380127.0,3458545.0,3536939.0,3615434.0,3693557.0,3771730.0,3850125.0,3928219.0,4007317.0,4085780.0,4164676.0,4242511.0,4320024.0,4398376.0,4476080.0,4553821.0,4631659.0,4710781.0,4788262.0,4865946.0,4943591.0,5024409.0,5117676.0,5194272.0,5272031.0,,
18,347.0,67.0,buemi,24.0,4.0,Collision,105623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,347.0,153.0,alguersuari,15.0,11.0,+1 Lap,108049.0,215297.0,296368.0,377485.0,458493.0,539787.0,620846.0,701665.0,782463.0,863484.0,945310.0,1026806.0,1107652.0,1189669.0,1272749.0,1356237.0,1437367.0,1518308.0,1599006.0,1679257.0,1760524.0,1841112.0,1920915.0,2000866.0,2083938.0,2179833.0,2260432.0,2341274.0,2421999.0,2502112.0,2582443.0,2662649.0,2742668.0,2822644.0,2901311.0,2979521.0,3058076.0,3136465.0,3214983.0,3293920.0,3372026.0,3450217.0,3528961.0,3607211.0,3685467.0,3763820.0,3841994.0,3921296.0,4000257.0,4078002.0,4155421.0,4233283.0,4311002.0,4388568.0,4467204.0,4545634.0,4623409.0,4701504.0,4779293.0,4856774.0,4934387.0,5011644.0,5089029.0,5166139.0,5243486.0,5320457.0,
