,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
7,347.0,13.0,massa,2.0,1.0,Finished,85403.0,165467.0,244968.0,324513.0,404013.0,483599.0,562871.0,642087.0,721104.0,800019.0,878842.0,957785.0,1036706.0,1118260.0,1212639.0,1291872.0,1371035.0,1450690.0,1529884.0,1609373.0,1689636.0,1769036.0,1847747.0,1926393.0,2005267.0,2083827.0,2162226.0,2240415.0,2318815.0,2396806.0,2474891.0,2553244.0,2631351.0,2709759.0,2787667.0,2865557.0,2943602.0,3021698.0,3100342.0,3177911.0,3255625.0,3332972.0,3410220.0,3487682.0,3565028.0,3642588.0,3719754.0,3797083.0,3876186.0,3954025.0,4031204.0,4109052.0,4186460.0,4263588.0,4340509.0,4417385.0,4495119.0,4572649.0,4649883.0,4727020.0,4803565.0,4880250.0,4957064.0,5033489.0,5109671.0,5185768.0,5263060.0
3,347.0,4.0,alonso,1.0,1.0,Finished,86059.0,166445.0,246510.0,326338.0,405630.0,484783.0,564408.0,643656.0,722621.0,801576.0,880422.0,959310.0,1040446.0,1134172.0,1213373.0,1292564.0,1371840.0,1451304.0,1530503.0,1609870.0,1690319.0,1769497.0,1848562.0,1928259.0,2007682.0,2086841.0,2165713.0,2243788.0,2321896.0,2400025.0,2477776.0,2555573.0,2633447.0,2712068.0,2790455.0,2868121.0,2945616.0,3023484.0,3101516.0,3179112.0,3256649.0,3334027.0,3411292.0,3488553.0,3565989.0,3643649.0,3720661.0,3797940.0,3875318.0,3952573.0,4029343.0,4106288.0,4183634.0,4260879.0,4337504.0,4414600.0,4492625.0,4569590.0,4646271.0,4723148.0,4799820.0,4876291.0,4953034.0,5029137.0,5105642.0,5181522.0,5258864.0
12,347.0,20.0,vettel,3.0,1.0,Finished,86878.0,167225.0,247508.0,327313.0,406899.0,486334.0,565917.0,645153.0,724544.0,803697.0,882617.0,964286.0,1057375.0,1136215.0,1215424.0,1294561.0,1373543.0,1452836.0,1531957.0,1611224.0,1691928.0,1771442.0,1850959.0,1930065.0,2009563.0,2088433.0,2167226.0,2245785.0,2324415.0,2403286.0,2481742.0,2560214.0,2638363.0,2716416.0,2794654.0,2872982.0,2950723.0,3028604.0,3106637.0,3184552.0,3262668.0,3339910.0,3417080.0,3494202.0,3571453.0,3648677.0,3725804.0,3803095.0,3880304.0,3957443.0,4034112.0,4111657.0,4189080.0,4266312.0,4343495.0,4420031.0,4497295.0,4574102.0,4651029.0,4728062.0,4804587.0,4881451.0,4957968.0,5034623.0,5111094.0,5188161.0,5263985.0
1,347.0,1.0,hamilton,4.0,1.0,Finished,87695.0,168564.0,248593.0,328658.0,408500.0,488072.0,567693.0,648658.0,728172.0,807617.0,886973.0,966209.0,1045792.0,1127141.0,1222270.0,1302027.0,1381858.0,1461012.0,1540434.0,1619847.0,1699480.0,1779080.0,1858612.0,1937921.0,2017516.0,2096630.0,2175802.0,2254735.0,2333334.0,2412274.0,2490963.0,2569723.0,2648181.0,2726738.0,2804849.0,2883017.0,2961558.0,3039984.0,3118002.0,3196094.0,3274336.0,3352588.0,3430942.0,3509424.0,3587361.0,3665173.0,3742807.0,3820400.0,3897894.0,3975382.0,4053041.0,4130197.0,4207697.0,4284944.0,4362070.0,4439153.0,4515944.0,4593147.0,4670212.0,4747918.0,4824831.0,4901626.0,4978557.0,5055261.0,5131764.0,5208599.0,5285760.0
10,347.0,17.0,webber,6.0,1.0,Finished,88500.0,169301.0,249742.0,329811.0,409578.0,489215.0,568877.0,649201.0,729065.0,808501.0,887932.0,967194.0,1048929.0,1143160.0,1223595.0,1303578.0,1383604.0,1463398.0,1542782.0,1622615.0,1702588.0,1781452.0,1860912.0,1939861.0,2019640.0,2099053.0,2178211.0,2257320.0,2335990.0,2414699.0,2493241.0,2572391.0,2650671.0,2729035.0,2807127.0,2885550.0,2963692.0,3044121.0,3123342.0,3202088.0,3280746.0,3358951.0,3437265.0,3515615.0,3594454.0,3673358.0,3751009.0,3828295.0,3906257.0,3983465.0,4061657.0,4139568.0,4218248.0,4295526.0,4373996.0,4451121.0,4527799.0,4604870.0,4682767.0,4759658.0,4837003.0,4914585.0,4991310.0,5068097.0,5145271.0,5222921.0,5302470.0
11,347.0,18.0,button,5.0,1.0,Finished,89313.0,170637.0,251574.0,332026.0,412183.0,491933.0,572050.0,652709.0,732446.0,812353.0,892027.0,971435.0,1050741.0,1129846.0,1208935.0,1287985.0,1367107.0,1446212.0,1525551.0,1605046.0,1684491.0,1766009.0,1859318.0,1938940.0,2018530.0,2097721.0,2176990.0,2256085.0,2335043.0,2413854.0,2492429.0,2571306.0,2649875.0,2728218.0,2806471.0,2884676.0,2962714.0,3041797.0,3119748.0,3197600.0,3275783.0,3354252.0,3432609.0,3511094.0,3589081.0,3666989.0,3744588.0,3822346.0,3899942.0,3977349.0,4055075.0,4132435.0,4209855.0,4286957.0,4364100.0,4441245.0,4518157.0,4595342.0,4672434.0,4749268.0,4826411.0,4903024.0,4979815.0,5056602.0,5133053.0,5211041.0,5288346.0
5,347.0,9.0,kubica,7.0,11.0,+1 Lap,89818.0,171491.0,252846.0,334028.0,414962.0,495674.0,576543.0,657450.0,738255.0,819112.0,899416.0,979722.0,1060293.0,1140729.0,1220787.0,1300997.0,1383642.0,1477985.0,1558352.0,1638432.0,1718352.0,1798321.0,1878772.0,1958712.0,2038668.0,2118733.0,2199116.0,2279950.0,2360334.0,2440084.0,2519989.0,2599508.0,2679071.0,2759672.0,2839365.0,2918666.0,2997636.0,3076377.0,3154886.0,3233499.0,3312336.0,3390921.0,3469309.0,3547839.0,3626305.0,3704601.0,3782920.0,3861273.0,3939446.0,4017618.0,4095686.0,4173844.0,4251614.0,4329828.0,4407375.0,4484948.0,4562403.0,4639986.0,4717534.0,4794755.0,4872908.0,4950074.0,5027249.0,5105254.0,5183704.0,5260899.0,
16,347.0,30.0,michael_schumacher,9.0,11.0,+1 Lap,90234.0,172074.0,253407.0,334519.0,415797.0,496494.0,577408.0,658113.0,738972.0,819914.0,900330.0,980478.0,1061084.0,1143699.0,1237793.0,1317650.0,1397321.0,1478830.0,1559107.0,1639391.0,1719322.0,1799343.0,1880576.0,1960989.0,2041517.0,2121680.0,2201978.0,2282324.0,2363191.0,2443037.0,2524118.0,2603887.0,2683059.0,2762087.0,2841233.0,2920595.0,2999967.0,3079213.0,3158153.0,3236935.0,3315583.0,3395037.0,3473739.0,3552006.0,3630125.0,3708453.0,3786699.0,3865092.0,3943306.0,4021345.0,4099580.0,4178260.0,4256074.0,4333836.0,4412568.0,4490529.0,4569389.0,4647976.0,4729404.0,4806963.0,4884282.0,4961610.0,5039352.0,5116552.0,5193650.0,5270738.0,
2,347.0,3.0,rosberg,8.0,11.0,+1 Lap,90725.0,173137.0,254522.0,335604.0,416847.0,497854.0,578744.0,659660.0,740174.0,821133.0,901578.0,981704.0,1061942.0,1142396.0,1222979.0,1302953.0,1382946.0,1462531.0,1541995.0,1622210.0,1703978.0,1784148.0,1864370.0,1947288.0,2040666.0,2120557.0,2200388.0,2280529.0,2360970.0,2440849.0,2520872.0,2600722.0,2680544.0,2760453.0,2840256.0,2919704.0,2998943.0,3078065.0,3156835.0,3235572.0,3314551.0,3394008.0,3472252.0,3550496.0,3628788.0,3707177.0,3785342.0,3864081.0,3942142.0,4020011.0,4098043.0,4176980.0,4254828.0,4332419.0,4410108.0,4487725.0,4565578.0,4643305.0,4720925.0,4801224.0,4878905.0,4959487.0,5036916.0,5113911.0,5190932.0,5267541.0,
20,347.0,155.0,kobayashi,11.0,11.0,+1 Lap,91002.0,173737.0,255106.0,336345.0,417306.0,498432.0,579318.0,660330.0,740823.0,821948.0,902561.0,982809.0,1062917.0,1144150.0,1226602.0,1321379.0,1400853.0,1480873.0,1560925.0,1641334.0,1721453.0,1801302.0,1881196.0,1962835.0,2043028.0,2123527.0,2203898.0,2283837.0,2364478.0,2444550.0,2524833.0,2605659.0,2685699.0,2764954.0,2844222.0,2923243.0,3002547.0,3081469.0,3160256.0,3239199.0,3318059.0,3396901.0,3476375.0,3555437.0,3634240.0,3712432.0,3790454.0,3868546.0,3946990.0,4025279.0,4103537.0,4182483.0,4262547.0,4342319.0,4421654.0,4499170.0,4577999.0,4655529.0,4733359.0,4810602.0,4888520.0,4965957.0,5043057.0,5121686.0,5198879.0,5276373.0,
