,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,glock,1,1,1,1,1,1,1,1,1,1,2,9,9,9,8,8,7,7,7,8,8,6,6,6,6,6,5,5,5,5,5,5,7,10,10,10,10,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1,trulli,2,2,2,2,2,2,2,2,2,2,1,1,6,7,6,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
2,hamilton,3,4,4,4,4,4,4,4,4,4,4,3,2,2,3,7,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4
3,button,4,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,vettel,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
5,barrichello,6,6,6,6,6,6,6,6,6,6,6,5,4,4,10,10,9,9,8,7,7,5,5,5,5,5,8,8,8,8,8,8,8,7,7,7,6,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5
6,raikkonen,7,7,7,7,7,7,7,7,7,7,7,6,5,5,4,2,2,2,2,1,1,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,3,3,3,2,2,2,2,7,6,6,6,6,6,6,6,6,6,6,6,6
7,alonso,8,8,8,8,8,8,8,8,8,8,8,7,7,6,5,4,10,10,10,10,10,9,9,8,8,8,7,7,7,7,7,7,6,6,6,6,7,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
8,massa,9,10,10,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,14,17,17,17,17,16,16,16,15,12,12,12,12,11,11,11,11,11,15,15,15,14,14,14,14,14,14,14,0
9,rosberg,10,9,9,9,9,9,9,9,9,9,9,8,8,8,7,6,5,5,5,5,6,10,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,6,9,9,9,9,9,9,9,9,9,9,9,9
10,piquet_jr,11,11,11,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,9,9,9,7,8,11,11,11,11,11,11,11,11,10,10,9,9,9,9,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,heidfeld,12,14,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,17,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,0
12,fisichella,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,13,13,13,12,12,12,12,12,10,10,10,10,10,10,10,10,11,11,11,11,11,11,13,13,16,16,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,0
13,webber,14,12,12,11,11,11,11,11,11,11,11,11,11,12,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,14,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11
14,kubica,15,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,17,19,19,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,0
15,nakajima,16,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,18,18,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0
16,kovalainen,17,15,14,13,13,13,13,13,13,13,13,14,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,12,14,15,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12
17,sutil,18,16,15,14,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,11,11,16,16,16,16,16,16,15,15,15,15,15,15,15,14,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
18,bourdais,19,17,16,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,14,16,16,16,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13
