,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
9,4,10,glock,7,7,1,Finished,97340,192262,287418,382179,476917,571491,666266,761104,855809,950534,1048008,1171613,1269293,1367041,1464834,1562198,1659715,1756714,1854030,1953227,2050573,2148098,2245216,2342022,2439137,2535909,2632720,2729142,2825837,2922356,3019119,3116519,3216278,3335198,3430946,3527432,3623249,3719095,3814833,3910286,4005980,4101530,4197294,4293024,4391915,4488925,4586132,4684408,4780989.0,4877545.0,4973646.0,5070247.0,5166030.0,5262436.0,5358489.0,5454553.0,5551062.0
12,4,15,trulli,7,3,1,Finished,99013,194041,289003,383805,478515,573087,667800,762924,857849,952405,1047132,1143908,1264678,1363185,1460169,1556755,1653175,1749524,1845766,1942228,2038878,2135280,2231585,2328009,2424161,2520066,2616078,2712251,2808148,2903979,2999889,3095616,3191417,3287226,3382999,3478866,3576996,3696776,3793043,3888783,3984791,4080681,4176737,4272604,4368411,4464776,4560715,4656413,4751981.0,4847548.0,4942970.0,5038494.0,5134009.0,5229403.0,5325164.0,5420795.0,5517352.0
0,4,1,hamilton,1,4,1,Finished,100684,197590,293840,389560,485287,580857,676367,771845,867498,962895,1058482,1153725,1248640,1344164,1441473,1560582,1656217,1752139,1848101,1944753,2041261,2137002,2233079,2329214,2425476,2521640,2617976,2713880,2809923,2905753,3001726,3097924,3193678,3289433,3385215,3481295,3578979,3699346,3796032,3892633,3988806,4085418,4182005,4278404,4374951,4471367,4567532,4663577,4759997.0,4856523.0,4952724.0,5048885.0,5145141.0,5241248.0,5337399.0,5433765.0,5530278.0
15,4,18,button,23,1,1,Finished,100752,196626,292102,387101,481956,576795,671586,766377,861325,956129,1050717,1145461,1240584,1335286,1431867,1552596,1648974,1745119,1841049,1936642,2032274,2127753,2223361,2318940,2414356,2509690,2604895,2700160,2795314,2890591,2985895,3081142,3176479,3271620,3366869,3462062,3559256,3681686,3777960,3873899,3970032,4066576,4162990,4259121,4355094,4450919,4546656,4642617,4738219.0,4833852.0,4930984.0,5027144.0,5123342.0,5219448.0,5315361.0,5411377.0,5508182.0
16,4,20,vettel,9,2,1,Finished,101403,198328,294755,390373,486280,581944,677449,773009,868442,964544,1060817,1156111,1251390,1346453,1441463,1536219,1631391,1726390,1823422,1942738,2039488,2135832,2232107,2328509,2424691,2521107,2617149,2712894,2808942,2904972,3001112,3096888,3192545,3288416,3384180,3479978,3575852,3671102,3766401,3863996,3983489,4079750,4175676,4271568,4367818,4463976,4559572,4655203,4750863.0,4846436.0,4942105.0,5037531.0,5132865.0,5228187.0,5324036.0,5419210.0,5515369.0
18,4,22,barrichello,23,5,1,Finished,102154,200183,296329,391694,487550,583077,678572,774136,869784,965297,1061326,1156972,1252255,1349384,1467862,1564648,1662381,1760521,1856457,1951984,2047160,2142173,2237598,2332588,2427489,2524541,2644668,2740404,2836173,2931939,3027666,3123361,3219122,3314503,3409846,3505104,3600678,3697144,3794167,3890300,3986319,4081965,4177582,4273535,4369689,4465682,4563453,4681607,4777387.0,4873424.0,4969708.0,5065913.0,5161983.0,5257828.0,5353570.0,5449712.0,5545961.0
7,4,8,raikkonen,6,6,1,Finished,103307,200717,297935,394501,491183,587699,683873,780110,876280,972335,1068768,1165422,1261743,1357720,1453648,1549377,1645234,1741199,1837031,1932747,2030593,2153441,2250317,2346728,2443053,2539193,2635376,2731528,2827877,2924187,3020638,3117074,3214337,3310153,3406006,3501749,3597443,3693144,3788644,3884487,3980077,4075575,4171241,4268858,4391212,4488396,4585470,4683098,4780349.0,4876808.0,4973075.0,5069283.0,5165439.0,5261678.0,5357873.0,5453863.0,5550239.0
3,4,4,alonso,4,8,1,Finished,104233,201331,298669,395269,492062,588853,685348,781868,878396,974764,1071040,1167295,1265110,1361918,1457936,1556558,1676924,1773193,1869385,1965744,2061998,2158357,2254605,2350841,2446974,2543079,2639053,2735063,2830785,2926816,3022916,3119048,3215226,3311428,3407339,3503267,3601712,3721572,3818451,3915118,4011933,4108797,4205622,4302274,4399317,4496755,4593732,4690667,4787306.0,4883876.0,4980138.0,5076444.0,5172698.0,5269338.0,5365725.0,5462540.0,5560957.0
11,4,13,massa,6,14,11,+1 Lap,104474,204096,304888,431076,527805,624505,720984,817307,913796,1010525,1107240,1203894,1300670,1397415,1495957,1593958,1691294,1788751,1886239,1983401,2080410,2178074,2275136,2372532,2469866,2566953,2663718,2760563,2859525,2979046,3074934,3170778,3267476,3365128,3460847,3559200,3654942,3752036,3847515,3942685,4037750,4133326,4229461,4324528,4419952,4517682,4637659,4734326,4830905.0,4929503.0,5028776.0,5126575.0,5223512.0,5320659.0,5417343.0,5515017.0,
2,4,3,rosberg,3,9,1,Finished,104670,203540,300045,396815,493675,590411,686915,783525,879997,976406,1072958,1169664,1266434,1363691,1460909,1557703,1654300,1750607,1846995,1944121,2042566,2162928,2259335,2355727,2452088,2548365,2646352,2742723,2839006,2935167,3031335,3127365,3223324,3319284,3415398,3511658,3607474,3703521,3799727,3895800,3991715,4087794,4184013,4280404,4378617,4497559,4594440,4691458,4788060.0,4886206.0,4982561.0,5078929.0,5174984.0,5271134.0,5368371.0,5466554.0,5566380.0
10,4,12,piquet_jr,4,10,1,Finished,108965,207874,305155,401957,498878,595572,692312,788875,885488,982180,1079082,1176430,1273432,1370467,1467285,1564213,1661984,1760244,1858886,1956467,2053792,2151252,2251408,2370882,2467356,2563396,2659320,2755390,2851741,2947885,3045365,3141703,3237217,3332952,3428802,3524481,3619922,3715781,3811633,3907257,4002807,4101138,4220971,4317623,4414376,4510981,4607988,4704652,4801410.0,4897752.0,4994173.0,5090348.0,5186477.0,5282699.0,5378936.0,5475577.0,5573331.0
1,4,2,heidfeld,2,19,11,+1 Lap,109091,213647,319177,444310,543778,641986,740183,838085,936331,1034524,1132763,1230797,1328915,1427170,1525151,1622960,1721512,1819199,1917247,2015061,2112675,2210457,2308098,2405598,2502976,2600303,2697520,2795958,2893432,2990712,3088001,3185131,3282086,3379207,3476113,3575756,3694975,3790943,3887435,3986869,4085024,4182854,4281356,4378060,4474345,4570770,4667023,4763185,4859559.0,4955786.0,5052028.0,5147952.0,5244077.0,5340233.0,5436372.0,5532682.0,
