,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1,968.0,1.0,hamilton,1.0,1.0,Finished,108108.0,214954.0,321293.0,427585.0,534480.0,640671.0,748947.0,874870.0,982086.0,1089094.0,1195452.0,1301765.0,1408382.0,1514489.0,1620827.0,1727713.0,1834446.0,1940899.0,2047300.0,2153913.0,2260643.0,2366813.0,2473090.0,2579248.0,2685310.0,2791990.0,2898300.0,3006427.0,3131303.0,3238089.0,3344125.0,3449453.0,3554813.0,3660093.0,3765725.0,3871310.0,3976447.0,4081861.0,4187667.0,4293567.0,4399310.0,4505450.0,4611135.0,4717433.0,4823376.0,4928930.0,5034709.0,5140540.0,5246486.0,5352038.0,5458315.0,5564571.0,5670471.0,5776800.0,5884013.0
2,968.0,3.0,rosberg,2.0,1.0,Finished,108740.0,215722.0,322116.0,428635.0,535420.0,642063.0,748833.0,856730.0,984451.0,1091459.0,1198010.0,1304613.0,1411094.0,1517867.0,1624656.0,1731588.0,1838451.0,1945414.0,2052321.0,2159522.0,2265544.0,2371519.0,2477461.0,2583372.0,2689398.0,2795220.0,2901486.0,3007535.0,3115312.0,3239845.0,3345246.0,3450690.0,3555951.0,3661422.0,3766902.0,3872315.0,3977795.0,4083145.0,4188785.0,4294479.0,4400865.0,4506435.0,4612346.0,4718496.0,4824459.0,4930140.0,5035703.0,5141736.0,5247366.0,5353008.0,5459190.0,5565323.0,5671489.0,5777540.0,5884452.0
4,968.0,8.0,raikkonen,6.0,1.0,Finished,109528.0,216730.0,323209.0,429867.0,536604.0,643707.0,753120.0,879004.0,985401.0,1092735.0,1199060.0,1305566.0,1412061.0,1519006.0,1625907.0,1733055.0,1840069.0,1947120.0,2055407.0,2162854.0,2270229.0,2377193.0,2484068.0,2590820.0,2699684.0,2825554.0,2933090.0,3039084.0,3144715.0,3250380.0,3356045.0,3461408.0,3566822.0,3672346.0,3777509.0,3883191.0,3989030.0,4095468.0,4201769.0,4307618.0,4414342.0,4521515.0,4627450.0,4733042.0,4838379.0,4943868.0,5049525.0,5155005.0,5260530.0,5366735.0,5472746.0,5578993.0,5685619.0,5793463.0,5902829.0
11,968.0,817.0,ricciardo,5.0,1.0,Finished,110484.0,217563.0,324148.0,430859.0,537474.0,644709.0,751635.0,857764.0,965560.0,1093494.0,1199887.0,1306284.0,1412997.0,1519959.0,1626762.0,1734077.0,1841113.0,1947942.0,2056508.0,2163683.0,2271034.0,2378124.0,2485353.0,2593955.0,2718861.0,2824848.0,2930874.0,3035932.0,3140821.0,3245839.0,3350892.0,3456166.0,3561434.0,3666679.0,3771989.0,3877019.0,3982100.0,4087558.0,4193520.0,4299635.0,4405621.0,4512495.0,4618152.0,4723753.0,4829182.0,4936806.0,5043099.0,5148859.0,5254150.0,5359617.0,5465106.0,5570847.0,5676442.0,5782359.0,5889328.0
7,968.0,20.0,vettel,3.0,1.0,Finished,111075.0,218250.0,324767.0,431689.0,538359.0,646742.0,753734.0,862483.0,987819.0,1094298.0,1200753.0,1307417.0,1414147.0,1521142.0,1628179.0,1735346.0,1842258.0,1948942.0,2057181.0,2164431.0,2271738.0,2379035.0,2486138.0,2593380.0,2699915.0,2805978.0,2911932.0,3017818.0,3123917.0,3229991.0,3335961.0,3442217.0,3548342.0,3654548.0,3760554.0,3866808.0,3975176.0,4099637.0,4203731.0,4308363.0,4412516.0,4517733.0,4621462.0,4725552.0,4829984.0,4935420.0,5039828.0,5144543.0,5249465.0,5354894.0,5460175.0,5565906.0,5672081.0,5778251.0,5884856.0
10,968.0,815.0,perez,8.0,1.0,Finished,113301.0,221632.0,328433.0,435536.0,542763.0,651217.0,760015.0,868458.0,978375.0,1103335.0,1210731.0,1317392.0,1423966.0,1530767.0,1637798.0,1745060.0,1852342.0,1960029.0,2067456.0,2175270.0,2283039.0,2391040.0,2499033.0,2606891.0,2715370.0,2824152.0,2934530.0,3060302.0,3165900.0,3271149.0,3376795.0,3482289.0,3587883.0,3694397.0,3800670.0,3906639.0,4012698.0,4118882.0,4225493.0,4332245.0,4438963.0,4545962.0,4653307.0,4760111.0,4867252.0,4974311.0,5081393.0,5188464.0,5295511.0,5401848.0,5509936.0,5617944.0,5726025.0,5834118.0,5942789.0
9,968.0,807.0,hulkenberg,7.0,1.0,Finished,113605.0,220728.0,327525.0,434474.0,541608.0,649609.0,757601.0,867310.0,994335.0,1101668.0,1208242.0,1314657.0,1421434.0,1528400.0,1635284.0,1742745.0,1850111.0,1957657.0,2065352.0,2173023.0,2280960.0,2388825.0,2496565.0,2604362.0,2712086.0,2821568.0,2948261.0,3055316.0,3161584.0,3267830.0,3373779.0,3479805.0,3586247.0,3692315.0,3798485.0,3904814.0,4010962.0,4117232.0,4223428.0,4329880.0,4436527.0,4543192.0,4650307.0,4757594.0,4864561.0,4971546.0,5078411.0,5185050.0,5291642.0,5398358.0,5504878.0,5611592.0,5718824.0,5826202.0,5934127.0
3,968.0,4.0,alonso,10.0,1.0,Finished,114482.0,223103.0,331236.0,439241.0,547454.0,656221.0,767506.0,895215.0,1002809.0,1110823.0,1219426.0,1327909.0,1436045.0,1544209.0,1652310.0,1760762.0,1868316.0,1976331.0,2084083.0,2191866.0,2299648.0,2406918.0,2514166.0,2621507.0,2728803.0,2835920.0,2942926.0,3049851.0,3156860.0,3263977.0,3371394.0,3478405.0,3585527.0,3693874.0,3802391.0,3909966.0,4017357.0,4125579.0,4252239.0,4357765.0,4464201.0,4570287.0,4675999.0,4781569.0,4886640.0,4991509.0,5096304.0,5201404.0,5306450.0,5410945.0,5516009.0,5621322.0,5727651.0,5835584.0,5943909.0
5,968.0,13.0,massa,9.0,1.0,Finished,115131.0,224182.0,333426.0,441440.0,550049.0,657772.0,766171.0,875167.0,1001800.0,1109684.0,1217605.0,1325303.0,1433194.0,1540919.0,1648597.0,1756267.0,1863337.0,1970643.0,2078198.0,2185462.0,2292859.0,2400427.0,2508139.0,2615848.0,2723744.0,2831233.0,2938843.0,3046394.0,3153806.0,3263088.0,3388627.0,3494405.0,3600080.0,3705915.0,3812029.0,3918101.0,4024247.0,4130427.0,4236214.0,4342267.0,4448454.0,4554852.0,4662057.0,4768336.0,4874776.0,4981159.0,5087413.0,5193860.0,5300240.0,5406770.0,5513347.0,5619923.0,5727072.0,5835037.0,5943449.0
13,968.0,822.0,bottas,21.0,22.0,Suspension,115579.0,224745.0,332631.0,440468.0,551410.0,663071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
