,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,hamilton,1,1,1,1,1,1,2,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,rosberg,2,2,2,2,2,2,1,1,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,raikkonen,3,3,3,3,3,3,4,9,6,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,8,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,ricciardo,4,4,4,4,4,4,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,8,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
4,vettel,5,5,5,5,5,5,5,3,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3
5,perez,6,7,7,7,7,7,7,5,2,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,7,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6,hulkenberg,7,6,6,6,6,6,6,4,9,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,4,10,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,alonso,8,8,8,8,8,8,9,16,14,14,14,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,8,8,8,7,7,7,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
8,massa,9,9,10,10,9,9,8,7,13,13,12,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,7,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,bottas,10,10,9,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,jolyon_palmer,11,11,11,11,11,10,13,17,15,15,15,14,14,14,14,14,14,14,15,15,15,18,18,18,17,17,17,17,16,16,16,16,16,16,16,14,14,13,13,13,14,17,17,17,17,17,17,17,17,17,17,17,17,17,0
11,button,12,12,12,12,12,13,11,10,8,7,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,kvyat,13,13,13,13,14,14,12,12,17,17,17,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,nasr,14,14,14,15,16,17,18,19,19,19,19,18,18,18,17,17,17,17,17,17,17,16,15,15,15,15,15,15,13,13,13,14,14,14,14,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,0
14,grosjean,15,15,17,17,17,16,15,11,10,10,10,9,9,10,10,10,11,11,11,11,16,15,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
15,gutierrez,16,17,16,16,15,15,14,13,16,16,16,15,15,15,15,15,15,15,14,14,13,12,11,11,11,11,11,12,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
16,ocon,17,18,18,18,18,18,16,14,11,11,11,11,12,12,12,12,12,12,12,12,11,13,17,17,16,16,16,16,15,15,15,15,15,15,15,15,17,17,16,16,16,14,14,14,14,14,14,14,13,13,13,13,13,13,0
17,ericsson,18,21,21,21,21,20,17,15,12,12,13,13,13,13,13,13,13,13,13,13,12,11,12,12,12,13,13,13,12,12,12,12,12,13,13,13,13,16,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,0
18,max_verstappen,19,16,15,14,13,12,10,8,4,2,2,2,2,2,2,2,2,2,2,3,4,8,8,8,7,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4
19,sainz,20,19,19,19,19,19,19,18,18,18,18,17,17,17,16,16,16,16,16,16,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,16,15,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,wehrlein,21,20,20,20,20,21,20,20,20,20,20,19,19,19,18,18,18,18,18,18,18,17,16,16,18,18,18,18,18,18,18,18,18,18,18,17,16,15,15,15,13,13,13,13,13,13,13,13,14,14,14,14,14,14,0
