,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,michael_schumacher,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,webber,4,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,13,14,14,14,14,14,14,11,10,9,9,9,8,8,7,7,6,6,6,7,7,14,13,13,13,11,11,10,10,10,10,10,10,10,10,10,10,10,10,0
4,button,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,rosberg,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,liuzzi,7,9,9,9,10,11,12,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,kubica,8,7,7,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,11,12,12,12,13,13,13,10,9,8,8,8,6,6,5,5,14,14,14,15,14,13,14,14,14,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0
8,klien,9,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,7,7,7,7,6,6,13,13,13,13,13,13,13,13,12,12,12,12,11,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,11,11,11,0
9,rosa,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,coulthard,11,11,11,11,12,12,11,11,11,11,11,11,12,12,10,10,10,10,10,10,10,10,10,10,9,15,15,14,14,14,14,14,14,14,13,13,13,13,12,11,11,11,11,10,8,11,11,11,11,11,11,11,11,11,14,0,0,0
11,trulli,12,13,12,12,11,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,7,14,14,12,12,12,12,12,11,11,10,10,10,10,9,8,8,8,8,8,10,9,9,9,9,9,9,9,9,9,9,9,9,0
12,yamamoto,13,14,14,15,15,15,15,15,15,15,15,15,14,14,16,16,16,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,barrichello,14,12,13,13,13,13,13,12,12,12,12,12,11,11,9,9,9,9,9,9,9,9,9,9,8,7,6,10,10,10,9,9,8,8,7,7,7,6,6,6,6,6,6,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8
14,albers,15,15,15,14,14,14,14,14,14,14,14,14,13,13,15,15,15,15,15,15,15,15,15,16,16,13,12,11,11,11,11,11,10,10,9,9,9,9,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
15,ralf_schumacher,16,16,16,16,16,16,16,16,16,16,16,16,15,15,13,13,13,14,14,13,13,13,12,12,12,9,8,7,7,7,5,5,12,12,11,11,11,11,10,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16,fisichella,17,17,17,17,17,17,17,17,17,17,17,17,16,16,14,14,14,13,12,11,11,11,11,11,10,8,7,6,6,6,10,10,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
17,heidfeld,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,14,0,0
18,speed,19,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,12,11,15,15,15,15,15,15,15,15,15,15,14,13,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,13,13,13,0
19,raikkonen,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
