,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
6,66,13,massa,6,1,1,Finished,91826,181785.0,271578.0,361962.0,451953.0,541967.0,631630.0,721666.0,811161.0,900868.0,990423.0,1079510.0,1168780.0,1259833.0,1408481.0,1559638.0,1649991.0,1739574.0,1828950.0,1918364.0,2007433.0,2096301.0,2185300.0,2274484.0,2363171.0,2451896.0,2540748.0,2629207.0,2717765.0,2806633.0,2895215.0,2984078.0,3072830.0,3161873.0,3250299.0,3338527.0,3426719.0,3514842.0,3604140.0,3714028.0,3802997.0,3892631.0,3981825.0,4070944.0,4160728.0,4250763.0,4340376.0,4429821.0,4519900.0,4609377.0,4699319.0,4789361.0,4879102.0,4969302.0,5059360.0,5149763.0,5239889.0,5331082.0
18,66,30,michael_schumacher,6,3,1,Finished,92650,184334.0,274811.0,364886.0,455139.0,545219.0,635296.0,725082.0,814438.0,903764.0,992941.0,1081732.0,1170735.0,1261230.0,1411764.0,1561627.0,1653189.0,1743518.0,1833731.0,1923840.0,2013601.0,2103009.0,2192448.0,2282038.0,2371585.0,2461032.0,2550599.0,2644368.0,2733398.0,2822324.0,2911421.0,3000322.0,3089278.0,3177736.0,3265929.0,3354440.0,3442773.0,3531128.0,3619613.0,3708674.0,3796780.0,3885649.0,3974704.0,4082763.0,4172035.0,4261992.0,4352049.0,4441922.0,4531726.0,4623158.0,4712413.0,4802236.0,4891783.0,4981834.0,5069839.0,5158317.0,5247316.0,5336738.0
2,66,4,alonso,4,2,1,Finished,93139,184942.0,278089.0,369465.0,460236.0,550683.0,640792.0,731090.0,820801.0,910821.0,1000248.0,1089436.0,1179554.0,1271523.0,1410789.0,1560653.0,1651203.0,1741302.0,1831387.0,1921175.0,2010678.0,2100131.0,2189576.0,2278952.0,2368164.0,2457512.0,2546959.0,2635996.0,2724953.0,2813935.0,2902872.0,2991744.0,3080648.0,3169494.0,3257778.0,3346914.0,3435604.0,3523849.0,3612580.0,3722754.0,3812158.0,3901816.0,3991428.0,4081775.0,4171578.0,4261590.0,4351672.0,4441417.0,4531150.0,4622442.0,4711919.0,4801665.0,4891378.0,4980422.0,5068874.0,5157865.0,5246975.0,5336657.0
9,66,17,webber,3,10,11,+1 Lap,95750,188991.0,281589.0,374656.0,467102.0,559854.0,652052.0,744154.0,835757.0,927217.0,1018431.0,1109622.0,1200617.0,1293759.0,1419567.0,1567444.0,1660091.0,1752852.0,1846829.0,1939996.0,2032026.0,2123808.0,2215732.0,2307983.0,2399369.0,2490203.0,2580794.0,2671492.0,2762203.0,2852778.0,2944374.0,3035679.0,3126638.0,3217270.0,3307811.0,3398391.0,3488989.0,3580335.0,3672478.0,3790161.0,3881507.0,3972648.0,4063208.0,4153622.0,4244198.0,4335037.0,4425710.0,4516550.0,4607144.0,4697232.0,4787694.0,4878050.0,4969847.0,5060042.0,5151908.0,5242423.0,5333683.0,
10,66,18,button,11,4,1,Finished,96131,187771.0,279071.0,370544.0,461714.0,552935.0,643903.0,734767.0,825059.0,915174.0,1005534.0,1095031.0,1184875.0,1276038.0,1412205.0,1562562.0,1653779.0,1744820.0,1835405.0,1925888.0,2016453.0,2106372.0,2196644.0,2287210.0,2376963.0,2466787.0,2556447.0,2646168.0,2735700.0,2825593.0,2915193.0,3004459.0,3093483.0,3182598.0,3271440.0,3360344.0,3449084.0,3537665.0,3626867.0,3736870.0,3826178.0,3915741.0,4005474.0,4094852.0,4184337.0,4273955.0,4363358.0,4452550.0,4541849.0,4631409.0,4720374.0,4809231.0,4898187.0,4987052.0,5076114.0,5166296.0,5254942.0,5343416.0
1,66,3,rosberg,3,18,47,Water leak,97502,190755.0,283436.0,376781.0,469883.0,562855.0,654977.0,747485.0,839418.0,931310.0,1023141.0,1114356.0,1205686.0,1301583.0,1413174.0,1563288.0,1655535.0,1746527.0,1837318.0,1927786.0,2017857.0,2108832.0,2198954.0,2289742.0,2389704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,66,24,liuzzi,5,20,20,Spun off,99058,194438.0,288098.0,381741.0,476020.0,570896.0,664965.0,758656.0,851721.0,944315.0,1036641.0,1128789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,66,9,kubica,2,12,11,+1 Lap,99313,191945.0,283939.0,376251.0,468042.0,560389.0,652403.0,744710.0,837826.0,929340.0,1020753.0,1111938.0,1202836.0,1300034.0,1420853.0,1567896.0,1660308.0,1753124.0,1845654.0,1938397.0,2030767.0,2122640.0,2215125.0,2306455.0,2397857.0,2488517.0,2578894.0,2669076.0,2758910.0,2848908.0,2938947.0,3029171.0,3119160.0,3208883.0,3320965.0,3413618.0,3506165.0,3599962.0,3693677.0,3789752.0,3882143.0,3974869.0,4067021.0,4158432.0,4250322.0,4343134.0,4434482.0,4525874.0,4617174.0,4708154.0,4799608.0,4892627.0,4984147.0,5074892.0,5165853.0,5257978.0,5349330.0,
19,66,32,klien,9,11,11,+1 Lap,99770,193254.0,286670.0,379400.0,471996.0,565394.0,657995.0,750169.0,842193.0,933924.0,1025759.0,1117250.0,1209040.0,1304955.0,1414335.0,1564477.0,1657294.0,1749028.0,1839955.0,1930855.0,2022791.0,2113656.0,2204175.0,2294456.0,2384734.0,2474759.0,2585456.0,2678864.0,2770484.0,2861954.0,2953505.0,3044777.0,3137105.0,3228018.0,3318797.0,3409850.0,3500750.0,3592244.0,3683100.0,3773634.0,3863743.0,3954955.0,4045380.0,4155152.0,4246312.0,4337145.0,4428207.0,4520463.0,4611629.0,4702651.0,4793668.0,4884395.0,4974753.0,5065115.0,5155581.0,5248257.0,5341283.0,
20,66,37,rosa,1,5,1,Finished,100892,194969.0,288728.0,382426.0,475526.0,568407.0,660683.0,752506.0,844172.0,935759.0,1026786.0,1118461.0,1209915.0,1308231.0,1415009.0,1565243.0,1657669.0,1749553.0,1840701.0,1931484.0,2022032.0,2111733.0,2201580.0,2291490.0,2381523.0,2470834.0,2559948.0,2649324.0,2738739.0,2828892.0,2943746.0,3034874.0,3125638.0,3216423.0,3307008.0,3397723.0,3488141.0,3578692.0,3669418.0,3759976.0,3850131.0,3940891.0,4031491.0,4121626.0,4212289.0,4302543.0,4392557.0,4482558.0,4572783.0,4662879.0,4752324.0,4841942.0,4931163.0,5020122.0,5109171.0,5198331.0,5287390.0,5376990.0
