,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,ralf_schumacher,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,montoya,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,barrichello,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,michael_schumacher,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,raikkonen,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,irvine,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
6,mcnish,7,7,7,7,6,6,6,6,6,6,6,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,salo,8,8,8,8,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,4,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
8,panis,9,9,9,9,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,11,11,11,10,10,9,9,9,9,9,8,7,7,7,5,5,5,4,4,3,3,4,6,6,6,6,6,6,6,6,6,6,6,6
9,villeneuve,10,11,12,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,9,9,9,8,8,7,7,7,7,7,6,5,5,5,6,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,heidfeld,11,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,10,13,13,12,12,11,11,10,10,10,10,10,9,8,8,8,7,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11,trulli,12,12,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,7,7,8,12,12,12,12,12,12,12,11,10,10,10,8,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
12,massa,13,14,14,14,13,13,13,13,13,13,13,13,12,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,button,14,13,13,12,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,8,8,7,7,7,11,11,11,11,11,10,9,9,9,9,8,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
14,rosa,15,15,15,15,14,14,14,14,14,14,14,14,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,fisichella,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,13,12,12,11,10,10,10,9,9,8,8,8,8,8,7,6,6,6,4,4,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16,sato,17,17,17,17,16,16,16,16,16,18,18,18,17,17,17,16,15,15,15,15,14,14,14,14,14,14,14,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
17,webber,18,19,18,18,17,17,17,17,17,16,16,16,15,15,15,14,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,yoong,19,18,19,19,18,18,18,18,18,17,17,17,16,16,16,15,14,14,14,14,13,13,13,13,13,13,13,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0
