,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,122,8,raikkonen,1,2,1,Finished,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19298.0,9404.0,10797.0,9885.0,4784.0,8894.0,9608.0,10658.0,11192.0,11746.0,13364.0,13424.0,12899.0,12296.0,11792.0,11303.0,12089.0,12613.0,13032.0,13748.0,17942.0,19817.0,49631.0,57566.0,57908.0,57929.0,57953.0,57531.0,57339.0,40409.0,18219.0,17965.0,18291.0,18972.0,19037.0,19841.0,20217.0,20867.0,21288.0,21318.0,22225.0,22245.0,22293.0,22897.0,22861.0,22879.0,23110.0,23434.0,22066.0,21741.0,21438.0,20639.0,19989.0,19670.0,18258.0
1,122,44,panis,7,17,3,Accident,1614,2489,3650.0,3725.0,5403.0,41510.0,51370.0,60247.0,71864.0,113571.0,119867.0,121029.0,122358.0,124485.0,126823.0,129487.0,169534.0,180323.0,181495.0,173362.0,172453.0,137045.0,126126.0,131170.0,166288.0,180157.0,184325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,122,23,ralf_schumacher,3,19,3,Accident,2117,2656,2796.0,2225.0,1405.0,2404.0,3283.0,3415.0,3698.0,2873.0,2091.0,1882.0,1290.0,1064.0,26254.0,30715.0,31705.0,32533.0,24019.0,9217.0,10661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,122,30,michael_schumacher,6,1,1,Finished,3338,3724,4107.0,3811.0,4030.0,6845.0,9654.0,10871.0,11741.0,11296.0,11037.0,11111.0,10337.0,9973.0,9778.0,9543.0,10705.0,10259.0,0.0,9281.0,56288.0,25151.0,10430.0,11961.0,13441.0,13676.0,12326.0,10851.0,10055.0,8886.0,7712.0,5881.0,6522.0,4265.0,3454.0,1556.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,122,22,barrichello,6,20,4,Collision,4109,5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,122,14,coulthard,1,14,6,Gearbox,4281,4808,5155.0,5745.0,6021.0,6904.0,6538.0,6456.0,7061.0,6783.0,6655.0,6486.0,6467.0,6685.0,9103.0,9316.0,36281.0,41828.0,32853.0,17674.0,22007.0,0.0,6159.0,31240.0,49329.0,68080.0,86156.0,103402.0,121667.0,171596.0,191315.0,203360.0,213465.0,220735.0,241519.0,256210.0,257659.0,257372.0,258248.0,257261.0,255299.0,250666.0,247576.0,246401.0,244948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,122,31,montoya,3,6,11,+1 Lap,4524,5489,7251.0,6497.0,6476.0,7322.0,8514.0,7725.0,7703.0,7266.0,7063.0,7734.0,7276.0,6971.0,7000.0,6607.0,38604.0,44731.0,35860.0,20354.0,27590.0,21267.0,71484.0,82030.0,83864.0,86335.0,88656.0,90687.0,93323.0,95111.0,97156.0,98964.0,109640.0,115644.0,120989.0,128090.0,135121.0,165400.0,181729.0,184688.0,184528.0,181086.0,178431.0,177807.0,176671.0,175348.0,173538.0,155964.0,132943.0,131940.0,131625.0,131579.0,131489.0,131124.0,130809.0,130368.0,130057.0,129919.0,129369.0,128956.0,127847.0,127591.0,127923.0,127740.0,127496.0,128773.0,129184.0,130753.0,133852.0,135809.0,138832.0,142443.0,
7,122,4,alonso,4,15,5,Engine,5275,6351,5954.0,6030.0,5612.0,7535.0,9534.0,8894.0,8802.0,7754.0,7612.0,8217.0,7986.0,7764.0,8012.0,7531.0,7376.0,30272.0,26356.0,9982.0,11093.0,12688.0,7418.0,11022.0,12986.0,16245.0,18297.0,18215.0,18616.0,18607.0,19045.0,19668.0,23006.0,28972.0,36998.0,68719.0,89879.0,95731.0,99360.0,102926.0,103286.0,100868.0,99323.0,97772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,122,15,trulli,4,4,1,Finished,5627,6568,6927.0,7373.0,7390.0,8854.0,10657.0,10942.0,11949.0,11827.0,11434.0,11880.0,11760.0,11576.0,11546.0,11237.0,11605.0,11448.0,2646.0,12157.0,35570.0,45794.0,43495.0,47421.0,49618.0,51067.0,51871.0,51535.0,51005.0,50733.0,50474.0,49900.0,49457.0,47678.0,47998.0,47438.0,48740.0,50634.0,53555.0,56004.0,57845.0,82117.0,90147.0,90545.0,90329.0,90925.0,91630.0,76078.0,54721.0,53736.0,53370.0,53320.0,53168.0,53613.0,53608.0,53517.0,53376.0,53321.0,52397.0,51606.0,50596.0,49902.0,50511.0,50738.0,50710.0,52183.0,51600.0,51520.0,51205.0,50475.0,49739.0,49442.0,48329.0
9,122,43,matta,7,9,12,+2 Laps,6475,8272,9078.0,9371.0,9858.0,10476.0,38162.0,54167.0,63452.0,72209.0,108524.0,114977.0,115961.0,117385.0,118992.0,120864.0,123627.0,126147.0,119677.0,141284.0,147534.0,113675.0,102320.0,104213.0,104202.0,105768.0,106748.0,109424.0,113582.0,116491.0,120767.0,164388.0,173932.0,173915.0,173831.0,175481.0,176922.0,179667.0,184874.0,215752.0,226887.0,224133.0,222915.0,222280.0,221899.0,236912.0,243311.0,225797.0,203478.0,203354.0,205276.0,206927.0,207014.0,207392.0,207488.0,207988.0,208586.0,209237.0,210001.0,210908.0,210870.0,211890.0,212596.0,214038.0,215264.0,216406.0,216385.0,216927.0,217895.0,218362.0,219306.0,,
10,122,18,button,16,16,5,Engine,6891,8876,10213.0,10525.0,10720.0,11429.0,13813.0,15879.0,17337.0,17547.0,18286.0,19309.0,20386.0,21652.0,22799.0,23690.0,24663.0,25203.0,16560.0,1100.0,41387.0,12118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,1743.0,1909.0,2583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
