,0,1,2
0,817,9,1:14.759
1,830,9,1:14.785
2,1,131,1:14.894
3,20,6,1:14.970
4,822,131,1:15.160
5,8,6,1:15.330
6,807,4,1:15.827
7,832,4,1:16.084
8,844,15,1:16.189
9,828,15,1:16.513
10,839,10,1:16.252
11,815,10,1:16.242
12,843,5,1:16.682
13,842,5,1:16.828
14,154,210,1:16.911
15,838,1,1:16.966
16,825,210,1:17.599
17,840,3,1:17.689
18,845,3,1:17.886
19,4,1,1:16.857
