,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,raikkonen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,alonso,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,ralf_schumacher,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,9,9,9,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,webber,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,10,10,10,10,10,10,10,10,10,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,9,9,8,8,8,8,8,8,7,6,6,6,6,5,5,5,5,5,5,5,6,6,6
4,trulli,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,8,8,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5,fisichella,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,3,11,11,11,11,11,10,10,10,10,10,10,9,8,8,7,7,6,6,6,6,6,6,6,5,5,5
6,michael_schumacher,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,5,5,4,3,2,2,2,4,4,4,4,4,4,4,4,3,3,3,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,montoya,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,4,4,3,4,5,12,11,11,11,10,10,10,10,10,10,9,9,9,8,7,7,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,7,7,7,7,0
8,coulthard,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,6,6,12,12,11,10,9,9,9,8,8,8,8,8,8,7,7,7,6,5,5,5,5,5,5,6,10,9,9,9,8,8,8,8,8,8,8,8,8,8,0
9,massa,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,7,7,13,13,12,11,10,10,10,9,9,9,9,9,9,8,8,8,7,6,6,6,6,6,6,5,6,11,11,11,11,11,11,11,11,11,11,11,0,0,0
10,villeneuve,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,heidfeld,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,11,13,13,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,7,7,8,10,10,10,10,10,10,10,10,10,10,0
12,liuzzi,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,barrichello,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,10,10,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,0
14,karthikeyan,15,15,15,15,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0
15,monteiro,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0
16,albers,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
