,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
7,898,20,vettel,9,1,1,Finished,114040,275139,435659,591689,695939,800036,904194,1008324,1112439,1216251,1320146,1424093,1527994,1632004,1735684,1839310,1942657,2046173,2149425,2252724,2356108,2459639,2563172,2666570,2770452,2874494,2979585,3102376,3204862,3307572,3410253,3512944,3615617,3718342,3820565,3923554,4026733,4129124,4231350,4332452,4434557,4536743,4638747,4740904,4842832,4944792,5046867,5148607,5250563,5351480,5452570,5553564,5654842,5754698,5855378.0,5957148.0
8,898,154,grosjean,208,2,1,Finished,115731,276747,436783,592666,697925,802508,907102,1011798,1116027,1220148,1324369,1428523,1532748,1637233,1741337,1845614,1949580,2053600,2157247,2261028,2364355,2468064,2571402,2674696,2778394,2881843,2985571,3089634,3194141,3317483,3420276,3523284,3626059,3728731,3831277,3933602,4036202,4138675,4240573,4342937,4444966,4547385,4649418,4751432,4853314,4954783,5056109,5157341,5258338,5359348,5460123,5560568,5661177,5762090,5862856.0,5963432.0
0,898,1,hamilton,131,4,1,Finished,116522,278926,439366,593328,699211,804487,909224,1014191,1119507,1224138,1328873,1433393,1539244,1644912,1749826,1854613,1959061,2063832,2167891,2272105,2376404,2480507,2584687,2688687,2793585,2916743,3020204,3123888,3227233,3330296,3433311,3536333,3638726,3741508,3844267,3947181,4049804,4152175,4254435,4356807,4459337,4561408,4663530,4765512,4867944,4970264,5071694,5173632,5274498,5375316,5476552,5577779,5678843,5780198,5882021.0,5984506.0
5,898,17,webber,9,3,1,Finished,118515,280310,440885,593777,699872,805165,909959,1015524,1120981,1226002,1330002,1434029,1537978,1642559,1746369,1850581,1954740,2058761,2162243,2266574,2370434,2473914,2577288,2680075,2783299,2886723,2990162,3094677,3217216,3319684,3422312,3524478,3627080,3729639,3833345,3936617,4038300,4140259,4242391,4344437,4447357,4549385,4651585,4753708,4855130,4955840,5056891,5158124,5259196,5360181,5460985,5561576,5662924,5763784,5864412.0,5965544.0
9,898,807,hulkenberg,15,6,1,Finished,119320,280952,441535,594420,701012,806690,912196,1017570,1123148,1228429,1333546,1438447,1543196,1648120,1752800,1857387,1962159,2066765,2171466,2275638,2379679,2483969,2588187,2691951,2795690,2899273,3002993,3126039,3228844,3331836,3434982,3537910,3640592,3743446,3846079,3948764,4051586,4154077,4256282,4358690,4461269,4563457,4665519,4767824,4870780,4972553,5074262,5176256,5277993,5379179,5480673,5581771,5683109,5784061,5885411.0,5987548.0
12,898,815,perez,1,7,1,Finished,120175,281232,443181,594929,701625,807682,913000,1018365,1123879,1229163,1334448,1439445,1544388,1649223,1753928,1858863,1963815,2068404,2173033,2277692,2382328,2487896,2611261,2714503,2819234,2923159,3027472,3130932,3234944,3339033,3442180,3544937,3648063,3750666,3853117,3955860,4058299,4160897,4263202,4365509,4468072,4570487,4672431,4774387,4876494,4978384,5080214,5182269,5284371,5386960,5489973,5592724,5694958,5797304,5900307.0,6003840.0
2,898,4,alonso,6,5,1,Finished,121148,282376,443908,595538,702124,808503,913764,1018950,1124504,1229695,1335280,1440157,1546566,1651923,1756801,1861703,1966006,2070413,2174623,2278774,2382920,2488095,2591905,2695500,2799435,2903749,3026089,3129812,3232971,3336092,3438969,3541886,3644922,3747677,3850308,3952745,4055166,4157239,4258939,4360490,4462590,4564662,4666388,4768319,4869913,4971455,5072865,5174858,5276539,5377918,5479315,5580501,5681836,5783186,5884975.0,5986740.0
18,898,822,bottas,3,8,1,Finished,121697,283428,444802,596335,703148,809347,914988,1020555,1126294,1231636,1337097,1442383,1547626,1653006,1757708,1862733,1967009,2071453,2175994,2280781,2385068,2489821,2594443,2718395,2821790,2925483,3030326,3134048,3238390,3342365,3446426,3550196,3653870,3758478,3862637,3966635,4070821,4174863,4277866,4381116,4484188,4586885,4689465,4791885,4893929,4995878,5097409,5198910,5299748,5401214,5502865,5604347,5706138,5806630,5909343.0,6011657.0
11,898,814,resta,10,16,1,Finished,122510,284705,446182,596992,703875,810386,916234,1022057,1127976,1233605,1339270,1444771,1550232,1655644,1760967,1866506,1971804,2076964,2182065,2287176,2392160,2497710,2623059,2727141,2831831,2936011,3040408,3145156,3249068,3353513,3457689,3561729,3666933,3770920,3874607,3978602,4082094,4185639,4289218,4392705,4496070,4598927,4701774,4806689,4909430,5011764,5114800,5218008,5321933,5444378,5545862,5647374,5748967,5850115,5951456.0,6054001.0
13,898,817,ricciardo,5,11,1,Finished,123808,285764,447271,597591,704584,811167,917051,1022842,1128834,1234393,1340213,1445772,1551504,1657071,1762571,1867832,1973237,2078301,2184871,2289966,2394919,2499906,2624539,2728631,2833155,2937561,3042742,3147750,3251981,3356028,3460183,3563776,3667820,3772001,3876198,3980378,4083892,4187255,4290240,4393307,4496723,4599766,4702359,4805232,4907351,5009742,5112355,5214936,5317543,5419892,5522085,5624392,5726799,5830494,5935037.0,6038152.0
