,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,sainz,1,1,1,1,1,1,1,1,1,1,1,1,2,3,13,11,11,11,11,11,11,11,10,10,10,9,6,6,6,7,7,7,6,6,6,5,3,3,3,3,3,3,3,3,3,3,4,7,8,6,3,3,3
1,norris,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,7
2,russell,3,3,3,3,3,3,3,3,3,3,3,3,6,15,15,13,13,13,13,13,13,13,12,12,12,13,11,12,11,11,11,11,11,10,10,9,9,9,9,9,9,10,10,10,10,11,13,14,13,11,10,10,10
3,stroll,4,4,4,4,4,4,4,4,4,4,4,7,15,14,14,12,12,12,12,12,12,12,11,11,11,11,8,7,8,8,9,10,9,9,9,8,8,8,8,8,8,8,8,9,9,9,10,12,16,13,11,11,11
4,ricciardo,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,2,2,2,6,14,13,13,12,10,9,9,9,8,8,7,7,7,6,4,4,4,4,4,4,4,5,5,5,6,8,9,8,5,4,4
5,alonso,6,7,8,8,8,8,8,8,8,8,8,8,7,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,4,7,6,6,6,6,6,6,6,6,6,5,4,3,5,7,6,6
6,hamilton,7,6,6,6,6,6,6,6,6,6,6,5,4,4,3,3,3,3,3,3,3,2,2,2,2,4,9,8,7,5,5,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
7,perez,8,8,7,7,7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,4,3,3,4,7,9,9,9
8,ocon,9,9,9,9,9,9,9,9,9,9,9,9,8,7,8,15,15,15,15,15,15,14,13,14,14,14,13,13,12,12,12,12,12,11,11,10,10,10,10,11,11,11,11,12,12,12,11,10,11,15,15,14,0
9,raikkonen,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,16,16,16,16,16,16,16,16,15,15,15,14,14,13,13,13,13,13,12,12,11,11,11,11,12,12,12,13,13,13,13,15,15,14,10,8,7,8
10,vettel,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,8,8,8,8,8,8,8,7,7,7,10,16,16,14,14,14,14,14,13,13,12,12,12,13,13,13,13,12,11,11,10,9,9,6,12,12,12,0
11,leclerc,12,12,12,12,12,12,12,12,12,13,13,13,12,10,7,7,7,7,7,7,7,7,6,6,6,5,4,4,3,3,3,3,3,4,5,13,13,13,12,10,10,9,9,8,8,8,8,5,5,4,13,15,0
12,mazepin,13,13,14,16,16,16,16,16,16,16,16,16,17,17,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,0,0
13,gasly,14,14,13,13,13,13,13,14,14,14,14,14,13,12,11,9,9,9,9,9,9,9,8,8,8,7,5,5,5,6,6,6,10,16,15,15,15,15,15,15,15,15,15,15,15,15,12,11,10,14,14,13,0
14,bottas,15,15,15,14,14,15,15,15,15,15,15,15,14,13,12,10,10,10,10,10,10,10,9,9,9,8,7,10,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,12,9,6,5,5
15,latifi,16,17,17,17,17,17,17,17,17,17,18,18,19,19,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,17,0,0,0,0,0,0
16,max_verstappen,17,16,16,15,15,14,14,13,13,12,12,12,10,9,6,6,6,6,6,6,6,5,5,5,5,6,12,11,10,10,10,9,8,8,8,7,6,7,7,7,7,7,7,7,7,7,7,6,7,3,2,2,2
17,mick_schumacher,18,19,19,19,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,giovinazzi,19,18,18,18,18,18,18,18,18,18,17,17,16,16,16,14,14,14,14,14,14,15,15,16,16,16,15,15,15,15,16,16,16,15,16,16,17,17,17,17,17,17,17,17,17,17,16,16,15,16,16,16,0
