,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,959,1,hamilton,131,1,1,Finished,84418,165139,246219,327431,408622,489819,570552,651329,731847,812413,893180,973645,1054249,1138183,1232829,1313360,1394000,1474367,1554977,1635955,1716890,1797598,1878838,1959862,2040859,2121595,2202375,2283733,2365100,2445875,2526484,2607324,2688177,2772311,2867142,2947534,3026986.0,3106702.0,3186761.0,3266700.0,3346508.0,3426366.0,3506866.0,3587314.0,3667246.0,3747394.0,3830421.0,3924761.0,4006010.0,4086309.0,4165780.0,4244526.0,4323333.0,4402939.0,4483044.0,4562417.0,4641644.0,4721329.0,4800880.0,4880754.0,4960889.0,5040457.0,5120348.0,5200656.0,5281319.0,5361846.0,5444200.0
16,959,830,max_verstappen,9,3,1,Finished,85752,166680,248092,329446,410753,491985,573267,654566,735652,817272,901919,997035,1077662,1158082,1238838,1319356,1400055,1481093,1561906,1642833,1723823,1804761,1885695,1966762,2048054,2129919,2211040,2295281,2391771,2472306,2552913,2633589,2714248,2795539,2876183,2956825,3037107.0,3117398.0,3197524.0,3279006.0,3359416.0,3440068.0,3520618.0,3601450.0,3685504.0,3778911.0,3857821.0,3937083.0,4016652.0,4096121.0,4175040.0,4254892.0,4334343.0,4413496.0,4492923.0,4571960.0,4651200.0,4730804.0,4810558.0,4890221.0,4969831.0,5049572.0,5129986.0,5211437.0,5292784.0,5374324.0,5457613.0
10,959,817,ricciardo,9,2,1,Finished,87031,168630,249976,331346,412519,493630,574964,656118,737323,818832,900403,984575,1079010,1159442,1240148,1320882,1401657,1482353,1563235,1644141,1725189,1806630,1887867,1969016,2050101,2131820,2213048,2294475,2375849,2457358,2538722,2620220,2705228,2799141,2878825,2958506,3038375.0,3118233.0,3198201.0,3277306.0,3357021.0,3437133.0,3517583.0,3598702.0,3679125.0,3762891.0,3856846.0,3935288.0,4014571.0,4093254.0,4172142.0,4251717.0,4331306.0,4410502.0,4489541.0,4568861.0,4648568.0,4728446.0,4807873.0,4887240.0,4966677.0,5046488.0,5126973.0,5207051.0,5287845.0,5369217.0,5451196.0
1,959,3,rosberg,131,4,1,Finished,87655,169497,251288,332891,414327,495041,576067,657299,738473,820317,905070,1000409,1082231,1162446,1242810,1323007,1403394,1483998,1564829,1645901,1726670,1808056,1889078,1970190,2051485,2132885,2217670,2310647,2390853,2471211,2551596,2632537,2712803,2792993,2872904,2953083,3033789.0,3113962.0,3194156.0,3274296.0,3354658.0,3435757.0,3516833.0,3601534.0,3704422.0,3783829.0,3863029.0,3942449.0,4021821.0,4101141.0,4180263.0,4259719.0,4339174.0,4419285.0,4498759.0,4578031.0,4657303.0,4736671.0,4816489.0,4896577.0,4976668.0,5056468.0,5136126.0,5216035.0,5297132.0,5378198.0,5460045.0
6,959,20,vettel,6,5,1,Finished,88429,170390,252144,333901,415526,496886,578104,659507,740911,822519,904273,985846,1070730,1166493,1247050,1327704,1408089,1488756,1569682,1650735,1731647,1812686,1893704,1974803,2056484,2137989,2219604,2301712,2384121,2465855,2551051,2646139,2726654,2807245,2887659,2968080,3048109.0,3128444.0,3208264.0,3288246.0,3368402.0,3448911.0,3529410.0,3609704.0,3690207.0,3774074.0,3867690.0,3946400.0,4025783.0,4105429.0,4185201.0,4264875.0,4344579.0,4424725.0,4504758.0,4585326.0,4665172.0,4745047.0,4825497.0,4906045.0,4986343.0,5066672.0,5146934.0,5227296.0,5307919.0,5388636.0,5476770.0
3,959,8,raikkonen,6,6,1,Finished,89118,171200,252928,334664,416284,497937,579353,660863,742388,824032,905851,987720,1069689,1154319,1252080,1332364,1412918,1493439,1574321,1655291,1736196,1817345,1898494,1979562,2060877,2142206,2223758,2305440,2387185,2468726,2550283,2635431,2731332,2811398,2891907,2971479,3051472.0,3131325.0,3211567.0,3291952.0,3372031.0,3452437.0,3533022.0,3613687.0,3694365.0,3775369.0,3859901.0,3954989.0,4034872.0,4114739.0,4194526.0,4274442.0,4354145.0,4433946.0,4514510.0,4594637.0,4674996.0,4755277.0,4836099.0,4916794.0,4997252.0,5077688.0,5158048.0,5238173.0,5318454.0,5399792.0,5481223.0
12,959,822,bottas,3,9,11,+1 Lap,89735,172287,254376,336417,418295,500351,582367,664340,746426,828764,911351,996730,1091677,1172941,1254908,1336714,1418490,1500100,1581693,1663433,1745321,1827046,1908872,1990606,2072529,2154410,2236822,2318822,2400828,2483092,2564994,2648552,2734257,2829604,2910303,2990745,3071393.0,3151856.0,3232422.0,3312913.0,3393484.0,3474472.0,3555323.0,3636796.0,3717917.0,3798965.0,3880013.0,3961493.0,4042898.0,4124182.0,4205940.0,4287702.0,4369534.0,4451235.0,4533315.0,4615299.0,4697209.0,4779338.0,4861523.0,4944200.0,5028867.0,5112631.0,5197820.0,5283826.0,5370517.0,5456921.0,
8,959,807,hulkenberg,10,7,1,Finished,90129,173031,255185,337374,419373,501658,583885,666126,748474,830868,913317,998868,1094905,1176284,1258242,1340060,1422199,1504176,1585830,1667610,1749230,1831031,1912998,1994766,2076344,2158173,2239989,2322040,2404238,2486206,2568319,2653572,2747865,2828045,2908431,2989128,3069785.0,3150533.0,3231059.0,3311688.0,3392585.0,3473574.0,3554463.0,3638761.0,3734076.0,3814132.0,3895023.0,3976074.0,4056836.0,4138037.0,4218997.0,4299370.0,4379929.0,4460684.0,4541431.0,4622188.0,4703468.0,4784066.0,4864804.0,4945646.0,5026905.0,5108063.0,5188942.0,5270016.0,5350597.0,5431439.0,5514249.0
5,959,18,button,1,8,11,+1 Lap,90628,173701,256120,338327,420583,502903,585241,667761,750236,832957,915780,999096,1085183,1180814,1262343,1344043,1426809,1508307,1590165,1671912,1753921,1836070,1918040,2000088,2082329,2164534,2246894,2329170,2411389,2493575,2578667,2673514,2754225,2835071,2916013,2996945,3078174.0,3159117.0,3240453.0,3321507.0,3402782.0,3484096.0,3565507.0,3647014.0,3728750.0,3813516.0,3908026.0,3987807.0,4067745.0,4148541.0,4228885.0,4309416.0,4391284.0,4471868.0,4552448.0,4633020.0,4714007.0,4795047.0,4876161.0,4957376.0,5038925.0,5122084.0,5204008.0,5285650.0,5367417.0,5452170.0,
4,959,13,massa,3,22,22,Suspension,91170,174528,257012,339545,422214,506225,589474,672785,761390,857061,939041,1021834,1104547,1187276,1269678,1352141,1434836,1517491,1601679,1685099,1769533,1852754,1935822,2019051,2102594,2189157,2302536,2384723,2466614,2548501,2629977,2711626,2794944,2878076,2960833,3046693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
