,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,276318.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,277187.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2,278365.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
3,278973.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
4,280885.0,5,5,5,5,5,5,5,5,5,5,6,16,16,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
5,281354.0,6,6,6,6,6,6,6,6,6,6,5,5,5,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10
6,282922.0,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,4,4,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12
7,292902.0,8,17,17,17,16,14,14,14,13,13,13,12,12,11,11,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4
8,283528.0,9,8,8,8,8,8,8,8,8,8,8,7,7,6,6,5,5,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,6,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
9,284353.0,10,9,9,9,9,10,10,10,10,10,10,9,9,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,13,13,13,13,13,13,13,13
10,293717.0,11,18,18,18,18,17,16,15,15,15,15,14,14,13,13,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6
11,285370.0,12,10,10,10,10,9,9,9,9,9,9,8,8,7,7,6,6,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,6,5,5,5,5,5,5,5,5
12,286714.0,13,11,11,11,11,11,11,11,11,11,11,10,10,9,9,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11
13,287190.0,14,12,12,12,12,12,12,12,12,12,12,11,11,10,10,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,288116.0,15,13,13,13,13,13,13,13,14,14,14,13,13,12,12,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
15,289756.0,16,14,14,14,14,15,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
16,294481.0,17,19,19,19,19,18,18,17,16,16,16,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9
17,291266.0,18,15,15,15,15,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,0,0,0,0
18,292225.0,19,16,16,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
19,296455.0,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,0,0
20,295402.0,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,0,0
21,310588.0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,0,0
