,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
15,6,18,button,23,1,1,Finished,85353,164683,243277,321569,399291,476577,553253,630391,707397,784552,861697.0,940435.0,1019065.0,1096689.0,1174484.0,1252014.0,1345823.0,1427364.0,1504386.0,1581434.0,1658612.0,1735612.0,1812523.0,1889097.0,1965655.0,2042444.0,2119426.0,2195997.0,2272594.0,2349094.0,2425501.0,2501760.0,2577774.0,2653841.0,2729768.0,2805707.0,2882004.0,2957962.0,3033879.0,3109836.0,3185920.0,3262263.0,3338351.0,3414556.0,3490810.0,3567196.0,3642545.0,3717937.0,3793127.0,3868348.0,3959853.0,4041343.0,4118303.0,4195086.0,4271467.0,4348011.0,4424648.0,4500991.0,4577281.0,4654180.0,4730845.0,4807528.0,4884091.0,4961247.0,5038153.0,5114884.0,5191699.0,5268631.0,5345518.0,5422504.0,5499794.0,5576987.0,5653965.0,5730855.0,5808067.0,5885406.0,5962942.0,6044282.0
18,6,22,barrichello,23,2,1,Finished,86271,165788,244259,322803,400871,478281,555766,633240,710571,788797,867661.0,947978.0,1028091.0,1107606.0,1187074.0,1281788.0,1364631.0,1442903.0,1520449.0,1597726.0,1675153.0,1752222.0,1829153.0,1905862.0,1982381.0,2059038.0,2135512.0,2211664.0,2288230.0,2364485.0,2440584.0,2516691.0,2592511.0,2668477.0,2744613.0,2820555.0,2896750.0,2973228.0,3049163.0,3125541.0,3202411.0,3278508.0,3354284.0,3430174.0,3506041.0,3581726.0,3657455.0,3733818.0,3809534.0,3900427.0,3980193.0,4056322.0,4132489.0,4209150.0,4285325.0,4361493.0,4437887.0,4513646.0,4590328.0,4666999.0,4743644.0,4820833.0,4897353.0,4973782.0,5050832.0,5127480.0,5203975.0,5280581.0,5357321.0,5434480.0,5511025.0,5587762.0,5664671.0,5741595.0,5818676.0,5895848.0,5973386.0,6051948.0
7,6,8,raikkonen,6,3,1,Finished,87866,167779,246414,324819,402646,479924,557371,634646,712106,789842,868579.0,948261.0,1028717.0,1108109.0,1203900.0,1286429.0,1365734.0,1444079.0,1522233.0,1599661.0,1677276.0,1754577.0,1831754.0,1908657.0,1985422.0,2062376.0,2138886.0,2215300.0,2291720.0,2368083.0,2444034.0,2520256.0,2596326.0,2672209.0,2748055.0,2824186.0,2900174.0,2975980.0,3051940.0,3127882.0,3203848.0,3280492.0,3356455.0,3432141.0,3508693.0,3584607.0,3659989.0,3735805.0,3811737.0,3887459.0,3962994.0,4039029.0,4133871.0,4213283.0,4288913.0,4364379.0,4440962.0,4518359.0,4595393.0,4672391.0,4749937.0,4827048.0,4904184.0,4981126.0,5057723.0,5134269.0,5210729.0,5287122.0,5363980.0,5441145.0,5517492.0,5593810.0,5670532.0,5747144.0,5823897.0,5900470.0,5978020.0,6057724.0
16,6,20,vettel,9,18,3,Accident,88625,168900,248382,326875,406169,486047,567276,648031,729294,833348,917623.0,996971.0,1074721.0,1152602.0,1230236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6,13,massa,6,4,1,Finished,89744,169706,248934,327604,406574,486287,568290,648629,729737,811109,888615.0,966506.0,1042889.0,1119618.0,1196127.0,1272506.0,1349509.0,1428012.0,1505268.0,1599392.0,1680595.0,1758104.0,1835378.0,1912024.0,1988656.0,2065445.0,2142249.0,2218897.0,2295828.0,2372001.0,2447909.0,2523833.0,2599592.0,2675349.0,2751197.0,2827009.0,2903093.0,2978702.0,3054811.0,3130841.0,3206932.0,3283113.0,3359616.0,3435640.0,3511446.0,3587152.0,3662680.0,3738476.0,3814172.0,3889326.0,3965084.0,4041937.0,4119071.0,4196179.0,4272395.0,4364702.0,4444944.0,4521238.0,4597473.0,4674467.0,4751988.0,4828978.0,4906089.0,4982706.0,5059359.0,5135552.0,5211775.0,5288271.0,5365102.0,5442864.0,5519375.0,5595864.0,5672465.0,5749196.0,5825885.0,5903037.0,5980691.0,6059392.0
2,6,3,rosberg,3,6,1,Finished,90344,170775,249782,328683,407586,487004,567468,648145,729384,810559,887618.0,964803.0,1041422.0,1117795.0,1194114.0,1270301.0,1347607.0,1442479.0,1525807.0,1604104.0,1682634.0,1760314.0,1839472.0,1917633.0,1995450.0,2072875.0,2149753.0,2226697.0,2303619.0,2380675.0,2457502.0,2534199.0,2610634.0,2687088.0,2763617.0,2840359.0,2916747.0,2993022.0,3069447.0,3145923.0,3222003.0,3298258.0,3374827.0,3451629.0,3528456.0,3604703.0,3680575.0,3756347.0,3832184.0,3908469.0,3984586.0,4060970.0,4138649.0,4215576.0,4292105.0,4368104.0,4446309.0,4523090.0,4599451.0,4675888.0,4754455.0,4830886.0,4907448.0,4984160.0,5076893.0,5156702.0,5233188.0,5309771.0,5386107.0,5462380.0,5539084.0,5615928.0,5693141.0,5770598.0,5847150.0,5924084.0,6000439.0,6077868.0
4,6,5,kovalainen,1,16,3,Accident,91164,171997,251256,329945,408611,487707,568662,649287,730524,812405,890629.0,969236.0,1046843.0,1123959.0,1200859.0,1277845.0,1355979.0,1432559.0,1509408.0,1586137.0,1680856.0,1763130.0,1840984.0,1919179.0,1996634.0,2074211.0,2152639.0,2230027.0,2307040.0,2383726.0,2460684.0,2536979.0,2613615.0,2690024.0,2766375.0,2842601.0,2918963.0,2995289.0,3071279.0,3147318.0,3223552.0,3299801.0,3376053.0,3452651.0,3529396.0,3605912.0,3681843.0,3757515.0,3833391.0,3909539.0,3985544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6,17,webber,9,5,1,Finished,92134,172797,252245,330846,409395,488808,569593,650068,731279,814449,892482.0,971019.0,1048598.0,1125774.0,1202763.0,1279624.0,1357379.0,1434173.0,1510753.0,1587258.0,1663854.0,1756628.0,1838224.0,1915485.0,1992498.0,2069073.0,2145668.0,2222421.0,2299067.0,2375341.0,2451523.0,2527689.0,2603880.0,2679729.0,2755528.0,2831619.0,2907443.0,2983491.0,3059261.0,3135286.0,3211597.0,3287164.0,3363754.0,3440068.0,3515389.0,3590803.0,3666455.0,3742280.0,3817649.0,3893550.0,3970235.0,4045861.0,4122785.0,4199239.0,4275036.0,4366705.0,4447927.0,4525315.0,4602240.0,4678819.0,4756025.0,4833708.0,4910217.0,4986393.0,5062994.0,5138835.0,5216163.0,5292327.0,5368200.0,5446678.0,5522830.0,5599495.0,5676053.0,5752756.0,5829013.0,5905987.0,5982943.0,6060012.0
3,6,4,alonso,4,7,1,Finished,92730,173873,253781,332424,410807,489481,570110,650692,731904,814910,894493.0,973676.0,1051449.0,1129577.0,1207426.0,1287169.0,1366765.0,1445006.0,1523378.0,1600898.0,1678343.0,1755953.0,1832900.0,1909824.0,1986611.0,2063866.0,2140490.0,2234336.0,2316225.0,2394167.0,2471831.0,2549016.0,2626356.0,2703216.0,2780470.0,2857670.0,2934902.0,3011829.0,3088521.0,3165404.0,3242144.0,3318886.0,3395704.0,3472613.0,3549134.0,3625831.0,3702827.0,3779309.0,3855765.0,3932230.0,4009774.0,4086468.0,4162822.0,4238231.0,4313675.0,4389382.0,4465084.0,4540880.0,4617157.0,4693265.0,4768897.0,4844408.0,4920140.0,4995511.0,5071042.0,5160767.0,5241479.0,5317683.0,5393901.0,5470935.0,5546991.0,5622842.0,5698567.0,5774248.0,5850165.0,5926782.0,6002324.0,6082121.0
5,6,6,nakajima,3,15,3,Accident,93830,175097,255315,334604,413308,491867,571444,651641,732670,815636,895339.0,975363.0,1053857.0,1132182.0,1210385.0,1289102.0,1368960.0,1447340.0,1526506.0,1605529.0,1684213.0,1764123.0,1842536.0,1920667.0,1998615.0,2076172.0,2153992.0,2231665.0,2309002.0,2386162.0,2463125.0,2539886.0,2616313.0,2693120.0,2788099.0,2869661.0,2947079.0,3023928.0,3100769.0,3177737.0,3254531.0,3331186.0,3407782.0,3484164.0,3560503.0,3636744.0,3712861.0,3790236.0,3866377.0,3946198.0,4025171.0,4103692.0,4183219.0,4260941.0,4338625.0,4415777.0,4492800.0,4569755.0,4646424.0,4723041.0,4799758.0,4876563.0,4953380.0,5030634.0,5107711.0,5184540.0,5261771.0,5338597.0,5415467.0,5492575.0,5584547.0,5667052.0,5742844.0,5819763.0,5896674.0,5977442.0,,
