,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,6,18,button,23,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,22,barrichello,23,2,1,Finished,918,1105,982,1234,1580,1704,2513,2849,3174,4245,5964.0,7543.0,9026.0,10917.0,12590.0,29774.0,18808.0,15539.0,16063.0,16292.0,16541.0,16610.0,16630.0,16765.0,16726.0,16594.0,16086.0,15667.0,15636.0,15391.0,15083.0,14931.0,14737.0,14636.0,14845.0,14848.0,14746.0,15266.0,15284.0,15705.0,16491.0,16245.0,15933.0,15618.0,15231.0,14530.0,14910.0,15881.0,16407.0,32079.0,20340.0,17293.0,14186.0,14064.0,13858.0,13482.0,13239.0,12655.0,13047.0,12819.0,12799.0,13305.0,13262.0,12535.0,12679.0,12596.0,12276.0,11950.0,11803.0,11976.0,11231.0,10775.0,10706.0,10740.0,10609.0,10442.0,10444.0,7666.0
2,6,8,raikkonen,6,3,1,Finished,2513,3096,3137,3250,3355,3347,4118,4255,4709,5290,6882.0,7826.0,9652.0,11420.0,29416.0,34415.0,19911.0,16715.0,17847.0,18227.0,18664.0,18965.0,19231.0,19560.0,19767.0,19932.0,19460.0,19303.0,19126.0,18989.0,18533.0,18496.0,18552.0,18368.0,18287.0,18479.0,18170.0,18018.0,18061.0,18046.0,17928.0,18229.0,18104.0,17585.0,17883.0,17411.0,17444.0,17868.0,18610.0,19111.0,3141.0,0.0,15568.0,18197.0,17446.0,16368.0,16314.0,17368.0,18112.0,18211.0,19092.0,19520.0,20093.0,19879.0,19570.0,19385.0,19030.0,18491.0,18462.0,18641.0,17698.0,16823.0,16567.0,16289.0,15830.0,15064.0,15078.0,13442.0
3,6,20,vettel,9,18,3,Accident,3272,4217,5105,5306,6878,9470,14023,17640,21897,48796,55926.0,56536.0,55656.0,55913.0,55752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,13,massa,6,4,1,Finished,4391,5023,5657,6035,7283,9710,15037,18238,22340,26557,26918.0,26071.0,23824.0,22929.0,21643.0,20492.0,3686.0,648.0,882.0,17958.0,21983.0,22492.0,22855.0,22927.0,23001.0,23001.0,22823.0,22900.0,23234.0,22907.0,22408.0,22073.0,21818.0,21508.0,21429.0,21302.0,21089.0,20740.0,20932.0,21005.0,21012.0,20850.0,21265.0,21084.0,20636.0,19956.0,20135.0,20539.0,21045.0,20978.0,5231.0,2908.0,768.0,1093.0,928.0,16691.0,20296.0,20247.0,20192.0,20287.0,21143.0,21450.0,21998.0,21459.0,21206.0,20668.0,20076.0,19640.0,19584.0,20360.0,19581.0,18877.0,18500.0,18341.0,17818.0,17631.0,17749.0,15110.0
5,6,3,rosberg,3,6,1,Finished,4991,6092,6505,7114,8295,10427,14215,17754,21987,26007,25921.0,24368.0,22357.0,21106.0,19630.0,18287.0,1784.0,15115.0,21421.0,22670.0,24022.0,24702.0,26949.0,28536.0,29795.0,30431.0,30327.0,30700.0,31025.0,31581.0,32001.0,32439.0,32860.0,33247.0,33849.0,34652.0,34743.0,35060.0,35568.0,36087.0,36083.0,35995.0,36476.0,37073.0,37646.0,37507.0,38030.0,38410.0,39057.0,40121.0,24733.0,21941.0,20346.0,20490.0,20638.0,20093.0,21661.0,22099.0,22170.0,21708.0,23610.0,23358.0,23357.0,22913.0,38740.0,41818.0,41489.0,41140.0,40589.0,39876.0,39290.0,38941.0,39176.0,39743.0,39083.0,38678.0,37497.0,33586.0
6,6,5,kovalainen,1,16,3,Accident,5811,7314,7979,8376,9320,11130,15409,18896,23127,27853,28932.0,28801.0,27778.0,27270.0,26375.0,25831.0,10156.0,5195.0,5022.0,4703.0,22244.0,27518.0,28461.0,30082.0,30979.0,31767.0,33213.0,34030.0,34446.0,34632.0,35183.0,35219.0,35841.0,36183.0,36607.0,36894.0,36959.0,37327.0,37400.0,37482.0,37632.0,37538.0,37702.0,38095.0,38586.0,38716.0,39298.0,39578.0,40264.0,41191.0,25691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,17,webber,9,5,1,Finished,6781,8114,8968,9277,10104,12231,16340,19677,23882,29897,30785.0,30584.0,29533.0,29085.0,28279.0,27610.0,11556.0,6809.0,6367.0,5824.0,5242.0,21016.0,25701.0,26388.0,26843.0,26629.0,26242.0,26424.0,26473.0,26247.0,26022.0,25929.0,26106.0,25888.0,25760.0,25912.0,25439.0,25529.0,25382.0,25450.0,25677.0,24901.0,25403.0,25512.0,24579.0,23607.0,23910.0,24343.0,24522.0,25202.0,10382.0,6832.0,4482.0,4153.0,3569.0,18694.0,23279.0,24324.0,24959.0,24639.0,25180.0,26180.0,26126.0,25146.0,24841.0,23951.0,24464.0,23696.0,22682.0,24174.0,23036.0,22508.0,22088.0,21901.0,20946.0,20581.0,20001.0,15730.0
8,6,4,alonso,4,7,1,Finished,7377,9190,10504,10855,11516,12904,16857,20301,24507,30358,32796.0,33241.0,32384.0,32888.0,32942.0,35155.0,20942.0,17642.0,18992.0,19464.0,19731.0,20341.0,20377.0,20727.0,20956.0,21422.0,21064.0,38339.0,43631.0,45073.0,46330.0,47256.0,48582.0,49375.0,50702.0,51963.0,52898.0,53867.0,54642.0,55568.0,56224.0,56623.0,57353.0,58057.0,58324.0,58635.0,60282.0,61372.0,62638.0,63882.0,49921.0,47439.0,44519.0,43145.0,42208.0,41371.0,40436.0,39889.0,39876.0,39085.0,38052.0,36880.0,36049.0,34264.0,32889.0,45883.0,49780.0,49052.0,48383.0,48431.0,47197.0,45855.0,44602.0,43393.0,42098.0,41376.0,39382.0,37839.0
9,6,6,nakajima,3,15,3,Accident,8477,10414,12038,13035,14017,15290,18191,21250,25273,31084,33642.0,34928.0,34792.0,35493.0,35901.0,37088.0,23137.0,19976.0,22120.0,24095.0,25601.0,28511.0,30013.0,31570.0,32960.0,33728.0,34566.0,35668.0,36408.0,37068.0,37624.0,38126.0,38539.0,39279.0,58331.0,63954.0,65075.0,65966.0,66890.0,67901.0,68611.0,68923.0,69431.0,69608.0,69693.0,69548.0,70316.0,72299.0,73250.0,77850.0,65318.0,64663.0,64916.0,65855.0,67158.0,67766.0,68152.0,68764.0,69143.0,68861.0,68913.0,69035.0,69289.0,69387.0,69558.0,69656.0,70072.0,69966.0,69949.0,70071.0,84753.0,90065.0,88879.0,88908.0,88607.0,92036.0,,
