,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
0,alonso,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
1,vettel,2,2,2,2,2,2,2,2,4,6,3,2,2,2,2,2,2,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,webber,3,3,3,3,3,3,3,3,2,3,6,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,hamilton,4,4,4,4,4,4,4,4,3,2,1,3,3,3,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,petrov,5,5,5,5,5,5,5,5,5,4,4,10,8,8,7,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,11,11,11,12,12,12,11,11,11,10,9,9,9,10,11,11,11,10,10,10,10,10,10,10,0
5,michael_schumacher,6,6,6,6,6,6,6,6,6,7,13,7,7,7,5,6,6,6,6,6,6,6,6,6,6,6,8,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
6,rosberg,7,7,7,7,7,7,7,7,7,5,7,11,10,9,9,7,7,7,7,7,7,7,7,7,7,7,6,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7,massa,8,8,8,8,8,8,8,8,8,8,8,12,11,10,10,9,9,9,9,9,9,12,11,10,9,9,7,6,6,6,6,6,6,6,6,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,0,0,0,0,0,0,0,0
8,buemi,9,9,9,10,10,10,10,10,10,15,15,14,13,13,11,10,10,10,10,10,10,9,9,9,10,14,14,13,12,12,12,12,11,11,11,11,10,10,10,10,10,12,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,13,13,13,0
9,button,10,10,10,9,9,9,9,9,9,9,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10,perez,11,11,11,11,11,11,14,19,19,19,18,18,17,17,17,16,15,15,15,15,13,13,13,13,12,11,11,11,14,16,15,15,15,15,15,13,12,12,12,12,12,10,10,10,10,10,11,13,13,12,11,10,10,10,9,9,9,8,8,9,9,9,9,9,9,0
11,alguersuari,12,12,12,12,12,12,11,11,11,10,10,16,16,16,16,12,12,12,12,11,11,10,12,12,16,16,16,15,13,13,13,13,12,12,12,15,17,17,17,17,17,17,16,16,16,16,16,16,15,15,17,17,17,16,16,16,16,16,15,15,15,15,15,15,0,0
12,maldonado,13,13,13,13,13,13,12,13,18,17,16,15,15,15,15,11,11,11,11,13,17,16,16,16,14,13,13,12,11,11,11,11,10,10,10,10,13,13,13,13,14,14,13,13,13,13,13,12,12,13,12,12,13,15,15,15,15,15,14,14,14,14,14,14,14,0
13,resta,14,14,14,14,14,14,13,12,12,11,9,6,6,6,8,14,13,13,13,12,12,11,10,11,11,10,9,8,8,9,9,10,14,14,14,12,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,13,12,12,12,12,12,12,11,11,11,11,11,11,11,0
14,trulli,15,15,15,15,15,15,15,14,13,12,11,8,9,11,12,17,16,16,16,16,14,14,14,14,13,12,12,14,15,18,17,17,17,17,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,0,0
15,kovalainen,16,16,16,16,16,16,16,15,14,13,12,9,12,12,13,15,17,18,18,18,18,17,17,17,18,18,18,18,19,19,19,19,19,19,19,18,18,18,18,18,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,heidfeld,17,17,17,17,17,17,17,16,15,14,14,13,14,14,14,13,14,14,14,14,15,19,18,18,17,17,17,17,17,14,14,14,13,13,13,14,15,14,14,14,13,13,12,12,11,11,10,10,10,10,13,11,11,11,11,10,10,9,9,8,8,8,8,8,8,0
17,sutil,18,18,18,18,18,18,18,17,16,16,17,17,18,20,19,18,18,17,17,17,16,15,15,15,15,15,15,16,16,15,18,18,18,18,18,17,14,15,15,15,15,15,14,14,14,14,14,14,16,16,15,15,15,14,14,14,14,14,13,13,13,13,12,12,12,0
18,liuzzi,19,20,20,20,20,20,20,20,20,20,20,19,19,18,18,20,21,20,20,20,20,20,20,20,20,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,barrichello,20,19,19,19,19,19,19,18,17,18,19,23,23,22,21,19,19,19,19,19,19,18,19,19,19,19,19,19,18,17,16,16,16,16,17,19,19,19,19,19,18,18,18,17,17,17,17,17,17,17,16,16,16,17,17,17,17,17,16,16,16,16,16,16,0,0
20,glock,21,21,21,21,21,21,21,21,21,21,21,20,20,19,20,21,22,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,0,0,0
21,karthikeyan,22,22,22,22,22,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,20,20,20,0,0,0,0,0
22,ambrosio,23,23,23,23,23,22,22,22,22,22,22,21,21,21,22,22,20,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,19,19,19,19,0,0,0,0
