,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
3,845,4,alonso,6,5,11,+1 Lap,94494,185306,275912,365924,456242,546281,636288,726452,816755,909580,1017802,1107125,1196934,1286712,1376568,1466466,1556782,1647257,1739872,1845859,1934737,2023474,2112477,2202147,2291479,2381017,2470560,2560388,2652697.0,2760971.0,2851388.0,2941899.0,3033154.0,3124246.0,3214610.0,3306072.0,3396784.0,3487385.0,3580222.0,3687756.0,3778282.0,3868271.0,3958088.0,4048065.0,4138364.0,4228470.0,4318534.0,4409176.0,4499733.0,4590818.0,4681433.0,4771956.0,4863412.0,4953620.0,5044095.0,5134343.0,5224874.0,5315236.0,5405817.0,5496308.0,5586346.0,5677258.0,5770189.0,5862010.0,5953856.0,
11,845,20,vettel,9,1,1,Finished,95274,185907,276456,366802,456922,546945,637007,727333,820244,928024,1018335,1108008,1197505,1287449,1377172,1467121,1557291,1650292,1754407,1842468,1929862,2017940,2106511,2195293,2283804,2372348,2460795,2549189,2638013.0,2727717.0,2816715.0,2905876.0,2996123.0,3088695.0,3195228.0,3283791.0,3372480.0,3461042.0,3549907.0,3638860.0,3727662.0,3815855.0,3903788.0,3992775.0,4080782.0,4168869.0,4257046.0,4348118.0,4453023.0,4540797.0,4628253.0,4716092.0,4803307.0,4890946.0,4979153.0,5067024.0,5154581.0,5242016.0,5329490.0,5416652.0,5503857.0,5591532.0,5679012.0,5767077.0,5854919.0,5943301.0
9,845,17,webber,9,4,1,Finished,96329,187156,277238,367435,457631,547911,637966,728463,819031,913664,1022044,1111570,1200884,1290337,1380001,1469454,1559170,1649362,1742582,1847197,1935456,2023967,2112996,2202705,2292011,2381739,2471217,2561023,2653332.0,2761506.0,2851852.0,2942262.0,3033742.0,3124994.0,3215649.0,3306864.0,3397420.0,3487895.0,3578321.0,3666978.0,3756767.0,3846130.0,3934960.0,4024755.0,4114479.0,4204550.0,4296860.0,4401313.0,4488774.0,4575961.0,4663480.0,4750667.0,4839053.0,4927157.0,5014860.0,5102530.0,5190692.0,5279130.0,5366582.0,5454136.0,5542596.0,5631385.0,5720314.0,5809921.0,5900039.0,5991267.0
0,845,1,hamilton,1,2,1,Finished,96991,188180,278419,368430,458513,548640,638823,729287,819813,910651,1003533,1108950,1198026,1287901,1377745,1467721,1557722,1648204,1737807,1825831,1914426,2003448,2094856,2200218,2288059,2376106,2464256,2551962,2640052.0,2729931.0,2818390.0,2908000.0,2997338.0,3087392.0,3180261.0,3286537.0,3374995.0,3463366.0,3551709.0,3640414.0,3728930.0,3817140.0,3905212.0,3994646.0,4082143.0,4169970.0,4258238.0,4347455.0,4437492.0,4542793.0,4630674.0,4717401.0,4804312.0,4891698.0,4979756.0,5067635.0,5155183.0,5242605.0,5330260.0,5417445.0,5504612.0,5592253.0,5679787.0,5767740.0,5855729.0,5943931.0
19,845,808,petrov,4,11,11,+1 Lap,98084,190478,282098,373279,464802,556491,648420,740378,832475,924975,1020373,1131135,1223374,1314563,1406426,1498804,1590061,1681066,1772073,1863064,1954541,2046199,2140044,2231809,2324521,2419823,2531665,2621299,2711617.0,2802276.0,2892881.0,2984427.0,3074552.0,3164748.0,3254340.0,3345417.0,3436144.0,3526534.0,3617547.0,3708877.0,3802726.0,3913925.0,4004664.0,4095934.0,4188115.0,4278945.0,4369938.0,4460768.0,4551343.0,4642019.0,4732788.0,4824126.0,4914752.0,5005393.0,5097070.0,5189719.0,5282863.0,5373592.0,5464175.0,5555371.0,5646352.0,5736884.0,5827785.0,5918784.0,6011150.0,
14,845,30,michael_schumacher,131,6,11,+1 Lap,98633,191472,283608,375613,467351,559062,650965,742774,834623,929613,1036797,1128417,1220080,1311347,1404288,1495789,1587039,1678206,1768980,1860254,1951484,2043094,2134233,2225902,2318222,2411853,2519020,2609858,2700662.0,2791090.0,2881663.0,2971904.0,3061962.0,3151425.0,3241622.0,3332339.0,3422767.0,3512690.0,3604488.0,3695453.0,3788094.0,3895259.0,3984831.0,4074649.0,4164877.0,4255244.0,4346984.0,4437964.0,4527785.0,4618057.0,4708673.0,4798694.0,4888647.0,4980850.0,5071075.0,5161140.0,5250944.0,5341180.0,5431841.0,5521513.0,5611361.0,5701194.0,5791471.0,5881322.0,5971695.0,
2,845,3,rosberg,131,7,11,+1 Lap,99139,191923,284110,376544,468141,559851,651680,743610,835479,927883,1023403,1131897,1224779,1315403,1406796,1497151,1587896,1678638,1769655,1860671,1952138,2043977,2135164,2226898,2319231,2412122,2507328,2614006,2705731.0,2795327.0,2885032.0,2974990.0,3064661.0,3153816.0,3243139.0,3332761.0,3423194.0,3513555.0,3604765.0,3696321.0,3786822.0,3879758.0,3987012.0,4076620.0,4166383.0,4259231.0,4349351.0,4439190.0,4528987.0,4619110.0,4709407.0,4799998.0,4889885.0,4982795.0,5073447.0,5163117.0,5252534.0,5343083.0,5432900.0,5522464.0,5612387.0,5702023.0,5791987.0,5882249.0,5972570.0,
6,845,13,massa,6,22,6,Gearbox,99979,192568,284755,376858,468753,560592,652489,744576,836588,929662,1026027,1133968,1225275,1315982,1407412,1499195,1590486,1681568,1772498,1863563,1957399,2065067,2155290,2244371,2334313,2423699,2513217,2603181,2694098.0,2784494.0,2874753.0,2965663.0,3056711.0,3147578.0,3239457.0,3334243.0,3444612.0,3538836.0,3629429.0,3720064.0,3810502.0,3901559.0,3994334.0,4085730.0,4176374.0,4267101.0,4357915.0,4448938.0,4539552.0,4632911.0,4723745.0,4814463.0,4905351.0,4996415.0,5086711.0,5177677.0,5268780.0,5361557.0,,,,,,,,
16,845,67,buemi,5,14,11,+1 Lap,100611,193892,286578,379809,472074,563908,655972,748393,843407,952959,1043923,1136896,1228591,1321578,1414744,1506175,1597920,1689567,1781217,1872759,1964382,2056181,2148325,2240956,2336458,2448614,2538663,2630650,2722509.0,2813046.0,2903403.0,2994335.0,3089063.0,3179633.0,3270206.0,3361180.0,3451951.0,3543016.0,3634729.0,3726119.0,3820073.0,3917496.0,4028506.0,4118820.0,4209198.0,4299743.0,4390051.0,4481509.0,4573268.0,4664705.0,4755343.0,4845989.0,4936878.0,5027164.0,5117742.0,5208609.0,5299448.0,5390663.0,5480958.0,5571557.0,5662900.0,5754180.0,5846397.0,5937809.0,6029839.0,
10,845,18,button,1,3,1,Finished,100998,194148,286952,378147,469244,560879,652983,744991,837041,929994,1021490,1113174,1204509,1298056,1404489,1493281,1582388,1671851,1761545,1851213,1940839,2030037,2119548,2209359,2299372,2389307,2479357,2569578,2659766.0,2753191.0,2860129.0,2948619.0,3037614.0,3126501.0,3215850.0,3304841.0,3393499.0,3482605.0,3571773.0,3660686.0,3749731.0,3838466.0,3927296.0,4016324.0,4105492.0,4194771.0,4284701.0,4376948.0,4482415.0,4571229.0,4659149.0,4747041.0,4835680.0,4923693.0,5011671.0,5099686.0,5188298.0,5275955.0,5363586.0,5451464.0,5540107.0,5627804.0,5715322.0,5803277.0,5891053.0,5978998.0
