,0,1,2
0,17,9,1:20.981
1,20,9,1:21.181
2,1,1,1:21.961
3,4,6,1:21.964
4,18,1,1:21.996
5,808,4,1:22.471
6,3,131,1:22.569
7,13,6,1:22.888
8,813,3,1:22.854
9,30,131,1:22.671
10,67,5,1:23.231
11,815,15,1:23.367
12,153,5,1:23.694
13,155,15,1:23.656
14,5,205,1:25.403
15,814,10,1:24.332
16,16,10,1:24.648
17,15,205,1:26.521
18,22,3,1:26.910
19,10,166,1:27.315
20,24,164,1:27.809
21,39,164,1:27.908
22,816,166,1:28.556
