,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,1030,1,hamilton,131,1,1,Finished,104369,207109,309612,412528,515658,618516,721397,824130,927004,1029911,1132690,1235757,1338377,1440912,1543356,1645648,1748122,1850532,1952761,2055418,2159098,2261904,2365682,2468721,2571842,2676664,2799507,2900577,3002321,3104030,3205599,3307049,3408630,3510936,3612781,3714796,3816820,3919761,4021341,4122977,4224953,4327106,4428411,4529630,4629638,4731291.0,4832816.0,4934323.0,5035871.0,5137496.0,5239465.0,5341558.0,5440841.0,5542849.0,5645715.0
16,1030,844,leclerc,6,3,1,Finished,106050,209111,312383,415538,519039,622803,726123,829295,932404,1035757,1139072,1244215,1367811,1469749,1571746,1673954,1777349,1880322,1983080,2086078,2188872,2291989,2394903,2497854,2601297,2704121,2806973,2910145,3012918,3115806,3218926,3323894,3427360,3530330,3633089,3736141,3839600,3944580,4065383,4165897,4266919,4367918,4468669,4569111,4669979,4770865.0,4872087.0,4973799.0,5075818.0,5178239.0,5280434.0,5382316.0,5484194.0,5586321.0,5689150.0
11,1030,830,max_verstappen,9,2,1,Finished,107616,210897,314142,417450,520956,624755,728011,831217,934520,1037962,1141366,1244618,1347628,1450504,1553561,1656395,1759455,1862623,1965789,2068799,2171823,2275013,2378076,2481335,2586551,2708856,2811754,2913405,3015106,3117003,3219524,3322122,3424105,3525799,3628085,3730646,3832422,3933977,4035518,4137296,4239120,4341035,4442790,4544836,4646791,4748465.0,4850057.0,4951330.0,5053105.0,5154438.0,5256212.0,5357955.0,5459804.0,5561368.0,5662487.0
3,1030,20,vettel,6,5,1,Finished,108361,212004,315238,418751,522639,626704,730279,834179,938000,1042061,1146256,1252662,1379969,1483465,1587932,1692393,1797807,1902707,2005767,2108756,2211879,2314874,2418177,2521268,2623975,2726777,2829906,2932871,3035919,3138679,3241822,3344798,3448719,3552195,3655206,3758053,3861196,3966548,4088784,4190353,4291998,4394015,4494261,4595866,4697321,4798425.0,4899499.0,5001060.0,5102049.0,5203148.0,5303805.0,5404910.0,5507211.0,5609944.0,5710072.0
19,1030,848,albon,9,6,1,Finished,109439,213950,317776,421657,525767,629809,734413,838355,942586,1046894,1151078,1255067,1360963,1484820,1588711,1693236,1798518,1903503,2007060,2110587,2213845,2317087,2420298,2524067,2627318,2730182,2833461,2936182,3039405,3142075,3244863,3348060,3450843,3554100,3657213,3759892,3862671,3965554,4070118,4173462,4276533,4379378,4481650,4584410,4687039,4789382.0,4891836.0,4994193.0,5096412.0,5198908.0,5301284.0,5403746.0,5508534.0,5611562.0,5714920.0
17,1030,846,norris,1,8,11,+1 Lap,110507,215796,320858,426209,531625,636839,742067,850068,977106,1081495,1186609,1291601,1396987,1502003,1607341,1712900,1818095,1922330,2027370,2132356,2237264,2342328,2446859,2551082,2655619,2760366,2864575,2968921,3073369,3177714,3282051,3386290,3490449,3594632,3698526,3802483,3906302,4010064,4113609,4217187,4320590,4424164,4528104,4632819,4736668,4840319.0,4943696.0,5046895.0,5150203.0,5253229.0,5356394.0,5462197.0,5566160.0,5671979.0,
12,1030,832,sainz,1,10,11,+1 Lap,111285,216871,322098,427668,533227,638665,744233,849932,955162,1060688,1166129,1273443,1398993,1503568,1608760,1713625,1819070,1923534,2029417,2134726,2239465,2344217,2448864,2553343,2658117,2762594,2866979,2971180,3075676,3180147,3284414,3388852,3492980,3597154,3701343,3805646,3910001,4013650,4117650,4221549,4326769,4447362,4548656,4650863,4753165,4855809.0,4957884.0,5060018.0,5162171.0,5264364.0,5366626.0,5470033.0,5573108.0,5676836.0,
7,1030,817,ricciardo,4,11,11,+1 Lap,112043,217765,323193,428634,534126,639815,745173,850733,956153,1061661,1168831,1293098,1398090,1502948,1609783,1715400,1820357,1925888,2030857,2135874,2240498,2345245,2449861,2554466,2658987,2763380,2867838,2972223,3076769,3180932,3285393,3389665,3493807,3597965,3702354,3806719,3911169,4015019,4118757,4224059,4329257,4434759,4556629,4658305,4760503,4861902.0,4963261.0,5065002.0,5166292.0,5267919.0,5369109.0,5470886.0,5573638.0,5677737.0,
9,1030,825,kevin_magnussen,210,14,11,+1 Lap,112555,219854,325806,431918,538266,645671,752734,858962,965168,1071226,1177070,1282821,1388514,1494000,1599425,1704911,1810627,1916249,2021705,2129180,2252871,2356661,2460590,2564984,2668867,2772731,2876716,2980780,3084860,3188943,3293089,3397237,3501413,3605766,3709980,3814524,3919400,4026153,4131079,4235780,4340146,4445927,4551167,4655516,4759743,4865032.0,4969124.0,5073252.0,5177570.0,5283508.0,5388649.0,5492705.0,5596935.0,5701495.0,
5,1030,807,hulkenberg,4,12,11,+1 Lap,112942,218558,324153,429697,535035,640828,746147,851810,957302,1062673,1167951,1272704,1376906,1481520,1586175,1690649,1796090,1903822,2028192,2133455,2238173,2343178,2447662,2551905,2656508,2761308,2865688,2970088,3074405,3178729,3283087,3387614,3491575,3595856,3699849,3804074,3908064,4011807,4115614,4219508,4322991,4426674,4531877,4635532,4740425,4845840.0,4949471.0,5054794.0,5158233.0,5262011.0,5365423.0,5468697.0,5572106.0,5679094.0,
