,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,michael_schumacher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,barrichello,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,ralf_schumacher,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,6,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
4,button,5,5,5,5,5,6,6,6,6,6,6,6,6,7,11,10,9,8,14,14,14,14,14,14,14,14,14,13,11,11,11,11,10,10,10,10,10,9,9,9,9,8,8,7,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,0,0
5,montoya,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6,villeneuve,7,7,7,7,7,7,7,7,7,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,matta,8,8,8,9,8,8,8,8,8,8,8,7,7,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,5,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
8,wilson,9,9,9,10,9,9,9,9,9,9,9,8,9,9,8,11,14,13,12,12,12,12,11,11,11,10,10,11,12,12,12,12,12,12,12,12,12,13,13,13,13,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0
9,heidfeld,10,10,10,8,16,16,16,16,16,16,16,15,15,14,14,14,12,11,11,11,11,11,10,10,10,9,9,9,9,9,8,8,11,11,11,11,11,10,10,10,10,9,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,0,0
10,fisichella,11,11,11,11,10,10,10,10,10,10,10,9,10,10,9,8,7,6,6,6,6,7,13,13,13,12,13,12,13,13,13,13,13,13,13,13,13,12,11,11,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,firman,12,14,14,14,13,14,14,14,14,14,14,13,13,12,12,12,10,9,8,8,8,8,7,8,9,13,12,10,10,10,10,10,9,9,9,9,9,8,8,8,8,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
12,verstappen,13,12,12,12,11,12,12,12,13,13,13,12,12,15,15,15,15,14,13,13,13,13,12,12,12,11,11,14,14,14,14,14,14,14,14,14,14,14,12,12,12,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0
13,panis,14,13,13,13,12,11,11,11,11,11,11,10,8,8,7,7,13,12,10,10,10,9,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,frentzen,15,15,15,15,14,15,15,15,15,15,15,14,14,13,13,13,11,10,9,9,9,10,9,9,8,8,8,8,8,8,9,9,8,8,8,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,coulthard,16,16,16,16,15,13,13,13,12,12,12,11,11,11,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
