,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,297716.0,1,1,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,299073.0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,300093.0,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,5
3,301356.0,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,11,11,11,9,8,7,7,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0
4,301991.0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,303226.0,6,6,6,6,6,6,5,5,5,5,5,5,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,6,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3
6,304453.0,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,2,3,9,8,8,8,8,8,8,8,8,9,9,8,8,8,7,7,7,7,7,6
7,315885.0,8,17,17,15,15,15,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,304962.0,9,8,8,8,8,8,7,7,7,7,7,8,10,10,10,10,11,10,10,10,10,10,10,10,10,10,9,9,9,8,7,6,6,5,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,0,0,0,0
9,307295.0,10,9,9,10,10,10,10,10,11,11,12,12,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,11,11,10,10,10,10,10,9
10,308101.0,11,10,10,9,9,9,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,3,2,3,12,12,11,11,10,10,10,10,10,10,10,9,9,8,8,8,8,8,7
11,309185.0,12,11,11,11,11,11,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,12,12,12,12,9,9,9,9,9,9,9,9,8,8,7,7,7,6,6,6,6,6,4
12,310517.0,13,12,12,12,12,12,11,11,10,10,10,10,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,8,11,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,10,10,9,9,9,9,9,8
13,311836.0,14,13,13,13,13,14,14,14,14,14,14,13,11,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,12,12,11,11,11,11,11,10
14,313162.0,15,14,14,16,16,16,16,16,16,16,16,15,16,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,0
15,313770.0,16,15,15,17,17,17,18,17,17,17,17,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,14,14,0,0
16,314864.0,17,16,16,14,14,13,12,12,12,12,11,11,13,12,12,12,10,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,8,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,0,0,0,0
17,363505.0,18,18,18,18,18,18,17,15,15,15,15,14,12,11,11,11,12,12,12,12,12,12,12,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,11
