,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
12,22.0,13.0,massa,1.0,1.0,Finished,113202.0,256346.0,344520.0,432306.0,519934.0,607685.0,695158.0,782714.0,870088.0,957379.0,1044380.0,1131645.0,1218564.0,1305313.0,1392314.0,1478980.0,1565742.0,1652479.0,1739743.0,1851347.0,1939220.0,2027136.0,2114981.0,2203840.0,2292179.0,2380151.0,2467931.0,2555583.0,2643192.0,2730799.0,2818453.0,2906082.0,2993458.0,3080685.0,3167948.0,3255132.0,3342695.0,3430081.0,3517816.0,3605421.0,3715819.0,3803502.0,3891256.0,3979493.0,4067150.0,4154834.0,4242586.0,4330665.0,4418733.0,4506499.0,4593894.0,4681851.0,4769561.0,4857229.0,4945235.0,5032641.0,5120326.0,5209451.0
1,22.0,1.0,hamilton,2.0,1.0,Finished,114050.0,256695.0,345152.0,433443.0,521454.0,609196.0,696623.0,784345.0,871652.0,958814.0,1045910.0,1132779.0,1219730.0,1306472.0,1393113.0,1480206.0,1589744.0,1677146.0,1765005.0,1852863.0,1940487.0,2028023.0,2115544.0,2203253.0,2290302.0,2377258.0,2464083.0,2550762.0,2637607.0,2724404.0,2810933.0,2897756.0,3006715.0,3094069.0,3181363.0,3268500.0,3355709.0,3442801.0,3530135.0,3616980.0,3704000.0,3791001.0,3878270.0,3965082.0,4051926.0,4160058.0,4247825.0,4335813.0,4424162.0,4512254.0,4599888.0,4687964.0,4775421.0,4862965.0,4950599.0,5038015.0,5125522.0,5213230.0
9,22.0,9.0,kubica,4.0,1.0,Finished,115987.0,257419.0,346950.0,435542.0,524001.0,612097.0,699875.0,787687.0,875344.0,963085.0,1050638.0,1138091.0,1225356.0,1312569.0,1399667.0,1486709.0,1573489.0,1660538.0,1748277.0,1861595.0,1950138.0,2038805.0,2127239.0,2215403.0,2303931.0,2392858.0,2481554.0,2569628.0,2657608.0,2745734.0,2833692.0,2921628.0,3009407.0,3096899.0,3184589.0,3272016.0,3359560.0,3447079.0,3534260.0,3622212.0,3733281.0,3821622.0,3910402.0,3998972.0,4087641.0,4176237.0,4264659.0,4353129.0,4441516.0,4529611.0,4617493.0,4705388.0,4793070.0,4880707.0,4968403.0,5055781.0,5143454.0,5231396.0
5,22.0,5.0,kovalainen,12.0,11.0,+1 Lap,116785.0,260124.0,375912.0,465059.0,553851.0,642335.0,730632.0,819726.0,908447.0,997362.0,1087298.0,1176870.0,1264953.0,1353114.0,1441535.0,1530899.0,1619741.0,1707936.0,1796809.0,1885462.0,1974192.0,2063298.0,2152138.0,2240452.0,2328991.0,2417746.0,2531809.0,2620620.0,2709034.0,2798776.0,2887758.0,2977640.0,3068096.0,3158785.0,3247519.0,3336591.0,3425311.0,3513677.0,3601875.0,3690105.0,3778226.0,3866333.0,3954863.0,4043663.0,4131812.0,4219548.0,4307533.0,4395972.0,4484877.0,4573416.0,4682548.0,4770307.0,4859375.0,4947889.0,5035529.0,5123766.0,5211412.0,
4,22.0,4.0,alonso,6.0,1.0,Finished,117681.0,257733.0,348504.0,437202.0,526001.0,614518.0,702636.0,790673.0,878478.0,966270.0,1053842.0,1141406.0,1228844.0,1316262.0,1403968.0,1517976.0,1607821.0,1697354.0,1786698.0,1876234.0,1965489.0,2054680.0,2143619.0,2232905.0,2321765.0,2410793.0,2499383.0,2588073.0,2676523.0,2765041.0,2853470.0,2941874.0,3030025.0,3118015.0,3206239.0,3294080.0,3382243.0,3469905.0,3558423.0,3646089.0,3734796.0,3845941.0,3934607.0,4023524.0,4112262.0,4201043.0,4289871.0,4378716.0,4467238.0,4555567.0,4644154.0,4732726.0,4821104.0,4909480.0,4997403.0,5085600.0,5172880.0,5263175.0
8,22.0,8.0,raikkonen,3.0,1.0,Finished,118974.0,258469.0,347976.0,436517.0,524985.0,613231.0,701377.0,789179.0,876856.0,964573.0,1051908.0,1139245.0,1226656.0,1313829.0,1400755.0,1487800.0,1575111.0,1662333.0,1749107.0,1835613.0,1923490.0,2035725.0,2123972.0,2212268.0,2301384.0,2389504.0,2477424.0,2565367.0,2653246.0,2741146.0,2828874.0,2916563.0,3004044.0,3091408.0,3178805.0,3266026.0,3353297.0,3440583.0,3527595.0,3614793.0,3702311.0,3789404.0,3877221.0,3986625.0,4073894.0,4161461.0,4249150.0,4337084.0,4425152.0,4513014.0,4600674.0,4688596.0,4776099.0,4863678.0,4951272.0,5038796.0,5126270.0,5213722.0
16,22.0,17.0,webber,7.0,1.0,Finished,120313.0,259040.0,349149.0,438069.0,526945.0,615640.0,704063.0,792490.0,881086.0,969291.0,1057494.0,1145434.0,1233193.0,1320823.0,1408705.0,1496369.0,1584065.0,1672301.0,1787574.0,1877593.0,1967097.0,2056492.0,2145974.0,2235322.0,2324704.0,2414104.0,2503083.0,2592080.0,2681232.0,2770365.0,2859271.0,2948023.0,3036507.0,3124926.0,3213258.0,3301695.0,3389908.0,3478063.0,3566007.0,3654423.0,3742538.0,3830511.0,3918339.0,4006584.0,4117152.0,4205999.0,4295112.0,4384416.0,4473573.0,4562651.0,4652155.0,4741074.0,4829905.0,4918674.0,5007323.0,5096449.0,5185083.0,5273680.0
2,22.0,2.0,heidfeld,5.0,1.0,Finished,121668.0,260986.0,351327.0,440420.0,529328.0,618144.0,706701.0,795236.0,883515.0,971995.0,1060355.0,1148438.0,1236629.0,1324276.0,1411825.0,1499369.0,1587017.0,1674732.0,1762087.0,1849306.0,1937203.0,2050387.0,2139197.0,2227700.0,2315998.0,2404581.0,2493135.0,2581735.0,2670350.0,2758612.0,2847079.0,2935596.0,3023653.0,3111562.0,3199656.0,3287749.0,3375848.0,3463503.0,3550897.0,3638596.0,3726011.0,3814278.0,3925175.0,4014497.0,4102904.0,4191464.0,4279975.0,4368421.0,4456589.0,4545092.0,4633075.0,4720983.0,4808726.0,4896407.0,4984178.0,5072153.0,5160360.0,5248192.0
3,22.0,3.0,rosberg,8.0,1.0,Finished,123321.0,261294.0,352085.0,442069.0,531641.0,621060.0,710244.0,799388.0,888516.0,977610.0,1066584.0,1155289.0,1243708.0,1332213.0,1420518.0,1508593.0,1596910.0,1685248.0,1773349.0,1862594.0,1951099.0,2039662.0,2128153.0,2216711.0,2330845.0,2420990.0,2510518.0,2599823.0,2689012.0,2777750.0,2866758.0,2955219.0,3043589.0,3131949.0,3220168.0,3308345.0,3396841.0,3484870.0,3572892.0,3661181.0,3749081.0,3837236.0,3926253.0,4038130.0,4127086.0,4216428.0,4305533.0,4394753.0,4484783.0,4574417.0,4663156.0,4751533.0,4839914.0,4928468.0,5016263.0,5104670.0,5192913.0,5280857.0
13,22.0,14.0,coulthard,9.0,1.0,Finished,124250.0,262057.0,352878.0,442796.0,532580.0,622202.0,711558.0,800930.0,889753.0,978860.0,1067696.0,1156982.0,1245620.0,1334173.0,1422927.0,1511317.0,1599552.0,1687663.0,1775643.0,1863890.0,1952150.0,2040463.0,2129962.0,2244046.0,2333676.0,2423264.0,2512735.0,2602123.0,2691526.0,2780598.0,2869444.0,2958152.0,3046850.0,3135236.0,3223745.0,3312148.0,3400633.0,3488995.0,3577070.0,3665141.0,3753107.0,3841718.0,3929774.0,4017888.0,4106276.0,4216959.0,4306309.0,4396439.0,4486085.0,4575421.0,4664578.0,4753267.0,4842064.0,4930924.0,5019490.0,5108063.0,5196543.0,5284721.0
