,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,4,4,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,kubica,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,kovalainen,4,7,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,15,15,15,13,11,11,15,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,11,11,10,9,8,13,13,13,12,12,12,12,0
4,alonso,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,9,9,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6
5,raikkonen,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,webber,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,10,10,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,9,8,8,8,7,7,7,7,7,7,7,7,7,7
7,heidfeld,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,4,2,2,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,rosberg,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,5,5,5,13,13,12,11,11,10,10,8,8,8,8,8,8,8,8,8,8,7,7,10,10,9,9,9,8,9,8,8,8,8,8,8,8,8
9,coulthard,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,7,7,7,6,6,14,14,14,13,12,12,11,11,9,9,9,9,9,9,9,9,9,9,8,8,7,6,10,10,11,10,10,9,9,9,9,9,9,9,9
10,trulli,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,8,8,17,17,16,15,15,15,14,13,13,12,12,10,10,10,10,10,10,10,10,10,10,10,10,9,8,7,7,7,11,11,10,10,10,10,10,10,10,10
11,button,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,8,8,8,8,8,8,8,11,11,11,12,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,0
12,barrichello,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,9,9,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,0
13,vettel,14,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,16,16,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
14,sutil,15,18,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
15,glock,16,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,10,10,10,9,9,9,9,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,13,13,13,13,0
16,bourdais,17,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,piquet_jr,18,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,11,10,10,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,15,0
