,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,bottas,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,7,6,6,5,5,5,4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
1,vettel,2,2,2,2,2,2,2,2,2,5,11,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,hamilton,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
3,max_verstappen,4,4,4,4,4,4,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,ricciardo,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,massa,6,6,6,6,6,6,6,7,7,7,6,5,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,raikkonen,7,7,7,7,7,7,7,6,6,6,5,4,8,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,2,2,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,hulkenberg,8,8,8,8,8,8,8,8,8,8,7,6,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,13,11,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,grosjean,9,9,9,9,9,9,9,9,9,9,8,8,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,14,14,13,12,11,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,ocon,10,10,10,10,10,10,10,10,10,10,12,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,8,7,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,sainz,11,11,11,11,11,11,11,11,11,11,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,jolyon_palmer,12,12,12,12,13,13,13,13,13,13,13,11,9,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,13,13,12,12,12,13,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,0
12,perez,13,13,13,13,12,12,12,12,12,12,10,9,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
13,stroll,14,14,14,14,14,14,14,17,17,17,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,alonso,15,15,15,15,15,15,15,14,14,14,14,12,10,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,12,12,11,11,11,11,13,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,14,0,0,0
15,kevin_magnussen,16,16,16,16,16,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,wehrlein,17,17,17,17,17,17,17,16,15,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,14,14,14,11,10,10,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
17,kvyat,18,18,18,18,18,18,18,18,16,16,15,13,11,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,10,10,10,10,10,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0
