,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,bottas,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,rosberg,3,3,3,3,3,3,3,3,3,3,4,8,7,6,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,hamilton,4,4,4,4,4,4,4,4,4,4,3,3,3,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,alonso,5,5,5,5,5,5,5,5,5,5,5,4,4,3,9,8,8,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,1,1,1,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,kevin_magnussen,6,6,6,6,6,6,6,6,6,7,15,13,12,10,10,9,9,9,9,9,9,9,9,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,7,10,10,10,9,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7
6,raikkonen,7,7,7,7,7,7,7,7,7,6,6,5,5,4,7,14,14,13,13,13,13,13,13,13,12,12,11,10,10,10,10,10,10,10,10,10,10,10,10,9,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10
7,hulkenberg,8,8,8,8,8,8,8,8,12,19,16,14,13,12,11,10,10,10,10,10,10,10,10,10,9,9,9,8,8,7,7,7,7,7,7,8,8,8,9,11,11,11,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9
8,ricciardo,9,9,10,10,10,10,10,10,9,11,19,17,16,15,14,13,12,12,12,12,12,12,12,12,11,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8
9,kvyat,10,10,9,9,9,9,9,9,8,10,18,16,14,13,13,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,perez,11,11,11,11,11,11,11,11,10,8,7,6,6,5,2,1,1,1,1,1,1,1,1,1,1,1,3,4,5,8,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,6,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6
