,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
4,907,13,massa,3,4,1,Finished,76432,150200,224433,298810,373272,447285,521580,595790,670294,744852,819445,894147,969330,1048315,1141620,1216260,1290959,1365504,1439562,1513742,1588173,1662784,1737363,1811625,1885713.0,1959799.0,2034187.0,2109247.0,2184346.0,2258344.0,2332433.0,2406433.0,2480515.0,2554300.0,2628465.0,2702151.0,2776454.0,2850246.0,2924496.0,2998640.0,3073071.0,3147444.0,3225395.0,3315802.0,3388497.0,3461643.0,3534635.0,3607407.0,3680555.0,3753259.0,3826705.0,3899829.0,3972902.0,4046536.0,4119902.0,4192641.0,4265546.0,4338551.0,4411472.0,4484823.0,4557822.0,4630653.0,4703239.0,4775906.0,4848547.0,4921710.0,4994888.0,5068575.0,5142682.0,5217293.0,5292334.0
17,907,822,bottas,3,3,1,Finished,77401,151210,225413,299921,374126,448109,522307,596891,671468,745848,820483,895421,970459,1046137,1124396,1214795,1289113,1363556,1438095,1512459,1586907,1661427,1735692,1809975,1883887.0,1958196.0,2032291.0,2106433.0,2180382.0,2255034.0,2329447.0,2403391.0,2477688.0,2551562.0,2625354.0,2698926.0,2772533.0,2846281.0,2919869.0,2994875.0,3072405.0,3162613.0,3235938.0,3309813.0,3383364.0,3456880.0,3530217.0,3603607.0,3676824.0,3749682.0,3822499.0,3895604.0,3968700.0,4041962.0,4114937.0,4188475.0,4262055.0,4335249.0,4408057.0,4481239.0,4554090.0,4627143.0,4699724.0,4772412.0,4845111.0,4918587.0,4991690.0,5064926.0,5137676.0,5210348.0,5283148.0
1,907,3,rosberg,131,1,1,Finished,78359,152566,226368,300547,374854,448902,523593,598127,672690,747106,824755,915748,989688,1064664,1139496,1214014,1288423,1362841,1437132,1511472,1585945,1660311,1734501,1808970,1882973.0,1957266.0,2030972.0,2104838.0,2178796.0,2254187.0,2328511.0,2402237.0,2476292.0,2550213.0,2623890.0,2697476.0,2770834.0,2844276.0,2917714.0,2994440.0,3084771.0,3158085.0,3231600.0,3304730.0,3378133.0,3451434.0,3524158.0,3596761.0,3669435.0,3742033.0,3814991.0,3888196.0,3961166.0,4034288.0,4107193.0,4180355.0,4253555.0,4326718.0,4399987.0,4473156.0,4546028.0,4618992.0,4691764.0,4764585.0,4837606.0,4910658.0,4983389.0,5056031.0,5128835.0,5201668.0,5274976.0
0,907,1,hamilton,131,2,1,Finished,79258,153396,227298,301082,375307,449832,524316,598932,673417,747943,822655,896469,973905,1065755,1140727,1215560,1289733,1364295,1438712,1512869,1587400,1661866,1736467,1810505,1884360.0,1958730.0,2033734.0,2107292.0,2181079.0,2255580.0,2329993.0,2404042.0,2478210.0,2552253.0,2626174.0,2699709.0,2773175.0,2847043.0,2923654.0,3014529.0,3086746.0,3160060.0,3233289.0,3306270.0,3379401.0,3452506.0,3525460.0,3598273.0,3671069.0,3743881.0,3816737.0,3889653.0,3962754.0,4035701.0,4108896.0,4181878.0,4255108.0,4328557.0,4402367.0,4475049.0,4548063.0,4621131.0,4693628.0,4766099.0,4839234.0,4911994.0,4984670.0,5057400.0,5130067.0,5202828.0,5276908.0
2,907,4,alonso,6,5,1,Finished,79740,154838,229508,304294,379177,454014,529016,603888,678912,753910,829007,904274,979804,1059066,1150766,1225520,1300297,1374968,1449327,1523940,1598461,1672424,1746881,1820956,1894759.0,1969046.0,2043147.0,2116964.0,2190699.0,2264667.0,2338493.0,2412304.0,2485899.0,2559751.0,2634035.0,2707674.0,2781371.0,2855177.0,2929408.0,3002960.0,3076608.0,3150356.0,3223778.0,3296966.0,3370593.0,3444447.0,3522189.0,3612528.0,3685226.0,3757906.0,3831119.0,3903754.0,3976608.0,4049453.0,4122377.0,4195043.0,4268030.0,4340625.0,4413260.0,4485875.0,4558873.0,4632136.0,4704811.0,4778000.0,4851429.0,4924875.0,4998918.0,5072613.0,5146465.0,5220750.0,5293529.0
19,907,825,kevin_magnussen,1,7,1,Finished,80363,156081,231448,306823,382116,457709,533623,609449,685195,763903,856221,930716,1005423,1081333,1155895,1230850,1305526,1380613,1455621,1530298,1604915,1679303,1753821,1828313,1902924.0,1977387.0,2051636.0,2126059.0,2200260.0,2274497.0,2348611.0,2422419.0,2496538.0,2570716.0,2644764.0,2719130.0,2793392.0,2868299.0,2942235.0,3019860.0,3110781.0,3184151.0,3257429.0,3330537.0,3403676.0,3476903.0,3550265.0,3623420.0,3696605.0,3769618.0,3842777.0,3915814.0,3988560.0,4061320.0,4134402.0,4207635.0,4280828.0,4354290.0,4427520.0,4500626.0,4573720.0,4646821.0,4719652.0,4792568.0,4865567.0,4940001.0,5013550.0,5087141.0,5160751.0,5233962.0,5307007.0
3,907,8,raikkonen,6,10,1,Finished,80807,156533,232114,307535,382702,458301,534115,609943,685775,761552,836913,912341,988001,1063841,1144498,1237853,1313384,1388636,1463519,1538550,1613402,1688122,1762630,1837320,1911851.0,1986103.0,2060882.0,2135011.0,2209174.0,2283629.0,2357833.0,2431977.0,2506060.0,2580410.0,2654237.0,2728093.0,2801964.0,2876020.0,2949907.0,3023941.0,3097825.0,3172491.0,3246366.0,3324138.0,3415304.0,3488304.0,3561342.0,3634905.0,3707941.0,3781451.0,3854986.0,3928184.0,4001982.0,4075072.0,4147956.0,4221145.0,4294469.0,4367699.0,4440881.0,4513944.0,4587546.0,4661114.0,4734357.0,4807277.0,4880778.0,4954143.0,5027581.0,5101197.0,5174761.0,5248442.0,5322753.0
10,907,807,hulkenberg,10,9,1,Finished,81285,157137,233006,308474,383762,459199,534929,610711,689867,781763,856718,931648,1006480,1081779,1157254,1232199,1306967,1381844,1456944,1531789,1606331,1680762,1755233,1830034,1904624.0,1979202.0,2053425.0,2127789.0,2202090.0,2276605.0,2350683.0,2424876.0,2498826.0,2572975.0,2646996.0,2722171.0,2796073.0,2870266.0,2947565.0,3038301.0,3111798.0,3185579.0,3259530.0,3333236.0,3406906.0,3480592.0,3553855.0,3627244.0,3700997.0,3774251.0,3847766.0,3921485.0,3995176.0,4068610.0,4142118.0,4215500.0,4288804.0,4362317.0,4435806.0,4508962.0,4582296.0,4655835.0,4729178.0,4802540.0,4875741.0,4949233.0,5023019.0,5096409.0,5170260.0,5244118.0,5319113.0
13,907,817,ricciardo,9,8,1,Finished,81640,157552,234015,309369,384609,459910,535646,611681,687672,766594,859681,935020,1010625,1085906,1160989,1236279,1311243,1386205,1461379,1536333,1611016,1685468,1760081,1834606,1909983.0,1984638.0,2059056.0,2133169.0,2207031.0,2281268.0,2355360.0,2429385.0,2503436.0,2577327.0,2651326.0,2725257.0,2799185.0,2872980.0,2947146.0,3021103.0,3094926.0,3168983.0,3246215.0,3336890.0,3410297.0,3483554.0,3556761.0,3629888.0,3703011.0,3776355.0,3849530.0,3922745.0,3996799.0,4069910.0,4142970.0,4216054.0,4289419.0,4363400.0,4436880.0,4510097.0,4583384.0,4656847.0,4729965.0,4803110.0,4876291.0,4949801.0,5023636.0,5097271.0,5170892.0,5244616.0,5318498.0
20,907,826,kvyat,5,22,22,Suspension,82089,158028,233416,309065,384234,459650,535361,611226,687265,765880,858884,933769,1008592,1083436,1158993,1234412,1309300,1384335,1459043,1533814,1608401,1682904,1757236,1832347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
