,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
12,91,30,michael_schumacher,6,1,1,Finished,101045,201979,301504,398398,493420,588239,683812,779125,877685,994259,1089882,1186046,1282571,1379046,1475780,1572263,1668299,1764518,1860167,1956391,2052333,2147763,2243196,2338252.0,2433375.0,2531737.0,2647649.0,2743026.0,2839499.0,2936093.0,3032086.0,3128132.0,3224043.0,3320110.0,3415763.0,3511559.0,3607948.0,3702964.0,3798391.0,3896121.0,4013007.0,4108788.0,4204819.0,4300721.0,4397148.0,4493430.0,4589839.0,4686442.0,4782905.0,4879285.0,4976086.0,5072317.0,5168248.0,5264578.0,5363510.0,5467490.0
10,91,22,barrichello,6,4,1,Finished,103101,208420,310694,408355,504390,599881,695231,790952,886573,985378,1104944,1201073,1297826,1394274,1490976,1587498,1684406,1781123,1877608,1974300,2070286,2166425,2262260,2358042.0,2453769.0,2549478.0,2644965.0,2744386.0,2861150.0,2956523.0,3052731.0,3149215.0,3245493.0,3342166.0,3438711.0,3535082.0,3631597.0,3727818.0,3824251.0,3920683.0,4017965.0,4115947.0,4212566.0,4311229.0,4427024.0,4523069.0,4619178.0,4714957.0,4810765.0,4906724.0,5002910.0,5098720.0,5194187.0,5289751.0,5385341.0,5481106.0
13,91,31,montoya,3,2,1,Finished,103766,203101,303149,400290,496651,592535,688134,783657,880046,976215,1072926,1173732,1289025,1383674,1479996,1575897,1671792,1767874,1864152,1960241,2056994,2153311,2249541,2345663.0,2441599.0,2541102.0,2656788.0,2751011.0,2846107.0,2942020.0,3037198.0,3133138.0,3229529.0,3324979.0,3420237.0,3516125.0,3611707.0,3707294.0,3806012.0,3922663.0,4018739.0,4116970.0,4213934.0,4310398.0,4406389.0,4502768.0,4599297.0,4696357.0,4793152.0,4890177.0,4986687.0,5083282.0,5180014.0,5277160.0,5374148.0,5472512.0
2,91,8,raikkonen,1,17,7,Transmission,104939,205649,306753,404959,502107,598190,694175,789666,885340,984584,1101049,1196205,1292147,1388351,1484677,1581635,1678842,1775187,1871914,1967785,2063558,2159729,2256905,2353027.0,2452054.0,2570179.0,2666522.0,2762268.0,2858459.0,2954502.0,3050428.0,3147152.0,3243149.0,3339107.0,3434957.0,3530831.0,3626716.0,3722574.0,3819018.0,3920117.0,,,,,,,,,,,,,,,,
6,91,15,trulli,4,5,1,Finished,105611,209027,312744,410495,506785,602481,698256,793908,889500,988609,1104051,1199090,1295326,1390966,1486761,1582468,1679333,1775909,1872432,1971741,2089660,2185479,2281722,2378624.0,2475773.0,2572839.0,2669823.0,2766700.0,2863798.0,2960413.0,3056915.0,3153986.0,3250566.0,3347047.0,3443042.0,3539463.0,3636469.0,3732807.0,3829044.0,3930241.0,4048723.0,4146095.0,4243380.0,4340982.0,4438090.0,4535644.0,4633415.0,4729800.0,4826698.0,4923191.0,5020248.0,5117234.0,5213207.0,5309447.0,5406468.0,5504850.0
8,91,18,button,16,3,1,Finished,106263,208575,311736,409649,505952,601733,697387,793022,888579,984126,1079201,1177911,1295876,1391881,1487980,1584200,1681083,1777565,1873942,1970188,2065975,2161862,2258708,2354764.0,2450682.0,2549090.0,2664977.0,2759944.0,2855529.0,2951421.0,3047978.0,3143772.0,3239317.0,3335512.0,3431232.0,3527378.0,3623240.0,3719225.0,3814658.0,3913413.0,4030135.0,4125777.0,4223000.0,4319103.0,4415495.0,4512688.0,4610052.0,4706840.0,4803501.0,4899839.0,4996105.0,5092539.0,5188759.0,5286038.0,5382775.0,5479058.0
5,91,14,coulthard,1,6,1,Finished,107229,209751,313935,413334,510042,606490,702417,798513,898161,1014327,1110232,1207129,1303829,1400319,1497014,1593925,1690357,1787266,1883979,1980764,2077291,2174212,2271265,2372397.0,2488948.0,2584800.0,2680962.0,2777185.0,2873445.0,2969609.0,3065732.0,3162342.0,3259107.0,3355293.0,3451288.0,3547472.0,3643523.0,3742592.0,3861607.0,3957869.0,4054864.0,4152539.0,4249972.0,4347888.0,4450522.0,4547785.0,4645366.0,4743420.0,4840353.0,4938068.0,5035228.0,5132802.0,5230431.0,5327198.0,5423708.0,5520588.0
11,91,23,ralf_schumacher,3,19,5,Engine,107702,210186,315379,414397,511428,608084,704285,800435,897250,992857,1091742,1209184,1304994,1401741,1498772,1595812,1692866,1790857,1887569,1984310,2080984,2178624,2276539,2373947.0,2471242.0,2567141.0,2663259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,91,17,webber,19,20,20,Spun off,108122,210430,314303,414129,559916,682602,780174,877692,974614,1075385,1183893,1281430,1382071,1481486,1579884,1677629,1779709,1879537,1977162,2076375,2177150,2275039,2372640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91,4,alonso,4,7,1,Finished,109208,211295,314388,413719,510425,606925,702813,799185,898530,1015150,1111194,1207775,1304553,1401132,1497943,1594633,1691509,1788882,1885079,1981432,2077833,2174797,2271471,2370441.0,2496113.0,2594347.0,2692846.0,2791694.0,2890640.0,2989207.0,3087782.0,3186274.0,3284628.0,3383132.0,3480969.0,3579264.0,3677069.0,3775300.0,3872928.0,3970518.0,4068302.0,4166380.0,4264184.0,4361664.0,4459184.0,4556466.0,4654225.0,4751865.0,4849452.0,4946601.0,5043384.0,5140308.0,5236765.0,5333952.0,5437006.0,5535367.0
3,91,11,sato,16,15,14,+4 Laps,109749,215523,320072,435186,532705,629116,724930,820883,916924,1012862,1109124,1206112,1301791,1401001,1521749,1617530,1713391,1809864,1907085,2004233,2101673,2199768,2297824,2394620.0,2491798.0,2588918.0,2686018.0,2782813.0,2880013.0,2977808.0,3075305.0,3172126.0,3268429.0,3365208.0,3464793.0,3587334.0,3684227.0,3780737.0,3877256.0,3974711.0,4073090.0,4171073.0,4268217.0,4365375.0,4463045.0,4561886.0,4659938.0,4758002.0,4855983.0,4953888.0,5052406.0,5154251.0,,,,
4,91,13,massa,15,8,11,+1 Lap,109861,212849,316071,414898,512870,609624,706194,802871,903222,1022570,1119603,1216990,1314451,1411824,1510597,1608401,1706215,1803939,1901433,1998998,2097529,2195099,2292291,2389318.0,2490273.0,2610005.0,2708941.0,2806139.0,2904302.0,3002215.0,3100492.0,3198532.0,3296765.0,3394971.0,3492404.0,3590158.0,3687375.0,3784848.0,3882041.0,3982255.0,4104356.0,4206520.0,4304073.0,4401365.0,4499074.0,4598453.0,4698088.0,4796151.0,4894247.0,4991955.0,5089817.0,5186983.0,5287797.0,5387371.0,5487195.0,
0,91,2,heidfeld,17,18,7,Transmission,110055,213899,318138,418498,517352,616078,714694,813446,911544,1009591,1108253,1209136,1341830,1462766,1560199,1658292,1756856,1856071,1956036,2057970,2158949,2261257,2361073,2459222.0,2558219.0,2656445.0,2758543.0,2878663.0,2976381.0,3076147.0,3175476.0,3276738.0,3402741.0,3530006.0,,,,,,,,,,,,,,,,,,,,,,
15,91,43,matta,7,9,11,+1 Lap,111205,214779,319202,418928,517887,616411,715216,813860,912036,1014786,1133821,1232144,1329537,1427367,1525759,1624282,1722523,1820093,1917795,2019211,2136309,2232853,2329678,2427182.0,2524769.0,2622796.0,2720843.0,2818846.0,2916571.0,3014870.0,3114734.0,3212179.0,3309785.0,3407282.0,3504537.0,3605316.0,3724427.0,3821372.0,3919271.0,4018559.0,4118455.0,4216948.0,4314931.0,4412854.0,4511774.0,4611558.0,4709846.0,4807922.0,4905408.0,5004730.0,5102878.0,5200403.0,5297882.0,5395403.0,5493594.0,
14,91,32,klien,19,10,11,+1 Lap,111659,215235,319516,419350,518298,616800,715488,814331,916466,1035019,1132273,1229304,1326471,1423817,1522077,1620747,1718214,1815682,1913008,2010444,2107618,2205301,2306874,2427694.0,2526188.0,2623617.0,2721672.0,2820490.0,2918578.0,3017103.0,3115696.0,3215288.0,3313544.0,3411477.0,3509146.0,3610611.0,3749828.0,3847667.0,3945502.0,4044907.0,4143459.0,4242106.0,4341720.0,4441072.0,4540123.0,4640047.0,4739082.0,4837323.0,4935588.0,5033498.0,5131700.0,5231212.0,5329470.0,5427387.0,5527028.0,
9,91,21,fisichella,15,11,11,+1 Lap,113920,223804,324092,422491,519306,617344,715984,818397,938328,1035867,1133317,1230907,1328359,1426103,1523969,1622699,1720132,1817764,1915043,2012335,2109405,2207174,2304502,2402162.0,2499259.0,2599189.0,2740348.0,2838294.0,2936940.0,3034551.0,3131966.0,3231162.0,3328869.0,3426788.0,3524283.0,3621742.0,3720636.0,3818192.0,3917860.0,4015868.0,4118413.0,4275071.0,4371860.0,4468877.0,4567111.0,4665448.0,4764521.0,4862211.0,4959811.0,5057094.0,5155000.0,5253467.0,5350557.0,5447232.0,5544626.0,
18,91,46,bruni,18,14,13,+3 Laps,115106,222803,328274,431098,532396,633499,733759,834064,938851,1061556,1161467,1261895,1362363,1463195,1564294,1666021,1768887,1873466,1975064,2075123,2176735,2279606,2380748,2485994.0,2609263.0,2710701.0,2811022.0,2911611.0,3013810.0,3115225.0,3216820.0,3317128.0,3418495.0,3520355.0,3620809.0,3721902.0,3823229.0,3929827.0,4053321.0,4154620.0,4255547.0,4356609.0,4457937.0,4562455.0,4664011.0,4765805.0,4875502.0,4978391.0,5079507.0,5180751.0,5282394.0,5386501.0,5489590.0,,,
16,91,44,panis,7,12,11,+1 Lap,115279,219155,323525,424148,522052,618775,716494,815368,913131,1010378,1113073,1231367,1328854,1426513,1524723,1623380,1721716,1818963,1916152,2013482,2114738,2231302,2327253,2424514.0,2521830.0,2619582.0,2717244.0,2815793.0,2913680.0,3011915.0,3109986.0,3207905.0,3305412.0,3402844.0,3500669.0,3598475.0,3696143.0,3796980.0,3916075.0,4015348.0,4114292.0,4214698.0,4312679.0,4410259.0,4523457.0,4634778.0,4733846.0,4839690.0,4951333.0,5051012.0,5148230.0,5257724.0,5357321.0,5456574.0,5558018.0,
19,91,47,baumgartner,18,16,14,+4 Laps,115619,223690,330906,435750,536922,637707,738672,839372,940750,1046759,1172263,1272386,1374799,1478176,1581484,1686680,1791402,1893251,1994420,2096978,2199185,2302199,2404988,2506606.0,2607921.0,2714864.0,2843336.0,2945626.0,3048614.0,3158062.0,3262309.0,3366194.0,3469144.0,3571918.0,3673647.0,3781279.0,3912170.0,4015149.0,4123042.0,4227894.0,4330443.0,4434889.0,4537935.0,4641754.0,4746119.0,4847983.0,4950467.0,5054341.0,5158071.0,5260389.0,5370024.0,5471143.0,,,,
