,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1,34.0,1.0,hamilton,1.0,1.0,Finished,100107.0,197439.0,294520.0,391785.0,488725.0,585517.0,682363.0,779170.0,875853.0,972635.0,1069411.0,1166063.0,1262388.0,1358784.0,1459930.0,1583213.0,1680925.0,1778533.0,1876086.0,1973725.0,2071462.0,2168809.0,2266292.0,2363749.0,2461367.0,2558796.0,2656210.0,2753318.0,2851055.0,2948239.0,3045040.0,3141926.0,3238974.0,3335832.0,3433225.0,3530652.0,3627613.0,3729602.0,3850272.0,3948841.0,4046656.0,4144516.0,4242050.0,4339621.0,4437243.0,4534996.0,4632861.0,4730729.0,4828636.0,4926670.0,5024633.0,5122789.0,5221224.0,5319873.0,5418629.0,5517403.0
8,34.0,8.0,raikkonen,3.0,1.0,Finished,101214.0,199339.0,297025.0,394530.0,491859.0,589017.0,685968.0,782972.0,879884.0,976548.0,1073160.0,1169828.0,1266529.0,1363012.0,1464485.0,1588887.0,1687226.0,1785178.0,1882972.0,1980649.0,2078228.0,2175802.0,2273566.0,2370903.0,2468287.0,2565486.0,2662627.0,2759971.0,2857187.0,2955781.0,3052920.0,3149985.0,3247005.0,3344332.0,3441518.0,3538643.0,3636533.0,3740245.0,3863368.0,3961160.0,4058871.0,4157155.0,4254997.0,4353269.0,4450688.0,4548913.0,4647488.0,4745715.0,4846209.0,4947070.0,5045675.0,5143558.0,5241002.0,5338120.0,5435719.0,5533848.0
12,34.0,13.0,massa,2.0,1.0,Finished,101951.0,200488.0,298705.0,396598.0,494156.0,591692.0,689218.0,786481.0,883715.0,980618.0,1077508.0,1174132.0,1270768.0,1372399.0,1496156.0,1594522.0,1692846.0,1791197.0,1889469.0,1987862.0,2085818.0,2183608.0,2281287.0,2379087.0,2476689.0,2574266.0,2671663.0,2768856.0,2865828.0,2962860.0,3059925.0,3157782.0,3254895.0,3351812.0,3448490.0,3545081.0,3646544.0,3768180.0,3866332.0,3963814.0,4061506.0,4159222.0,4257185.0,4355233.0,4453113.0,4551004.0,4648974.0,4746864.0,4845198.0,4943292.0,5041066.0,5139448.0,5237509.0,5335606.0,5433530.0,5532328.0
4,34.0,4.0,alonso,4.0,1.0,Finished,103782.0,201994.0,300076.0,398160.0,496130.0,594039.0,691798.0,789455.0,886908.0,984060.0,1081260.0,1178508.0,1275432.0,1377136.0,1501214.0,1599631.0,1697881.0,1796147.0,1894275.0,1992434.0,2090594.0,2188933.0,2286967.0,2384776.0,2482513.0,2580309.0,2677786.0,2775323.0,2872749.0,2970009.0,3067078.0,3164221.0,3261578.0,3358344.0,3455052.0,3556875.0,3679220.0,3777232.0,3875387.0,3973773.0,4071984.0,4170472.0,4268844.0,4367130.0,4465237.0,4563124.0,4661158.0,4758993.0,4856808.0,4954381.0,5051793.0,5148675.0,5245358.0,5342185.0,5439114.0,5535773.0
5,34.0,5.0,kovalainen,18.0,9.0,Hydraulics,104409.0,204005.0,303455.0,402348.0,501041.0,599394.0,697472.0,795510.0,893312.0,990993.0,1088598.0,1186168.0,1283613.0,1381143.0,1478825.0,1576224.0,1673636.0,1775622.0,1900315.0,1998461.0,2096574.0,2194584.0,2292659.0,2391056.0,2489017.0,2587086.0,2684921.0,2782684.0,2880435.0,2977940.0,3075344.0,3172646.0,3270021.0,3367562.0,3509314.0,3637896.0,3737109.0,3835949.0,3934687.0,4033493.0,4132540.0,4231486.0,4330416.0,4429303.0,4528148.0,4626877.0,4725685.0,4824477.0,4928093.0,,,,,,,
2,34.0,2.0,heidfeld,5.0,1.0,Finished,105103.0,205030.0,304262.0,403363.0,502214.0,600731.0,699014.0,797220.0,895460.0,993438.0,1091166.0,1188855.0,1286591.0,1384339.0,1482014.0,1579858.0,1682126.0,1804919.0,1903555.0,2001939.0,2100380.0,2198794.0,2297199.0,2395333.0,2493481.0,2591171.0,2688949.0,2786641.0,2884402.0,2982163.0,3079866.0,3177358.0,3274722.0,3371849.0,3469140.0,3566267.0,3664073.0,3761078.0,3863216.0,3984085.0,4082162.0,4180146.0,4277834.0,4375586.0,4474431.0,4573182.0,4670480.0,4767958.0,4865537.0,4963153.0,5060706.0,5158235.0,5255326.0,5352429.0,5449828.0,5546326.0
18,34.0,20.0,vettel,9.0,1.0,Finished,106060.0,206020.0,305239.0,404511.0,503661.0,602760.0,701665.0,800378.0,898917.0,997550.0,1095894.0,1194134.0,1292231.0,1390372.0,1488377.0,1586575.0,1684360.0,1787109.0,1913659.0,2012694.0,2111531.0,2210535.0,2310069.0,2409347.0,2508384.0,2607260.0,2706060.0,2805239.0,2903948.0,3002432.0,3101051.0,3199468.0,3297523.0,3395588.0,3494223.0,3592986.0,3691140.0,3788930.0,3886846.0,3985217.0,4088123.0,4210662.0,4308916.0,4407133.0,4505260.0,4603694.0,4701997.0,4800254.0,4898563.0,4996546.0,5094278.0,5192063.0,5289842.0,5387253.0,5484465.0,5581742.0
9,34.0,9.0,kubica,6.0,1.0,Finished,106650.0,207101.0,307257.0,406855.0,506451.0,605893.0,705135.0,804139.0,903084.0,1001943.0,1100564.0,1198959.0,1297463.0,1396050.0,1494491.0,1592677.0,1690718.0,1788515.0,1886500.0,1984140.0,2081877.0,2179292.0,2276888.0,2374166.0,2476198.0,2597352.0,2695805.0,2793824.0,2891590.0,2989336.0,3087127.0,3184765.0,3282218.0,3379542.0,3477200.0,3574861.0,3672387.0,3770171.0,3868158.0,3970992.0,4090378.0,4187698.0,4285265.0,4382934.0,4480647.0,4578415.0,4676133.0,4774070.0,4871774.0,4969062.0,5066180.0,5163091.0,5260039.0,5356913.0,5453768.0,5550622.0
11,34.0,12.0,piquet_jr,8.0,1.0,Finished,106896.0,208161.0,308670.0,408224.0,508314.0,607821.0,706951.0,805994.0,906053.0,1005363.0,1104091.0,1202685.0,1301944.0,1401150.0,1499715.0,1597927.0,1695884.0,1793958.0,1891676.0,1989729.0,2087550.0,2185201.0,2282669.0,2385682.0,2506495.0,2604398.0,2702398.0,2800289.0,2898216.0,2996108.0,3094125.0,3191802.0,3289091.0,3386316.0,3485657.0,3583340.0,3681275.0,3783686.0,3906676.0,4005048.0,4103429.0,4202019.0,4300589.0,4399611.0,4498233.0,4596697.0,4694961.0,4793273.0,4891535.0,4989530.0,5087081.0,5184643.0,5282295.0,5379735.0,5477052.0,5574048.0
20,34.0,22.0,barrichello,11.0,1.0,Finished,107599.0,209174.0,309625.0,409683.0,509503.0,610250.0,710259.0,809728.0,909091.0,1008428.0,1107535.0,1206260.0,1305200.0,1404064.0,1503205.0,1601844.0,1700442.0,1798894.0,1901644.0,2025190.0,2124365.0,2223299.0,2322475.0,2421256.0,2520716.0,2619495.0,2718238.0,2816867.0,2915518.0,3013902.0,3112310.0,3210682.0,3309242.0,3407999.0,3506836.0,3605251.0,3703651.0,3802049.0,3900419.0,4003426.0,4125601.0,4224540.0,4323119.0,4421728.0,4520512.0,4619280.0,4717934.0,4816399.0,4915165.0,5013495.0,5111869.0,5209872.0,5307893.0,5405926.0,5504619.0,5602464.0
