,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,1067,822,bottas,131,1,1,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810,6260,5627,5661,4992,3089,1235,602,104,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,1067,830,max_verstappen,9,2,1,Finished,1326,1542,1533,1666,1579,1777,2106,2110,2401,2440,2629,3109,3584,3715,3541,3192,3119,3154,2626,2623,2579,2822,2775,2721,2639,2839,3283,3786,4036,3932,4401,4698,4830,4697,5854,6783,23251,11624,12085,12121,12211,12030,10341,8530,7905,6466,6519,6871,7736,8238,6973,7481,8114,8876,8081,10880,10966.0,14584.0
2,1067,844,leclerc,6,4,1,Finished,2732,3169,3542,3628,3691,3889,4088,4001,4282,4666,4617,5133,5326,5460,5205,5619,5613,5799,5231,5130,5235,5405,5050,4683,4662,5656,5769,6183,6249,6062,6450,7388,7207,6760,7994,8337,11107,0,0,0,0,0,0,0,0,0,3926,24275,24525,26235,27903,30810,32998,34456,34197,35926,34322.0,37814.0
3,1067,815,perez,9,3,1,Finished,3896,4572,5319,5524,5937,5644,5852,6199,7066,7538,8230,8772,9597,10650,11427,11959,12361,13211,13104,13736,13791,14075,13933,13384,12309,13019,14855,16466,17003,18128,18988,20108,20690,22896,25955,26381,27081,32378,31582,31077,30719,30642,29376,27743,26699,25083,24578,25665,26231,26921,27342,27067,27400,27547,27307,29052,30701.0,33471.0
4,1067,842,gasly,213,6,1,Finished,5332,5974,7176,7918,8576,9059,9618,10573,12223,13259,14238,15639,16903,19092,20963,21662,22595,23743,23466,23691,23772,24090,24626,24854,25217,25840,26440,27095,27585,28277,30287,30699,30758,30156,30694,31081,30293,18380,19358,43660,43000,42465,40467,38760,38342,37121,36797,36663,36610,36528,35133,34924,36037,38077,38889,41695,41194.0,44292.0
5,1067,846,norris,1,7,1,Finished,6561,8300,9798,11338,12877,14306,15750,17023,18542,20517,22416,23425,24825,26048,26766,27261,28086,29012,29121,29533,29647,30070,31675,32068,32046,33378,34548,35702,36489,37062,38046,39346,41165,43276,61982,62178,61708,49500,50234,50332,50605,50758,49392,46908,45095,42624,41667,40771,40591,40141,38829,38310,38779,39410,39922,43095,42655.0,47213.0
6,1067,840,stroll,117,9,1,Finished,7394,9217,10855,12333,13860,15677,17345,19106,21808,23264,24878,26447,28146,29656,30345,31166,32182,33586,34065,34945,35995,36576,36632,36729,36576,37170,38225,39302,40061,40315,41018,41774,42646,43945,45387,46260,46045,34455,35469,67765,69413,70000,70308,69985,69784,68957,69980,71480,73353,74869,74952,77225,79134,79973,79716,81351,79842.0,82018.0
7,1067,852,tsunoda,213,14,11,+1 Lap,8222,10174,11614,13245,15052,16693,18614,21242,23350,25164,26771,28578,30535,32463,34004,36016,38906,40984,41759,42941,44182,57652,59483,60852,61874,63855,65812,68120,70054,71993,74450,77241,81200,84090,88267,110145,110391,98392,99160,102005,102991,103882,103449,104008,106939,107956,108880,109976,111216,112575,111827,112157,113210,113627,113695,115734,114858.0,
8,1067,1,hamilton,131,5,1,Finished,8743,10776,12330,13992,15290,16914,18869,19555,19602,19246,18415,17880,17943,18055,17605,17587,17598,17938,17550,17210,16794,16798,16680,15945,15330,15967,17155,18493,18904,18854,19822,20692,21528,22855,26385,27001,27007,14505,14853,15457,15783,15830,14657,12696,11262,10585,11038,12331,13713,15825,31763,31407,34510,37306,37985,40619,39346.0,41812.0
9,1067,20,vettel,117,18,11,+1 Lap,9121,11653,13590,15699,17513,19448,21897,23893,25971,27883,29531,31179,34498,36511,37826,39351,40803,42962,44037,45454,46719,48050,49421,50322,51323,52603,54398,56597,57728,58771,60354,62065,63536,64635,67380,70736,135769,142916,143031,143094,143538,147331,147297,145920,145294,144301,144287,144413,144376,144809,145451,145823,146484,146787,145889,147794,146315.0,
10,1067,839,ocon,214,10,11,+1 Lap,9994,13353,15996,18185,20785,23241,25828,28593,31073,32673,34235,35699,37310,38688,39701,40929,42214,43896,45090,46405,47705,49139,50475,51176,52170,53595,55187,57606,58948,59506,61397,63374,64206,65215,67708,70353,70631,58539,59274,59815,61119,62320,61842,60659,60608,62543,64366,66833,69695,72690,74135,77159,82563,86418,89722,98236,101166.0,
11,1067,841,giovinazzi,51,11,11,+1 Lap,10850,14864,17492,19678,22168,24692,27955,30437,32881,35029,36857,38919,41048,43041,45011,46505,47939,49615,51084,52499,53975,55701,57403,58347,58613,59905,61322,62780,64111,64951,66446,67662,68851,69652,71609,73712,74359,62999,64575,66002,85122,85542,84706,84328,85115,85231,86821,88617,90474,92956,95345,95891,97118,97856,98237,103358,101921.0,
12,1067,8,raikkonen,51,12,11,+1 Lap,11406,15536,18165,20662,23199,26405,28498,31165,33774,35818,37699,39701,41803,44588,46144,47724,49322,51350,53994,55522,56850,58783,60990,62345,63500,65310,66889,69106,71116,73294,75483,78187,81812,84719,88201,89131,89951,96023,96341,96706,97293,97645,99065,97752,97082,97859,97163,97018,96795,96485,96100,96891,98216,98875,98910,103958,106954.0,
13,1067,847,russell,3,15,11,+1 Lap,12315,15900,19274,21583,24903,28117,30668,32966,35488,37734,39687,41456,43705,45418,47227,49333,50808,52831,54350,56868,58569,60485,62278,63684,65015,66660,68496,70492,72648,74639,77553,80401,83172,86201,90866,111169,111319,100275,102930,104651,108098,111811,111544,111388,110872,109717,110038,110888,111921,113516,113034,113613,114886,116099,116264,119188,118548.0,
14,1067,854,mick_schumacher,210,19,12,+2 Laps,12676,21120,24422,28046,32146,36169,40058,44824,49074,52465,56094,59618,61894,65251,68612,71577,74662,78340,81039,84105,86648,89774,93097,101046,104105,110051,114509,117923,121508,125924,130268,134404,142636,144881,148660,150913,151822,141072,143533,165405,167081,170546,171851,172406,174297,174539,176471,178742,180033,181566,181530,182620,187312,194312,198554,204059,,
