,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
6,1067,822,bottas,131,1,1,Finished,95354,189713,284206,378860,473576,568427,663074,757834,852205,946767,1041048,1135011,1228690,1322381,1416184,1509919,1603274,1696420,1790211,1883570,1977006,2070308,2163644,2257527,2351850,2445425,2538882,2632293,2725975,2820084,2913821,3007706,3101715,3196361,3290233,3384252,3479289,3593130,3687052,3781001,3875445,3969314,4063465,4158162,4253031,4348284,4442378,4536131,4629457,4722353,4816961,4910080,5002206,5094633,5188307,5279330,5373671.0,5464103.0
7,1067,830,max_verstappen,9,2,1,Finished,96680,191255,285739,380526,475155,570204,665180,759944,854606,949207,1043677,1138120,1232274,1326096,1419725,1513111,1606393,1699574,1792837,1886193,1979585,2073130,2166419,2260248,2354489,2448264,2542165,2636079,2730011,2824016,2918222,3012404,3106545,3201058,3296087,3391035,3502540,3597944,3692877,3787495,3881995,3976352,4070717,4165457,4260334,4354646,4448897,4543002,4637193,4730591,4823934,4917561,5010320,5103509,5196388,5290210,5384637.0,5478687.0
13,1067,844,leclerc,6,4,1,Finished,98086,192882,287748,382488,477267,572316,667162,761835,856487,951433,1045665,1140144,1234016,1327841,1421389,1515538,1608887,1702219,1795442,1888700,1982241,2075713,2168694,2262210,2356512,2451081,2544651,2638476,2732224,2826146,2920271,3015094,3108922,3203121,3298227,3392589,3490396,3586320,3680792,3775374,3869784,3964322,4060376,4156927,4252429,4348180,4446304,4560406,4653982,4748588,4844864,4940890,5035204,5129089,5222504,5315256,5407993.0,5501917.0
4,1067,815,perez,9,3,1,Finished,99250,194285,289525,384384,479513,574071,668926,764033,859271,954305,1049278,1143783,1238287,1333031,1427611,1521878,1615635,1709631,1803315,1897306,1990797,2084383,2177577,2270911,2364159,2458444,2553737,2648759,2742978,2838212,2932809,3027814,3122405,3219257,3316188,3410633,3506370,3618698,3712374,3806451,3900503,3994964,4089752,4184670,4279128,4373263,4466956,4561796,4655688,4749274,4844303,4937147,5029606,5122180,5215614,5308382,5404372.0,5497574.0
12,1067,842,gasly,213,6,1,Finished,100686,195687,291382,386778,482152,577486,672692,768407,864428,960026,1055286,1150650,1245593,1341473,1437147,1531581,1625869,1720163,1813677,1907261,2000778,2094398,2188270,2282381,2377067,2471265,2565322,2659388,2753560,2848361,2944108,3038405,3132473,3226517,3320927,3415333,3509582,3604700,3700150,3819034,3912784,4006787,4100843,4195687,4290771,4385301,4479175,4572794,4666067,4758881,4852094,4945004,5038243,5132710,5227196,5321025,5414865.0,5508395.0
14,1067,846,norris,1,7,1,Finished,101915,198013,294004,390198,486453,582733,678824,774857,870747,967284,1063464,1158436,1253515,1348429,1442950,1537180,1631360,1725432,1819332,1913103,2006653,2100378,2195319,2289595,2383896,2478803,2573430,2667995,2762464,2857146,2951867,3047052,3142880,3239637,3352215,3446430,3540997,3635820,3731026,3825706,3920389,4015080,4109768,4203835,4297524,4390804,4484045,4576902,4670048,4762494,4855790,4948390,5040985,5134043,5228229,5322425,5416326.0,5511316.0
10,1067,840,stroll,117,9,1,Finished,102748,198930,295061,391193,487436,584104,680419,776940,874013,970031,1065926,1161458,1256836,1352037,1446529,1541085,1635456,1730006,1824276,1918515,2013001,2106884,2200276,2294256,2388426,2482595,2577107,2671595,2766036,2860399,2954839,3049480,3144361,3240306,3335620,3430512,3525334,3620775,3716261,3843139,3939197,4034322,4130684,4226912,4322213,4417137,4512358,4607611,4702810,4797222,4891913,4987305,5081340,5174606,5268023,5360681,5453513.0,5546121.0
17,1067,852,tsunoda,213,14,11,+1 Lap,103576,199887,295820,392105,488628,585120,681688,779076,875555,971931,1067819,1163589,1259225,1354844,1450188,1545935,1642180,1737404,1831970,1926511,2021188,2127960,2223127,2318379,2413724,2509280,2604694,2700413,2796029,2892077,2988271,3084947,3182915,3280451,3378500,3494397,3589680,3684712,3779952,3877379,3972775,4068204,4163825,4260935,4359368,4456136,4551258,4646107,4740673,4834928,4928788,5022237,5115416,5208260,5302002,5395064,5488529.0,
0,1067,1,hamilton,131,5,1,Finished,104097,200489,296536,392852,488866,585341,681943,777389,871807,966013,1059463,1152891,1246633,1340436,1433789,1527506,1620872,1714358,1807761,1900780,1993800,2087106,2180324,2273472,2367180,2461392,2556037,2650786,2744879,2838938,2933643,3028398,3123243,3219216,3316618,3411253,3506296,3600825,3695645,3790831,3885567,3980152,4075033,4169623,4263691,4358765,4453416,4548462,4643170,4738178,4848724,4941487,5036716,5131939,5226292,5319949,5413017.0,5505915.0
3,1067,20,vettel,117,18,11,+1 Lap,104475,201366,297796,394559,491089,587875,684971,781727,878176,974650,1070579,1166190,1263188,1358892,1454010,1549270,1644077,1739382,1834248,1929024,2023725,2118358,2213065,2307849,2403173,2498028,2593280,2688890,2783703,2878855,2974175,3069771,3165251,3260996,3357613,3454988,3615058,3729236,3823823,3918468,4013322,4111653,4207673,4302847,4397723,4492481,4586665,4680544,4773833,4867162,4962412,5055903,5148690,5241420,5334196,5427124,5519986.0,
9,1067,839,ocon,214,10,11,+1 Lap,105348,203066,300202,397045,494361,591668,688902,786427,883278,979440,1075283,1170710,1266000,1361069,1455885,1550848,1645488,1740316,1835301,1929975,2024711,2119447,2214119,2308703,2404020,2499020,2594069,2689899,2784923,2879590,2975218,3071080,3165921,3261576,3357941,3454605,3549920,3644859,3740066,3835189,3930903,4026642,4122218,4217586,4313037,4410723,4506744,4602964,4699152,4795043,4891096,4987239,5084769,5181051,5278029,5377566,5474837.0,
