,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,hamilton,1,1,1,1,1,1,1,1,3,8,7,5,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,vettel,2,2,2,2,2,2,2,2,1,1,2,7,6,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,6,6,5,4,4,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2,grosjean,3,3,3,3,3,3,3,3,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,3,4,7,7,7,6,6,6,6,6,6,4,4,4,6,6,6,6,6,5,5,5,5,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3,alonso,4,4,4,4,4,4,4,4,4,3,3,2,7,6,6,6,6,6,6,6,6,6,6,4,3,3,3,3,3,3,3,2,2,5,7,7,7,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,massa,5,5,5,5,5,5,5,5,5,4,6,10,10,9,9,9,9,9,9,9,9,9,8,8,7,6,6,6,7,7,8,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5,raikkonen,6,6,6,6,6,6,6,6,6,5,4,3,3,10,10,10,10,10,8,8,8,8,7,7,6,5,5,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,6,6,6,6,6,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
6,webber,7,7,7,7,7,7,7,7,7,6,5,4,2,1,1,1,1,1,1,1,1,1,2,5,5,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
7,button,8,8,8,8,8,8,8,8,8,7,8,6,5,3,3,3,3,3,3,3,3,3,3,6,8,8,8,8,8,8,7,7,7,7,5,5,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,ricciardo,9,9,9,9,9,9,9,9,9,10,16,16,16,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,12,11,11,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,0
9,perez,10,10,10,10,10,10,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,9,12,12,12,12,12,11,10,10,9,8,8,8,8,8,10,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0
10,maldonado,11,11,11,11,11,11,11,11,12,17,14,13,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,14,13,13,13,13,13,13,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,0
11,rosberg,12,12,12,12,12,12,12,12,11,12,15,14,13,13,13,13,13,13,13,12,12,12,11,9,9,9,9,9,9,12,12,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
12,resta,13,13,13,13,13,13,13,13,15,19,17,17,17,16,16,16,16,16,16,15,15,15,15,14,14,15,17,17,16,16,15,15,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,13,15,15,14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,0,0,0,0
13,sutil,14,15,15,15,15,15,15,15,14,13,10,9,9,8,8,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,hulkenberg,15,14,14,14,14,14,14,14,13,11,11,15,15,14,14,14,14,14,14,13,13,13,13,11,11,11,11,11,10,9,9,8,9,10,11,13,13,13,12,13,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,0
15,vergne,16,16,16,16,16,16,16,18,20,20,19,18,18,17,17,17,17,17,17,16,16,16,16,15,15,14,14,14,13,14,16,16,16,15,15,15,15,15,14,14,13,13,13,13,13,13,13,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,12,12,12,12,0
16,gutierrez,17,17,17,17,17,17,17,16,16,14,12,11,11,11,11,11,11,11,11,10,10,10,12,16,16,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,garde,18,19,19,19,19,19,19,20,21,21,21,21,21,20,20,20,19,19,19,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,0,0
18,bottas,19,18,18,18,18,18,18,17,17,16,20,20,20,19,18,18,18,18,18,17,17,17,17,17,17,17,16,15,15,15,14,14,15,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,pic,20,20,20,20,20,20,20,19,18,15,13,12,14,21,21,21,21,21,21,19,19,19,19,19,19,19,19,18,17,17,17,17,17,17,17,17,17,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,0,0
20,jules_bianchi,21,21,21,21,21,21,21,21,19,18,18,19,19,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,0,0,0
