,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
11,fisichella,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,9,8,12,12,12,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,0
12,sato,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,10,9,7,7,8,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,0
13,speed,14,14,14,14,14,14,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,liuzzi,15,15,16,16,16,16,15,15,14,13,13,13,13,13,13,13,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,webber,16,16,15,15,15,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,sutil,17,18,18,19,19,19,18,17,16,15,15,15,15,15,15,15,15,15,14,14,14,13,13,15,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0
17,davidson,18,17,17,17,17,17,16,16,15,14,14,14,14,14,14,14,14,14,12,12,12,10,10,10,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
18,trulli,19,19,19,18,18,18,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,albers,20,20,20,20,20,20,19,18,17,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,15,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,15,15,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0
20,ralf_schumacher,21,21,21,21,21,21,21,20,19,17,17,17,17,17,17,17,17,17,16,16,16,15,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
