,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,alonso,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,5,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,massa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,11,11,11,10,10,10,10,10,8,8,8,8,8,8,7,7,7,6
3,webber,4,4,4,4,14,12,11,9,9,9,9,9,9,9,8,8,5,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,6,6,6,6,7,6,6,6,6,6,6,6,10,8,8,4,3,3,3,3,3,3,3,3,3,2,4,4,4,3,3,3,3
4,hamilton,5,5,5,5,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,rosberg,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,11,10,12,12,11,11,11,11,10,11,11,11,11,11,11,11,11,11,7,9,9,9,9,10,12,12,11,11,9,9,9,8,8,7,7,5,8,9,9,8,8,8,8,8,7,7,7,7,7,7,8,8,8,10
6,button,7,7,7,7,7,6,6,14,12,12,12,12,15,14,11,11,10,8,11,11,10,10,10,10,11,10,10,10,10,10,10,10,10,9,15,11,20,20,20,20,19,17,14,13,11,11,11,11,10,8,10,9,7,5,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1
7,michael_schumacher,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,3,11,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,17,13,8,7,7,7,7,7,6,5,5,4,4,4,4,4,4,2,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,4,4,4,4
8,heidfeld,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,7,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,petrov,10,10,10,10,11,11,10,8,8,8,8,8,8,8,9,9,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,3,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5
10,resta,11,11,11,11,8,13,13,10,10,10,10,10,10,10,10,10,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,7,5,5,5,5,5,5,20,18,17,16,15,15,14,13,13,11,14,14,14,13,13,13,13,13,11,11,11,11,10,10,10,0,0,0
