,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
5,26.0,5.0,kovalainen,5.0,11.0,+1 Lap,105621.0,207127.0,304979.0,401844.0,498983.0,594032.0,688711.0,782961.0,877126.0,977500.0,1071957.0,1167053.0,1261889.0,1356195.0,1450159.0,1544470.0,1637600.0,1731386.0,1831096.0,1948928.0,2042081.0,2136117.0,2231898.0,2328329.0,2424443.0,2521907.0,2623129.0,2722541.0,2821614.0,2922399.0,3023164.0,3123299.0,3224048.0,3333241.0,3459987.0,3566849.0,3678421.0,3791339.0,3905344.0,4017757.0,4127796.0,4233053.0,4338541.0,4445216.0,4551487.0,4655645.0,4757900.0,4859555.0,4967395.0,5071477.0,5172327.0,5272202.0,5372796.0,5472969.0,5572411.0,5671849.0,5769636.0,5866290.0,5962910.0,
1,26.0,1.0,hamilton,1.0,1.0,Finished,106989.0,207259.0,305638.0,402253.0,497160.0,591605.0,685863.0,779732.0,873629.0,967562.0,1062057.0,1156524.0,1250754.0,1344940.0,1438208.0,1531025.0,1624129.0,1717252.0,1810366.0,1903972.0,2002950.0,2119049.0,2213687.0,2308342.0,2403288.0,2498703.0,2593799.0,2693410.0,2789476.0,2885399.0,2980865.0,3076729.0,3172974.0,3270343.0,3370065.0,3476518.0,3591169.0,3712487.0,3846309.0,3952435.0,4056950.0,4159846.0,4264133.0,4365028.0,4466284.0,4567543.0,4668722.0,4769844.0,4870664.0,4969968.0,5069974.0,5169086.0,5266432.0,5364148.0,5462266.0,5559781.0,5658165.0,5754836.0,5851317.0,5949440.0
8,26.0,8.0,raikkonen,4.0,11.0,+1 Lap,107755.0,208811.0,307121.0,403544.0,499946.0,595626.0,690598.0,784881.0,879092.0,973660.0,1067295.0,1161587.0,1255286.0,1348812.0,1442359.0,1535233.0,1627492.0,1719642.0,1812006.0,1904904.0,2004156.0,2122178.0,2218319.0,2318233.0,2418469.0,2520556.0,2624141.0,2728298.0,2831670.0,2943909.0,3068547.0,3164946.0,3260962.0,3358716.0,3462567.0,3568351.0,3686826.0,3809693.0,3920039.0,4026820.0,4134819.0,4242029.0,4346845.0,4450846.0,4555195.0,4659026.0,4763579.0,4865270.0,4966671.0,5067548.0,5167781.0,5270624.0,5369679.0,5466965.0,5564705.0,5662962.0,5760034.0,5858413.0,5955496.0,
2,26.0,2.0,heidfeld,2.0,1.0,Finished,110896.0,213727.0,315307.0,412833.0,509794.0,606375.0,701886.0,797822.0,892641.0,987186.0,1081529.0,1176588.0,1271632.0,1365782.0,1459783.0,1553491.0,1646545.0,1741041.0,1834431.0,1927545.0,2020264.0,2118927.0,2240284.0,2336058.0,2431004.0,2526172.0,2622839.0,2718104.0,2813038.0,2909137.0,3004729.0,3101234.0,3198779.0,3295517.0,3394334.0,3501767.0,3617709.0,3747125.0,3882768.0,3991573.0,4099641.0,4206731.0,4315742.0,4422355.0,4526059.0,4629236.0,4731440.0,4832791.0,4933001.0,5032982.0,5134718.0,5233884.0,5332470.0,5430397.0,5527643.0,5625558.0,5723519.0,5821305.0,5918639.0,6018017.0
11,26.0,12.0,piquet_jr,16.0,20.0,Spun off,112185.0,215516.0,315946.0,414171.0,511309.0,607536.0,704810.0,800444.0,895824.0,991318.0,1086857.0,1182478.0,1277742.0,1372813.0,1466916.0,1561179.0,1655026.0,1749247.0,1843969.0,1937691.0,2030894.0,2130986.0,2252100.0,2349352.0,2448370.0,2547408.0,2643222.0,2740345.0,2837366.0,2936344.0,3033591.0,3130848.0,3228842.0,3328656.0,3430832.0,,,,,,,,,,,,,,,,,,,,,,,,,
4,26.0,4.0,alonso,6.0,11.0,+1 Lap,112676.0,214028.0,312375.0,407875.0,502779.0,598006.0,693281.0,788362.0,883111.0,978323.0,1073974.0,1169569.0,1265270.0,1361505.0,1456220.0,1549926.0,1643059.0,1736252.0,1829548.0,1928923.0,2047316.0,2141948.0,2240474.0,2344826.0,2448064.0,2557121.0,2678490.0,2775043.0,2870988.0,2966693.0,3062609.0,3159163.0,3255046.0,3351784.0,3454097.0,3562726.0,3676771.0,3789655.0,3901387.0,4012661.0,4121471.0,4229338.0,4336821.0,4444511.0,4550511.0,4657160.0,4761265.0,4864306.0,4965635.0,5066772.0,5167356.0,5270222.0,5372375.0,5472420.0,5572028.0,5671077.0,5770062.0,5868703.0,5965831.0,
13,26.0,15.0,trulli,7.0,11.0,+1 Lap,115868.0,217119.0,316728.0,415324.0,512662.0,609654.0,706341.0,802859.0,899194.0,995309.0,1091410.0,1187354.0,1283153.0,1379116.0,1474649.0,1569342.0,1663953.0,1759400.0,1856117.0,1951841.0,2045893.0,2139701.0,2237521.0,2340424.0,2443984.0,2555068.0,2676663.0,2773318.0,2868721.0,2963860.0,3058838.0,3153681.0,3249477.0,3345711.0,3447683.0,3554722.0,3666647.0,3779568.0,3890600.0,4001022.0,4114331.0,4225633.0,4335569.0,4443230.0,4548897.0,4653502.0,4763242.0,4885770.0,4986550.0,5086553.0,5184984.0,5282570.0,5379910.0,5477381.0,5575438.0,5673363.0,5771853.0,5870026.0,5966912.0,
9,26.0,9.0,kubica,14.0,20.0,Spun off,117243.0,219376.0,318103.0,416265.0,513401.0,610452.0,707055.0,803487.0,899830.0,995938.0,1092380.0,1188142.0,1284145.0,1379783.0,1475360.0,1570210.0,1664620.0,1760246.0,1855145.0,1950344.0,2044180.0,2137719.0,2241368.0,2361322.0,2456475.0,2552433.0,2647795.0,2742898.0,2837879.0,2934436.0,3030127.0,3126375.0,3224250.0,3322596.0,3424328.0,3532678.0,3646493.0,3769508.0,3906696.0,,,,,,,,,,,,,,,,,,,,,
10,26.0,10.0,glock,12.0,11.0,+1 Lap,118928.0,221055.0,321274.0,419387.0,517670.0,614558.0,711082.0,807347.0,903091.0,999192.0,1095067.0,1192183.0,1288120.0,1383502.0,1478924.0,1573542.0,1668181.0,1763538.0,1858148.0,1953095.0,2048117.0,2142803.0,2241236.0,2343176.0,2451731.0,2573959.0,2670454.0,2766925.0,2862144.0,2957413.0,3052524.0,3149259.0,3245873.0,3341769.0,3450902.0,3560850.0,3696973.0,3811684.0,3927666.0,4039863.0,4155905.0,4266191.0,4405956.0,4532283.0,4634826.0,4736757.0,4837167.0,4936777.0,5035526.0,5135013.0,5235468.0,5334558.0,5433489.0,5531396.0,5628968.0,5725723.0,5823029.0,5920210.0,6019115.0,
18,26.0,22.0,barrichello,3.0,1.0,Finished,119336.0,222558.0,322886.0,421631.0,519564.0,616794.0,714119.0,811605.0,908249.0,1010228.0,1106532.0,1203691.0,1299960.0,1395393.0,1490426.0,1584737.0,1679238.0,1774105.0,1867775.0,1961681.0,2055067.0,2149283.0,2246888.0,2354822.0,2475160.0,2572087.0,2667155.0,2762767.0,2857902.0,2953170.0,3049097.0,3144806.0,3241428.0,3339265.0,3449989.0,3594960.0,3696205.0,3799093.0,3901594.0,4005632.0,4106690.0,4208144.0,4308826.0,4407788.0,4506785.0,4611987.0,4738956.0,4840938.0,4941263.0,5041878.0,5141845.0,5240886.0,5338898.0,5437556.0,5536877.0,5635696.0,5733598.0,5832840.0,5930965.0,6031713.0
