,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,massa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,hamilton,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2,alonso,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,raikkonen,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,heidfeld,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,kubica,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,fisichella,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,11,10,9,9,9,8,8,8,7,7,9,9,9,9,10,9,9,9,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8
7,webber,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,13,11,10,10,10,9,9,10,9,9,8,8,8,8,8,7,7,7,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,kovalainen,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,9,8,7,6,7,15,14,14,13,13,13,13,13,12,12,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,trulli,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,7,7,13,13,13,13,11,11,11,10,10,10,10,10,10,9,8,8,8,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
10,wurz,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,13,16,16,16,15,15,15,14,15,14,13,13,12,12,12,12,12,14,15,14,14,14,13,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
11,davidson,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,12,11,10,10,9,8,7,6,6,6,6,14,14,14,14,14,13,13,12,12,12,11,13,13,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0
12,rosberg,13,13,13,12,12,12,12,12,12,13,13,13,13,13,13,13,11,11,9,8,8,7,14,15,14,12,12,12,11,11,11,11,11,11,11,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
13,sato,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,11,17,17,17,17,17,17,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,coulthard,15,15,15,15,14,13,13,13,13,12,12,12,12,12,11,11,12,15,15,15,14,14,12,12,11,10,10,9,8,8,7,7,7,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,barrichello,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,14,13,12,12,12,11,11,12,13,17,17,17,17,17,17,17,17,16,15,15,15,15,14,14,13,13,13,13,13,14,14,14,14,14,13,13,13,13,13,0
16,liuzzi,17,17,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,ralf_schumacher,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,18,18,17,16,16,16,16,16,16,15,15,15,15,15,15,15,15,14,13,13,13,14,15,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,0
18,albers,19,19,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,17,17,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,0,0
