,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
8,38,13,massa,6,1,1,Finished,111709,272462,421045,516852,612352,707779,802988,898139,993385,1088335,1183377,1278296,1373072,1467765,1562746,1657474,1752122,1846530,1941366,2036242,2133753,2255910,2351306,2445990,2540768,2635869,2730743.0,2825610.0,2920576.0,3015609.0,3110635.0,3205315.0,3299889.0,3394355.0,3489181.0,3584085.0,3679426.0,3773787.0,3868475.0,3966036.0,4087184.0,4181251.0,4276583.0,4371197.0,4466100.0,4561224.0,4656249.0,4751600.0,4846380.0,4941587.0,5037002.0,5131884.0,5226780.0,5322445.0,5417292.0,5512030.0,5607515.0
0,38,1,hamilton,1,2,1,Finished,112636,274063,421353,517513,612952,708458,803935,899198,994335,1089144,1184110,1279193,1374114,1469179,1563786,1658812,1753302,1847572,1944890,2068051,2163775,2259334,2354871,2450674,2546697,2642309,2737775.0,2833173.0,2928600.0,3024002.0,3119414.0,3214458.0,3309430.0,3404612.0,3499730.0,3594628.0,3689557.0,3783856.0,3878554.0,3973101.0,4068141.0,4162554.0,4257013.0,4354638.0,4473754.0,4568250.0,4662971.0,4757665.0,4852316.0,4947101.0,5041692.0,5136114.0,5230720.0,5325904.0,5420891.0,5515521.0,5609875.0
3,38,4,alonso,1,5,1,Finished,115185,276798,421720,518246,613942,710139,806174,901814,997484,1093137,1188742,1284004,1379604,1475431,1570806,1666147,1761279,1856656,1951467,2046593,2141705,2239865,2361282,2457205,2552850,2648435,2743731.0,2839078.0,2934365.0,3029824.0,3125573.0,3222079.0,3317487.0,3412829.0,3508255.0,3603351.0,3698530.0,3793105.0,3888081.0,3982554.0,4077346.0,4171962.0,4269681.0,4388956.0,4483616.0,4578036.0,4673031.0,4767680.0,4862307.0,4957345.0,5052157.0,5146779.0,5241732.0,5336808.0,5431607.0,5526423.0,5621941.0
5,38,8,raikkonen,6,3,1,Finished,116729,278732,423390,518699,614384,711366,806836,902381,998101,1093620,1189650,1284589,1380007,1475947,1571424,1666525,1761803,1857326,1952352,2047260,2142326,2237338,2334490,2456641,2551582,2646394,2741524.0,2836489.0,2931409.0,3026348.0,3121382.0,3216330.0,3311747.0,3406781.0,3501554.0,3596077.0,3690700.0,3785064.0,3879421.0,3973816.0,4071631.0,4191341.0,4285979.0,4380603.0,4475559.0,4570584.0,4665693.0,4760537.0,4855606.0,4950920.0,5046034.0,5141088.0,5236431.0,5331394.0,5426170.0,5521545.0,5618354.0
1,38,2,heidfeld,2,4,1,Finished,118031,279607,424543,520606,616652,712536,808380,903921,999684,1095337,1190837,1286017,1381380,1477177,1572810,1667926,1763292,1858500,1953478,2048827,2143815,2239128,2336938,2458324,2553347,2649391,2744562.0,2839754.0,2934987.0,3030421.0,3125873.0,3221032.0,3316463.0,3411231.0,3506002.0,3600498.0,3695699.0,3790169.0,3884837.0,3979515.0,4077051.0,4197222.0,4291809.0,4386653.0,4481540.0,4576474.0,4671413.0,4766274.0,4861015.0,4955701.0,5050674.0,5145343.0,5240494.0,5335707.0,5430661.0,5525746.0,5621346.0
6,38,9,kubica,2,6,1,Finished,118926,280486,425064,522001,618258,714816,811385,907781,1004431,1100695,1197054,1293402,1389558,1486018,1582507,1678862,1774987,1871061,1967251,2063088,2159138,2255013,2353593,2474920,2570036,2665564,2760900.0,2856398.0,2951877.0,3048058.0,3144022.0,3239868.0,3335898.0,3431572.0,3527432.0,3623409.0,3718902.0,3813912.0,3909289.0,4004363.0,4099562.0,4194703.0,4292425.0,4412468.0,4507332.0,4602151.0,4697298.0,4792738.0,4888077.0,4984164.0,5079736.0,5175038.0,5270748.0,5366281.0,5461873.0,5557617.0,5653044.0
14,38,21,fisichella,4,8,1,Finished,119688,281143,425270,522712,619177,715816,812076,908572,1005023,1101454,1197872,1294148,1390589,1486751,1583180,1679723,1775907,1871998,1970482,2096267,2194289,2291194,2387927,2485501,2582574,2679741,2776481.0,2873269.0,2970018.0,3066887.0,3165325.0,3262083.0,3358880.0,3455578.0,3553520.0,3650339.0,3746415.0,3842461.0,3938548.0,4034533.0,4130804.0,4226454.0,4322127.0,4420144.0,4539482.0,4634887.0,4730842.0,4826492.0,4921950.0,5017602.0,5112802.0,5208078.0,5304232.0,5400665.0,5496875.0,5593182.0,5689216.0
12,38,17,webber,9,17,6,Gearbox,120407,282164,426011,523559,620030,717180,813780,910207,1006274,1102585,1198703,1294866,1391714,1487850,1583906,1681050,1776913,1875564,2001547,2097734,2195596,2292092,2388757,2485951,2583085,2680279,2777374.0,2874904.0,2971352.0,3067787.0,3164087.0,3260376.0,3356710.0,3452567.0,3548768.0,3644818.0,3740523.0,3838758.0,3961659.0,4057811.0,4154003.0,,,,,,,,,,,,,,,,
4,38,5,kovalainen,4,9,1,Finished,121188,283758,426476,524272,621511,718677,815575,912534,1009661,1106937,1204587,1301534,1398568,1495518,1593322,1690094,1786858,1883618,1982792,2080149,2176800,2273051,2369273,2466147,2565634,2687695,2783170.0,2879256.0,2976009.0,3072152.0,3168883.0,3265679.0,3362307.0,3459039.0,3555806.0,3652551.0,3748645.0,3844609.0,3940865.0,4037001.0,4132907.0,4231499.0,4353279.0,4448960.0,4545154.0,4641138.0,4737292.0,4833159.0,4929570.0,5025534.0,5121305.0,5217134.0,5313159.0,5409038.0,5505010.0,5600894.0,5696926.0
10,38,15,trulli,7,7,1,Finished,123824,285178,426999,525038,622222,719501,816951,913618,1010427,1107869,1205127,1302176,1399204,1495980,1592749,1688650,1784523,1880374,1975876,2071879,2170336,2294731,2392819,2491155,2588154,2684552,2780653.0,2876695.0,2972761.0,3068907.0,3165959.0,3262841.0,3359619.0,3456201.0,3552600.0,3648611.0,3744016.0,3839575.0,3934892.0,4030045.0,4125262.0,4223063.0,4343849.0,4439567.0,4535769.0,4632455.0,4728635.0,4824469.0,4920386.0,5016014.0,5111707.0,5207323.0,5303737.0,5400161.0,5496538.0,5592732.0,5688886.0
18,38,25,wurz,3,11,11,+1 Lap,124701,285967,427515,525398,622576,719867,817420,914065,1010652,1108414,1205682,1302574,1399623,1496370,1594774,1691206,1790510,1913728,2009877,2106045,2202405,2298740,2394833,2491442,2589677,2686434,2782426.0,2878644.0,2974728.0,3070790.0,3167193.0,3263631.0,3360758.0,3459770.0,3583066.0,3681154.0,3777354.0,3874049.0,3971260.0,4069803.0,4166643.0,4263557.0,4360123.0,4456444.0,4552975.0,4649582.0,4745922.0,4842230.0,4939206.0,5035656.0,5133022.0,5229218.0,5327145.0,5424171.0,5521249.0,5618906.0,
13,38,19,davidson,8,16,5,Engine,126073,287666,428495,527164,624420,722804,821601,918741,1015771,1113149,1210213,1307595,1404322,1501134,1598198,1695137,1791857,1888310,1985076,2081838,2178435,2275087,2371407,2468119,2564382,2660836,2756947.0,2855372.0,2976729.0,3072842.0,3169292.0,3266291.0,3362821.0,3459496.0,3556346.0,3653241.0,3749719.0,3845950.0,3944956.0,4070560.0,4166962.0,4263976.0,4361020.0,4457403.0,4554337.0,4650998.0,4747551.0,4843934.0,4941322.0,5038613.0,5134950.0,,,,,,
2,38,3,rosberg,3,10,1,Finished,126937,288266,428833,526210,623146,720174,817884,914834,1011349,1110428,1208389,1305051,1401083,1497623,1594776,1691668,1788257,1884087,1982492,2078190,2173780,2271738,2393530,2492108,2589275,2685549,2781745.0,2877657.0,2974006.0,3070045.0,3166517.0,3263170.0,3360128.0,3456652.0,3553852.0,3650638.0,3747227.0,3843453.0,3942431.0,4064074.0,4159935.0,4255655.0,4354015.0,4450084.0,4546202.0,4642258.0,4738295.0,4834351.0,4930905.0,5026761.0,5122317.0,5218023.0,5314148.0,5409960.0,5505694.0,5601529.0,5697431.0
7,38,11,sato,8,19,5,Engine,127586,289385,429206,527942,625926,723197,822112,919862,1016871,1114081,1211279,1308688,1405754,1502728,1599739,1696495,1793087,1889493,1986184,2085675,2210615,2307526,2403885,2501212,2598372,2695417,2792077.0,2888676.0,2985400.0,3081944.0,3178584.0,3275644.0,3372966.0,3470774.0,,,,,,,,,,,,,,,,,,,,,,,
9,38,14,coulthard,9,18,30,Driveshaft,129201,290538,429492,527951,624849,722723,819919,916280,1012576,1109288,1205864,1303302,1399913,1496916,1594242,1690574,1789951,1911332,2006872,2102843,2198716,2295099,2391305,2487936,2584023,2681902,2778054.0,2873847.0,2970419.0,3067197.0,3162996.0,3258476.0,3354008.0,3449392.0,3548075.0,3702497.0,,,,,,,,,,,,,,,,,,,,,
15,38,22,barrichello,11,13,11,+1 Lap,129631,291285,430118,528536,627686,726629,824878,923430,1021611,1119386,1217331,1315190,1412664,1510353,1608162,1706076,1803795,1901069,1998385,2095912,2195299,2293528,2390543,2487579,2585693,2686051,2810180.0,2906395.0,3003041.0,3099941.0,3196969.0,3293847.0,3391046.0,3488220.0,3586431.0,3683110.0,3779533.0,3876212.0,3976164.0,4073219.0,4169557.0,4266199.0,4362740.0,4459085.0,4555318.0,4654703.0,4775858.0,4874661.0,4971035.0,5066877.0,5162751.0,5259497.0,5355994.0,5452895.0,5549593.0,5646110.0,
17,38,24,liuzzi,5,20,9,Hydraulics,130747,292005,433238,532318,630751,729542,827726,926057,1027279,1140739,1238557,1336338,1434046,1531870,1629823,1727385,1825062,1922327,2019882,2117511,2218595,2469376,2565099,2661225,2757405,2863442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,38,23,ralf_schumacher,7,12,11,+1 Lap,132031,293337,430569,528795,627372,725285,822426,920266,1017226,1114564,1211579,1309087,1406192,1503094,1600160,1697121,1796695,1919682,2016032,2112626,2209670,2306494,2403113,2500002,2596676,2693230,2790077.0,2886154.0,2982612.0,3078547.0,3174439.0,3270802.0,3366983.0,3462941.0,3558987.0,3655627.0,3751472.0,3850509.0,3976142.0,4074898.0,4171036.0,4268347.0,4365165.0,4461731.0,4558318.0,4654776.0,4753144.0,4849893.0,4946277.0,5043724.0,5139766.0,5238802.0,5338846.0,5435139.0,5531618.0,5627984.0,
