,0,1,2
0,17,9,1:13.826
1,9,4,1:14.120
2,20,9,1:14.227
3,13,6,1:14.283
4,1,1,1:14.432
5,3,131,1:14.375
6,30,131,1:14.590
7,18,1,1:14.637
8,22,3,1:14.901
9,24,10,1:15.061
10,807,3,1:15.317
11,16,10,1:15.318
12,67,5,1:15.413
13,808,4,1:15.482
14,37,15,1:15.692
15,155,15,1:15.992
16,153,5,1:16.021
17,5,205,1:17.094
18,15,205,1:17.134
19,10,166,1:17.377
20,810,166,1:17.864
21,811,164,1:18.509
22,812,164,1:19.559
23,4,6,3:00.00
