,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
9,342,17,webber,9,1,1,Finished,86841,221436,345141.0,468724.0,587573.0,701613.0,782023.0,861648.0,940513.0,1019032.0,1097357.0,1175847.0,1253826.0,1332196.0,1410346.0,1488130.0,1566034.0,1644060.0,1721653.0,1800689.0,1879189.0,1957207.0,2054423.0,2137895.0,2216318.0,2294589.0,2372679.0,2450822.0,2528407.0,2605779.0,2684777.0,2826030.0,2948346.0,3028561.0,3106774.0,3184548.0,3262258.0,3339868.0,3417487.0,3494654.0,3571482.0,3648624.0,3726458.0,3849355.0,3962509.0,4040898.0,4118393.0,4195579.0,4272084.0,4348974.0,4425284.0,4501569.0,4577568.0,4653750.0,4729846.0,4806127.0,4882033.0,4958292.0,5034124.0,5110121.0,5187062.0,5262858.0,5338176.0,5414199.0,5490556.0,5566597.0,5642381.0,5718139.0,5793527.0,5869159.0,5945254.0,6021604.0,6097769.0,6176434.0,6253883.0,6379481.0,6498750.0,6613355.0
11,342,20,vettel,9,2,1,Finished,88256,222273,348191.0,470806.0,589104.0,702348.0,783477.0,863258.0,942351.0,1021525.0,1100336.0,1179513.0,1258645.0,1337533.0,1416442.0,1495204.0,1574169.0,1652573.0,1731243.0,1809694.0,1888097.0,1986218.0,2068928.0,2148495.0,2227022.0,2305271.0,2383488.0,2461168.0,2538853.0,2617222.0,2700121.0,2827739.0,2949073.0,3029683.0,3108545.0,3186786.0,3264733.0,3342457.0,3419787.0,3496996.0,3574222.0,3651290.0,3731261.0,3850691.0,3963223.0,4042821.0,4120849.0,4198131.0,4275265.0,4352130.0,4428592.0,4505091.0,4581574.0,4657959.0,4734229.0,4810500.0,4886610.0,4962746.0,5038896.0,5115369.0,5191662.0,5269070.0,5345093.0,5420868.0,5496669.0,5572323.0,5647821.0,5723833.0,5799456.0,5875190.0,5950382.0,6025848.0,6101884.0,6177947.0,6255557.0,6380816.0,6499590.0,6613803.0
4,342,9,kubica,4,3,1,Finished,88990,223486,349728.0,471936.0,589681.0,703027.0,784328.0,864318.0,943564.0,1022451.0,1101529.0,1180825.0,1260068.0,1339290.0,1418267.0,1497646.0,1576831.0,1655785.0,1734613.0,1813237.0,1909927.0,1991433.0,2069666.0,2149115.0,2227762.0,2306153.0,2384403.0,2462343.0,2540103.0,2619064.0,2702398.0,2828812.0,2949732.0,3030978.0,3110071.0,3188252.0,3266140.0,3343604.0,3421023.0,3498059.0,3575227.0,3652291.0,3731976.0,3852123.0,3963973.0,4043974.0,4122261.0,4199860.0,4276702.0,4353626.0,4430225.0,4506694.0,4583073.0,4659356.0,4735537.0,4811740.0,4887749.0,4964153.0,5039992.0,5116155.0,5192730.0,5269905.0,5346122.0,5422148.0,5498023.0,5573559.0,5649067.0,5724883.0,5800977.0,5876732.0,5952384.0,6027737.0,6103566.0,6179881.0,6257854.0,6381809.0,6500781.0,6615030.0
6,342,13,massa,6,4,1,Finished,89929,224892,350799.0,472652.0,590427.0,703535.0,785093.0,865084.0,944686.0,1023920.0,1102995.0,1182443.0,1261726.0,1341154.0,1420453.0,1499616.0,1578821.0,1657679.0,1755316.0,1837963.0,1916894.0,1997139.0,2076426.0,2155189.0,2234545.0,2313402.0,2391092.0,2468593.0,2546191.0,2623728.0,2709139.0,2832125.0,2952207.0,3032662.0,3111393.0,3189482.0,3267411.0,3344819.0,3422484.0,3500165.0,3577055.0,3654072.0,3733608.0,3853334.0,3964492.0,4044810.0,4123439.0,4200992.0,4278208.0,4355103.0,4431939.0,4508373.0,4584568.0,4661071.0,4737518.0,4813828.0,4890095.0,4966140.0,5042429.0,5118446.0,5194621.0,5271473.0,5347549.0,5423689.0,5499923.0,5575603.0,5651559.0,5727062.0,5802759.0,5878820.0,5955273.0,6031225.0,6107061.0,6183629.0,6261365.0,6382614.0,6501308.0,6616021.0
0,342,1,hamilton,1,5,1,Finished,91129,225357,353220.0,474655.0,591301.0,703967.0,785769.0,865873.0,945694.0,1025168.0,1104401.0,1183869.0,1263598.0,1343104.0,1422851.0,1502582.0,1601099.0,1682567.0,1760224.0,1839381.0,1918847.0,1998174.0,2077026.0,2155990.0,2235020.0,2314119.0,2392301.0,2469955.0,2547890.0,2626077.0,2710459.0,2832989.0,2952512.0,3033317.0,3112512.0,3191027.0,3268992.0,3346627.0,3424049.0,3501511.0,3578686.0,3655635.0,3735212.0,3854055.0,3964908.0,4045467.0,4124058.0,4201927.0,4279274.0,4356402.0,4433512.0,4510242.0,4587393.0,4663909.0,4740476.0,4816819.0,4893092.0,4969392.0,5045734.0,5122281.0,5198531.0,5275568.0,5353247.0,5429549.0,5506159.0,5582869.0,5659666.0,5735885.0,5812340.0,5888813.0,5965376.0,6041967.0,6118541.0,6196170.0,6284156.0,6383553.0,6502089.0,6617718.0
12,342,22,barrichello,3,18,22,Suspension,93346,226559,354731.0,475609.0,592659.0,704768.0,787311.0,867999.0,948229.0,1028428.0,1108327.0,1188239.0,1268150.0,1348303.0,1428317.0,1508123.0,1587811.0,1667973.0,1766577.0,1850217.0,1929916.0,2008990.0,2089574.0,2169642.0,2249449.0,2329385.0,2410141.0,2490301.0,2570952.0,2650712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,342,30,michael_schumacher,131,12,1,Finished,94592,227766,356051.0,476547.0,593978.0,705084.0,787999.0,869076.0,949223.0,1029608.0,1109854.0,1189471.0,1269313.0,1349523.0,1429512.0,1509443.0,1589005.0,1668656.0,1766170.0,1848151.0,1926034.0,2003671.0,2081276.0,2159497.0,2237572.0,2316025.0,2394386.0,2472418.0,2551180.0,2629938.0,2717228.0,2835537.0,2953506.0,3035584.0,3114683.0,3193312.0,3271982.0,3350624.0,3428931.0,3506628.0,3584163.0,3661423.0,3745116.0,3857841.0,3965997.0,4046966.0,4126173.0,4204335.0,4282472.0,4360581.0,4437979.0,4515175.0,4591670.0,4668199.0,4744817.0,4821514.0,4898380.0,4975215.0,5051821.0,5128700.0,5204940.0,5281306.0,5358523.0,5435384.0,5511916.0,5588196.0,5664302.0,5741186.0,5817871.0,5895051.0,5970631.0,6047884.0,6124635.0,6201840.0,6289270.0,6385955.0,6504426.0,6639067.0
1,342,3,rosberg,131,7,1,Finished,95789,228900,356482.0,477966.0,595034.0,705654.0,788817.0,870291.0,950757.0,1030814.0,1111021.0,1191135.0,1270921.0,1350815.0,1430699.0,1510797.0,1589650.0,1669201.0,1749205.0,1826743.0,1904188.0,1981854.0,2059257.0,2138616.0,2217302.0,2295742.0,2373981.0,2470061.0,2552784.0,2631547.0,2722304.0,2837061.0,2953999.0,3036662.0,3116696.0,3195755.0,3274347.0,3353833.0,3431957.0,3509511.0,3586811.0,3664020.0,3750376.0,3859127.0,3966363.0,4047455.0,4126760.0,4205358.0,4283638.0,4361706.0,4439508.0,4516623.0,4593791.0,4670734.0,4747132.0,4823462.0,4899933.0,4976526.0,5053189.0,5130098.0,5207748.0,5284409.0,5361039.0,5438071.0,5514030.0,5590236.0,5666602.0,5743187.0,5819602.0,5896547.0,5972793.0,6048912.0,6126360.0,6204923.0,6297356.0,6387547.0,6505430.0,6620006.0
13,342,24,liuzzi,10,9,1,Finished,96793,230829,357587.0,480283.0,596746.0,706460.0,789703.0,871357.0,952209.0,1032421.0,1112508.0,1192686.0,1272745.0,1352482.0,1432262.0,1512183.0,1591475.0,1671077.0,1769309.0,1852010.0,1931058.0,2010325.0,2090089.0,2170304.0,2250434.0,2330544.0,2410950.0,2491424.0,2571918.0,2651571.0,2746560.0,2841135.0,2956282.0,3040087.0,3119955.0,3199834.0,3279545.0,3358966.0,3437909.0,3516884.0,3596102.0,3674881.0,3762858.0,3861124.0,3967636.0,4049057.0,4128961.0,4208297.0,4286938.0,4365407.0,4443167.0,4521050.0,4598771.0,4676266.0,4753835.0,4831263.0,4908468.0,4985609.0,5062527.0,5139770.0,5216601.0,5293384.0,5370188.0,5447266.0,5525396.0,5603644.0,5680816.0,5757802.0,5834668.0,5911353.0,5987784.0,6063926.0,6140407.0,6218102.0,6308780.0,6397868.0,6508444.0,6620660.0
8,342,16,sutil,10,8,1,Finished,97880,231693,358474.0,481183.0,597717.0,706905.0,790173.0,871772.0,952723.0,1033053.0,1113077.0,1193078.0,1273340.0,1353290.0,1432951.0,1513069.0,1592400.0,1672075.0,1751219.0,1829365.0,1907275.0,2005348.0,2087856.0,2166446.0,2244537.0,2323106.0,2404272.0,2482957.0,2561597.0,2640275.0,2729571.0,2838535.0,2954762.0,3039119.0,3118170.0,3197428.0,3276456.0,3355211.0,3433932.0,3512345.0,3590669.0,3669754.0,3754314.0,3859760.0,3967027.0,4048321.0,4127639.0,4206631.0,4285032.0,4363015.0,4440901.0,4518789.0,4596205.0,4673224.0,4750561.0,4827663.0,4904788.0,4981333.0,5058500.0,5135051.0,5211683.0,5288547.0,5365173.0,5443119.0,5521316.0,5598018.0,5674622.0,5751291.0,5827746.0,5903981.0,5981248.0,6057211.0,6133613.0,6212183.0,6304415.0,6392007.0,6506862.0,6620325.0
10,342,18,button,1,23,5,Engine,98509,232794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,342,67,buemi,5,10,1,Finished,99675,233625,359568.0,482547.0,599092.0,707872.0,790908.0,872898.0,953927.0,1034389.0,1114427.0,1194237.0,1274372.0,1354603.0,1434099.0,1514095.0,1593670.0,1673291.0,1752667.0,1850280.0,1932730.0,2011425.0,2090977.0,2171313.0,2251160.0,2331132.0,2411807.0,2492010.0,2572751.0,2652433.0,2747047.0,2841971.0,2957054.0,3040979.0,3121403.0,3200671.0,3280149.0,3359650.0,3438721.0,3517753.0,3596913.0,3675752.0,3764551.0,3861862.0,3968177.0,4049767.0,4129630.0,4209152.0,4288181.0,4366628.0,4444800.0,4522742.0,4600474.0,4678300.0,4755761.0,4832897.0,4909907.0,4987004.0,5064133.0,5141207.0,5218054.0,5295229.0,5371889.0,5448959.0,5526506.0,5605766.0,5682977.0,5759470.0,5836189.0,5913367.0,5989962.0,6066743.0,6143313.0,6221520.0,6311325.0,6399041.0,6509222.0,6621554.0
19,342,808,petrov,4,13,23,Brakes,101276,235399,360679.0,483865.0,600054.0,708815.0,791768.0,873924.0,954871.0,1035197.0,1115323.0,1195191.0,1275389.0,1355237.0,1435434.0,1514886.0,1594933.0,1674343.0,1754946.0,1833814.0,1931925.0,2015532.0,2094398.0,2173976.0,2253557.0,2333048.0,2412901.0,2492844.0,2574169.0,2704137.0,2824677.0,2915879.0,2996871.0,3078612.0,3158077.0,3238255.0,3316727.0,3395203.0,3473824.0,3552037.0,3642115.0,3737603.0,3843309.0,3925055.0,4005022.0,4084456.0,4163544.0,4242136.0,4320150.0,4398756.0,4476367.0,4554031.0,4632376.0,4710024.0,4788220.0,4865361.0,4943189.0,5019986.0,5096391.0,5173151.0,5249651.0,5326256.0,5403245.0,5484261.0,5561896.0,5638978.0,5715902.0,5793398.0,5869826.0,5946454.0,6023400.0,6102340.0,,,,,,
15,342,37,rosa,15,22,9,Hydraulics,102253,236170,361459.0,485156.0,600879.0,709505.0,792616.0,874932.0,956106.0,1036388.0,1116443.0,1196600.0,1276428.0,1356365.0,1436313.0,1516181.0,1596010.0,1676016.0,1755723.0,1835643.0,1914913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,342,155,kobayashi,15,19,6,Gearbox,103283,237161,362390.0,486128.0,602147.0,710221.0,793509.0,876062.0,957319.0,1037645.0,1117995.0,1198220.0,1278417.0,1358823.0,1438425.0,1518085.0,1597712.0,1677210.0,1756746.0,1836474.0,1915839.0,1996574.0,2075617.0,2154392.0,2233755.0,2314002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,342,153,alguersuari,5,11,1,Finished,104565,238215,363335.0,487070.0,603192.0,711056.0,793959.0,876473.0,957760.0,1038488.0,1118814.0,1199035.0,1279099.0,1359369.0,1439314.0,1519118.0,1598987.0,1678240.0,1757972.0,1838944.0,1937630.0,2020658.0,2099552.0,2179783.0,2261247.0,2342524.0,2424505.0,2505748.0,2584097.0,2672149.0,2768037.0,2858838.0,2959567.0,3043718.0,3124535.0,3203122.0,3281444.0,3360292.0,3439408.0,3518643.0,3597716.0,3676650.0,3766163.0,3862627.0,3968744.0,4050276.0,4130312.0,4209674.0,4288778.0,4367382.0,4445551.0,4523923.0,4601498.0,4679213.0,4756957.0,4834155.0,4911514.0,4988527.0,5065674.0,5142700.0,5219774.0,5296759.0,5373502.0,5450532.0,5527650.0,5609588.0,5686632.0,5763233.0,5840905.0,5917674.0,5994267.0,6070699.0,6147080.0,6225756.0,6316628.0,6401792.0,6510641.0,6622490.0
