,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,massa,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,webber,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,8,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,alonso,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,hulkenberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,7,7,6,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,rosberg,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,2,7,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,ricciardo,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,perez,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,12,11,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11
8,vergne,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,hamilton,10,10,10,10,10,10,10,11,11,11,11,11,14,18,17,17,15,15,15,15,14,13,11,11,8,8,8,7,6,6,6,5,5,5,5,5,5,7,13,13,13,13,13,12,11,11,11,11,11,10,9,9,9
10,button,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,14,13,13,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10
11,sutil,12,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,10,9,7,7,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,12,12,12,12,12,12,12,14,0
12,grosjean,13,12,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,10,10,15,15,15,15,13,12,12,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
13,maldonado,14,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,13,13,13,13,12,11,9,9,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13
14,gutierrez,15,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,11,10,8,6,4,4,4,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,13,13,13,13,13,13,13,13,12,12
15,bottas,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,13,12,10,10,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14
16,pic,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,16,19,18,18,18,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,0
17,garde,18,18,18,18,18,18,18,18,18,18,18,18,18,17,16,16,17,16,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,18,18,18,18,17,17,17,17,17,17,17,17,17,0
18,jules_bianchi,18,19,20,19,19,19,19,19,19,19,19,19,19,19,18,18,18,17,16,16,16,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,18,18,18,18,18,18,18,18,18,0
19,chilton,20,20,19,20,20,20,20,20,20,20,20,20,20,20,19,19,19,18,17,17,17,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
