,raceId,driverId,driverRef,constructorId,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
2,869,4,alonso,6,1,1,Finished,86842,170092,253279,335879,418576,501221,584033,666664,749210,831606,914025,996239,1078233,1160341,1242442,1324507,1406632,1491155,1586106,1667787,1749446,1831214,1912941,1994550,2075810,2157061,2238312,2319401,2400830,2482232,2563136,2643920,2724846,2805760,2886611,2966984,3047810,3128956,3209606,3290382,3373245,3466956,3547125,3627320,3707645,3787529,3867702,3947612,4027500,4107402,4187592,4267678,4347655,4427690,4507751,4587862,4667904.0,4747741.0,4827516.0,4907351.0,4987240.0,5066833.0,5146474.0,5226094.0,5305986.0,5385030.0,5465862.0
9,869,20,vettel,9,5,1,Finished,88162,171080,253908,336605,419376,502102,584965,667734,750347,832917,915399,997705,1079994,1162284,1244571,1326739,1408823,1491003,1573578,1658455,1752835,1833900,1915071,1996397,2077468,2158407,2239338,2320330,2401588,2482914,2564280,2644931,2725795,2806777,2888380,2969271,3050127,3131010,3211774,3292570,3375363,3469359,3549700,3629566,3710189,3790097,3870795,3950615,4030595,4110436,4190537,4270570,4351339,4431338,4511257,4590978,4670718.0,4750491.0,4830152.0,4910105.0,4989822.0,5069594.0,5149304.0,5229385.0,5309937.0,5390125.0,5469594.0
10,869,30,michael_schumacher,131,7,1,Finished,89271,172940,256354,339583,422907,505903,588953,672199,755115,838260,922560,1005671,1088561,1173465,1270410,1352354,1434427,1516485,1598219,1680416,1763360,1845675,1927753,2009739,2091868,2174115,2255585,2337125,2418627,2500407,2582189,2663501,2744871,2826459,2908203,2992349,3086190,3166481,3246896,3328102,3408336,3488585,3568789,3648892,3729242,3809156,3889695,3970541,4050732,4130958,4211050,4293588,4387076,4466661,4545668,4624462,4703187.0,4782020.0,4860895.0,4940039.0,5018981.0,5097986.0,5177151.0,5256421.0,5335629.0,5415174.0,5494832.0
15,869,807,hulkenberg,10,9,1,Finished,89793,173970,257565,340958,424142,507183,590400,674707,757835,841137,924511,1009668,1105324,1187157,1271577,1354373,1436716,1518708,1600969,1683050,1765372,1847732,1930075,2012141,2094523,2176714,2258804,2340830,2423654,2507365,2593635,2688537,2770405,2851615,2932586,3013181,3093747,3173959,3254603,3335040,3415539,3496022,3576352,3657179,3738533,3820899,3915283,3995729,4076000,4156001,4236627,4316700,4396378,4476027,4555634,4635006,4714613.0,4794527.0,4874464.0,4954421.0,5034307.0,5114056.0,5193997.0,5273712.0,5353871.0,5433917.0,5514024.0
8,869,18,button,1,2,1,Finished,90100,174297,257851,341459,424630,507823,590889,673495,756099,838736,921274,1003594,1085678,1168044,1250117,1332193,1414445,1496437,1580907,1675079,1756183,1837596,1918588,1999994,2081488,2162558,2243285,2324182,2405178,2486252,2567403,2647743,2728514,2809287,2889979,2971467,3052075,3132916,3213747,3296824,3388514,3468571,3548325,3628133,3708402,3788296,3868428,3948336,4028419,4108392,4188682,4268711,4348761,4428666,4508570,4588540,4668590.0,4748682.0,4828724.0,4908731.0,4988637.0,5068356.0,5148411.0,5228577.0,5309382.0,5391074.0,5472811.0
18,869,813,maldonado,3,15,11,+1 Lap,90585,175008,258729,342128,425353,508674,591637,675105,758435,841807,925065,1008638,1093748,1191419,1273671,1356072,1438570,1520878,1603827,1687976,1771290,1853990,1939181,2023156,2105918,2188732,2271651,2354339,2437120,2519732,2602439,2685109,2767576,2849901,2932192,3015325,3099429,3184324,3281656,3362756,3444304,3525549,3606877,3687872,3769491,3851040,3932477,4013453,4094566,4175931,4256918,4337713,4418505,4500283,4581483,4664541,4747959.0,4842972.0,4922579.0,5002550.0,5082692.0,5162606.0,5242444.0,5322397.0,5402245.0,5482663.0,
7,869,17,webber,9,8,1,Finished,91284,175537,259514,342963,426109,509374,592621,675931,759228,842547,925768,1011557,1108742,1192793,1274979,1357138,1439429,1522100,1604419,1686676,1768457,1850424,1932444,2014741,2096697,2178678,2260814,2343312,2425603,2508110,2590413,2673664,2755544,2837033,2918636,3000276,3081684,3163208,3245798,3329968,3423872,3504382,3584987,3665544,3746301,3826972,3907857,3988516,4069465,4150266,4230904,4311514,4392347,4472583,4552941,4633082,4713125.0,4793097.0,4872891.0,4952797.0,5032656.0,5112582.0,5192683.0,5272684.0,5352611.0,5432474.0,5512803.0
0,869,1,hamilton,1,24,45,+11 Laps,91665,176449,300582,400693,484017,566802,649397,731703,814214,896949,979452,1062032,1144173,1226331,1308793,1391559,1474361,1558043,1641069,1723462,1806024,1888472,1970644,2052756,2135242,2217395,2299297,2381098,2464206,2546942,2631851,2726422,2807196,2887287,2967713,3048320,3129514,3210199,3290960,3371258,3452249,3533817,3614527,3695352,3776446,3857693,3941285,4037772,4118281,4198596,4278878,4359053,4439337,4519886,4600946,4693554,,,,,,,,,,,
4,869,8,raikkonen,208,3,1,Finished,92446,176673,262075,345671,428743,512151,594747,677467,760179,843166,928803,1024239,1106181,1188169,1270854,1353101,1435032,1517069,1599156,1680986,1762363,1843605,1924816,2006503,2088177,2169894,2251647,2333274,2414797,2496327,2577960,2659189,2740234,2821549,2902734,2984437,3066074,3150103,3243991,3323717,3403439,3483486,3563685,3643409,3723413,3803500,3883139,3963833,4043714,4123707,4204337,4284437,4363999,4443659,4523385,4602870,4682382.0,4762157.0,4842060.0,4921964.0,5001753.0,5081965.0,5161729.0,5241775.0,5321596.0,5401705.0,5482271.0
19,869,814,resta,10,11,1,Finished,92922,177419,261628,345305,429919,513546,596985,680424,764756,850372,946243,1028412,1110852,1193723,1276453,1358885,1441379,1523769,1606280,1688978,1772094,1854942,1937476,2020019,2103214,2185558,2268014,2349921,2433197,2515928,2598495,2680981,2762809,2844561,2926293,3008046,3089979,3171781,3256350,3350740,3431412,3512170,3592783,3673451,3753697,3834051,3914665,3995077,4075472,4157103,4237973,4318752,4399048,4479709,4560916,4643018,4723809.0,4804287.0,4884374.0,4964732.0,5044691.0,5124714.0,5204771.0,5284953.0,5365315.0,5445372.0,5525089.0
21,869,817,ricciardo,5,13,1,Finished,93386,178107,262942,346872,432731,518425,602037,685797,769228,852587,935849,1018732,1101525,1184190,1266620,1349368,1432623,1515617,1602757,1699689,1782060,1865530,1947341,2029837,2111961,2194115,2276371,2358764,2440996,2522969,2605094,2687203,2770159,2853172,2935160,3017789,3100254,3185273,3280912,3361269,3441422,3521702,3601895,3681961,3762320,3842613,3923227,4003999,4084586,4165117,4245497,4325823,4406139,4487300,4567894,4648068,4728371.0,4809058.0,4890276.0,4971810.0,5053289.0,5134545.0,5215658.0,5296825.0,5378201.0,5460169.0,5542691.0
14,869,155,kobayashi,15,4,1,Finished,93641,178454,263229,347147,431048,514491,598665,681857,765148,848771,931644,1014502,1096691,1178865,1260980,1343160,1425400,1507324,1589223,1671183,1754584,1839791,1937869,2020439,2102111,2183165,2264301,2345414,2427121,2508943,2590763,2672005,2752658,2833149,2913632,2994160,3075370,3155791,3236491,3317090,3397310,3477916,3561781,3657511,3737061,3816623,3896441,3976235,4055487,4135185,4214843,4294167,4373473,4452752,4531916,4611260,4690832.0,4770392.0,4849717.0,4929069.0,5008230.0,5087646.0,5167135.0,5247314.0,5327295.0,5406940.0,5487787.0
22,869,818,vergne,5,14,1,Finished,94664,179456,264893,349056,434415,521689,619723,702717,785902,868266,950703,1033144,1116810,1199512,1282059,1364650,1447181,1529833,1612487,1695091,1777842,1860524,1943065,2026011,2108847,2191724,2277377,2374305,2455974,2540929,2622704,2705305,2786619,2867540,2948798,3029817,3110896,3192301,3273629,3354777,3435791,3516968,3598598,3679757,3763585,3859660,3939971,4020174,4099856,4180351,4260633,4340944,4421253,4501520,4582216,4663135,4743207.0,4823023.0,4902668.0,4982644.0,5062842.0,5142756.0,5222808.0,5302833.0,5382608.0,5462337.0,5542827.0
20,869,815,perez,15,6,1,Finished,95047,179785,263952,347654,431810,515119,597737,680888,763335,845713,928398,1010724,1092838,1174836,1256876,1339080,1425498,1521283,1602060,1683634,1765873,1848241,1930539,2012641,2094964,2177352,2259294,2341339,2424122,2505861,2587522,2668610,2749972,2831090,2912244,2993335,3074803,3157375,3238800,3322630,3416996,3496965,3577256,3658568,3739262,3819804,3899989,3979895,4059644,4140031,4220319,4300524,4380096,4459556,4539319,4618719,4698475.0,4778163.0,4857439.0,4937263.0,5017081.0,5096351.0,5175659.0,5254958.0,5334292.0,5413949.0,5493758.0
16,869,808,petrov,207,16,11,+1 Lap,95914,181578,267726,352039,436211,520601,604580,688401,772394,856181,940011,1023980,1108325,1195026,1293872,1378203,1461453,1544308,1627218,1709868,1792522,1875459,1958069,2040780,2123519,2205997,2288540,2371298,2455330,2538206,2621368,2707172,2803636,2885280,2970540,3053649,3135451,3217181,3298866,3380616,3462575,3544075,3625916,3711145,3793767,3875581,3957215,4039594,4121639,4206087,4301805,4382806,4465555,4547355,4627812,4708147,4788312.0,4868706.0,4949319.0,5029926.0,5109978.0,5189975.0,5270083.0,5350200.0,5430313.0,5510478.0,
