,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,rosberg,1,1,1,1,1,1,1,1,1,4,4,4,4,5,6,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,13,11,10,10,10,8,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,7,7,6,5,4,4,4,4,4,4,4,4,4,4
1,bottas,2,2,2,2,2,2,2,2,2,11,11,11,11,12,11,9,9,9,9,9,9,9,8,12,12,12,12,13,13,13,13,12,11,10,9,9,9,9,9,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,7,8,8,8,8,8,8,8,8,8,8,8
2,vettel,3,3,3,3,3,3,3,3,3,7,7,7,7,8,7,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,7,13,13,13,13,12,12,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
3,alonso,4,4,4,4,4,4,4,4,4,8,8,8,8,7,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
4,button,5,5,5,5,5,5,5,5,6,2,2,2,2,1,3,17,15,14,14,13,13,13,12,11,11,11,11,11,11,10,9,9,8,7,6,6,6,13,13,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5,ricciardo,6,6,6,6,6,6,6,6,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1
6,hulkenberg,7,7,7,7,7,7,7,7,11,9,9,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,massa,8,8,8,8,8,8,8,8,8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,3,2,2,2,2,2,3,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,5,5,5,5,5,5,5,5,5,5
8,vergne,9,9,9,9,9,9,9,9,10,6,6,6,6,6,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,12,12,12,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,perez,10,10,10,10,10,10,10,10,12,10,10,10,10,10,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,gutierrez,11,11,11,11,11,11,11,11,13,12,12,12,12,13,12,10,10,10,10,10,10,10,9,8,8,8,8,8,8,9,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,sutil,12,12,12,12,12,12,12,12,17,17,16,16,16,16,14,12,12,12,12,12,12,12,11,10,10,10,10,10,10,11,10,10,9,8,7,7,7,6,7,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,raikkonen,13,13,13,13,13,13,13,14,15,14,14,14,14,14,13,11,11,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,6,6,5,5,5,5,4,3,4,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6
