,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
18,169.0,57.0,hakkinen,1.0,1.0,Finished,86673.0,170551.0,252719.0,334459.0,416116.0,497380.0,578275.0,659587.0,740959.0,822762.0,903978.0,985846.0,1067633.0,1149285.0,1230917.0,1311524.0,1392861.0,1474451.0,1555521.0,1636377.0,1717356.0,1798781.0,1879976.0,1961139.0,2041407.0,2122108.0,2202558.0,2282977.0,2364286.0,2445709.0,2529742.0,2628507.0,2708535.0,2790354.0,2871198.0,2952119.0,3033304.0,3113872.0,3194677.0,3275616.0,3356608.0,3437614.0,3519458.0,3602836.0,3683706.0,3764661.0,3845964.0,3926511.0,4007067.0,4087565.0,4167839.0,4248811.0,4333454.0,4434493.0,4515054.0,4597420.0,4678494.0,4760034.0,4842368.0,4924541.0,5006180.0,5088458.0,5170570.0,5252802.0,5335773.0,5418588.0,5501201.0,5584471.0,5667432.0,5750027.0,5832124.0,5914337.0,5998021.0,6082776.0,6166314.0,6248936.0,6333869.0
9,169.0,30.0,michael_schumacher,2.0,1.0,Finished,87123.0,170841.0,253597.0,335722.0,417681.0,499525.0,581380.0,663150.0,745357.0,827348.0,909269.0,991330.0,1072793.0,1154217.0,1236055.0,1317913.0,1399264.0,1480997.0,1562782.0,1644091.0,1725331.0,1806093.0,1887135.0,1968066.0,2049046.0,2131162.0,2215090.0,2314912.0,2396171.0,2477375.0,2558650.0,2639910.0,2721756.0,2803924.0,2885227.0,2966607.0,3048359.0,3130132.0,3211924.0,3292983.0,3373991.0,3455004.0,3535896.0,3617406.0,3698515.0,3780504.0,3862069.0,3943059.0,4024211.0,4109432.0,4209943.0,4292147.0,4374292.0,4456361.0,4538491.0,4620993.0,4703927.0,4786480.0,4868800.0,4950498.0,5032921.0,5115703.0,5197774.0,5279864.0,5362600.0,5443957.0,5525299.0,5607175.0,5688739.0,5770525.0,5851920.0,5933316.0,6014945.0,6096484.0,6178115.0,6259682.0,6341786.0
2,169.0,14.0,coulthard,3.0,1.0,Finished,87910.0,171338.0,254563.0,337082.0,419115.0,501211.0,582892.0,664737.0,746690.0,828810.0,910827.0,993724.0,1075311.0,1157107.0,1238764.0,1320459.0,1402179.0,1484381.0,1566564.0,1649033.0,1731477.0,1812667.0,1893857.0,1974919.0,2056071.0,2138285.0,2219431.0,2300778.0,2381419.0,2462242.0,2543024.0,2627580.0,2726614.0,2807593.0,2888293.0,2969150.0,3050118.0,3131689.0,3213841.0,3295051.0,3376132.0,3457052.0,3537873.0,3619022.0,3700072.0,3781983.0,3864836.0,3945529.0,4026269.0,4108116.0,4192677.0,4292536.0,4374612.0,4456877.0,4539087.0,4621482.0,4704467.0,4786897.0,4869407.0,4951174.0,5033464.0,5116087.0,5198497.0,5280314.0,5363145.0,5444578.0,5525899.0,5607742.0,5689344.0,5771024.0,5852624.0,5933902.0,6015513.0,6096981.0,6178775.0,6260295.0,6342324.0
7,169.0,23.0,ralf_schumacher,5.0,1.0,Finished,89682.0,173260.0,256641.0,339539.0,422215.0,504621.0,586923.0,669274.0,751572.0,834152.0,916819.0,999024.0,1081348.0,1163619.0,1245764.0,1327717.0,1409364.0,1491447.0,1573381.0,1655347.0,1738121.0,1820770.0,1903839.0,1985601.0,2067324.0,2149361.0,2231295.0,2316562.0,2418373.0,2501322.0,2584399.0,2666317.0,2748786.0,2831399.0,2913461.0,2995712.0,3077616.0,3159305.0,3241184.0,3323511.0,3405167.0,3486999.0,3569809.0,3651419.0,3732630.0,3813971.0,3897081.0,3978871.0,4060265.0,4144520.0,4246852.0,4328300.0,4409964.0,4492249.0,4574177.0,4655959.0,4737982.0,4820112.0,4902666.0,4984690.0,5066624.0,5149086.0,5230686.0,5313731.0,5396220.0,5478809.0,5560604.0,5642709.0,5725412.0,5807307.0,5889651.0,5971240.0,6053580.0,6135105.0,6217028.0,6299541.0,6384306.0
6,169.0,22.0,barrichello,4.0,1.0,Finished,90195.0,173989.0,257870.0,341246.0,423846.0,506059.0,588426.0,670739.0,753402.0,836107.0,918481.0,1000541.0,1082793.0,1165510.0,1247452.0,1329472.0,1411507.0,1493142.0,1575081.0,1656846.0,1739000.0,1821309.0,1904506.0,1986481.0,2068412.0,2150254.0,2232082.0,2314739.0,2400091.0,2500128.0,2581470.0,2663247.0,2744814.0,2826291.0,2907541.0,2988124.0,3069260.0,3151139.0,3233896.0,3314818.0,3395407.0,3475927.0,3557324.0,3639031.0,3720044.0,3801382.0,3885869.0,3989867.0,4072895.0,4155388.0,4238174.0,4321651.0,4403617.0,4486104.0,4568351.0,4650378.0,4732747.0,4814808.0,4896934.0,4979259.0,5061412.0,5143409.0,5225447.0,5309141.0,5391500.0,5473341.0,5555864.0,5638236.0,5721592.0,5803493.0,5885347.0,5966696.0,6049353.0,6131457.0,6213171.0,6295278.0,6378026.0
14,169.0,49.0,frentzen,6.0,1.0,Finished,91044.0,174908.0,258709.0,342345.0,425384.0,508216.0,590899.0,673960.0,757052.0,839921.0,922807.0,1005496.0,1088029.0,1170600.0,1253654.0,1336366.0,1418402.0,1500533.0,1582383.0,1664390.0,1746406.0,1828560.0,1911006.0,1993365.0,2076121.0,2157686.0,2239364.0,2321068.0,2403508.0,2485752.0,2568481.0,2654374.0,2755312.0,2836737.0,2918405.0,3001431.0,3083525.0,3165979.0,3249070.0,3332628.0,3416731.0,3499461.0,3582477.0,3664946.0,3746904.0,3828823.0,3910819.0,3992896.0,4074787.0,4156982.0,4239891.0,4322966.0,4404900.0,4486959.0,4569302.0,4654534.0,4754254.0,4834894.0,4916484.0,4997651.0,5078977.0,5160361.0,5241974.0,5324919.0,5407570.0,5489933.0,5572221.0,5655276.0,5737708.0,5820681.0,5902818.0,5985564.0,6068190.0,6150904.0,6233813.0,6317383.0,6401968.0
5,169.0,21.0,fisichella,20.0,23.0,Brakes,91849.0,175783.0,259795.0,343473.0,427033.0,510144.0,593077.0,691010.0,775343.0,858375.0,941962.0,1031123.0,1116008.0,1200742.0,1287638.0,1394588.0,1479811.0,1565500.0,1652468.0,1737727.0,1825039.0,1910318.0,1998408.0,2084592.0,2169729.0,2258668.0,2553585.0,2637540.0,2723455.0,2809833.0,2898966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,169.0,18.0,button,9.0,11.0,+1 Lap,92627.0,176494.0,260386.0,344162.0,427654.0,511017.0,593958.0,678779.0,761773.0,844270.0,926758.0,1009289.0,1091766.0,1174497.0,1257039.0,1340252.0,1422525.0,1504622.0,1586796.0,1668874.0,1751369.0,1833729.0,1915723.0,1998514.0,2080130.0,2163639.0,2245241.0,2327088.0,2409232.0,2490924.0,2575525.0,2676626.0,2758049.0,2840239.0,2921838.0,3004116.0,3087647.0,3170229.0,3252536.0,3335246.0,3418245.0,3501223.0,3584240.0,3668611.0,3753620.0,3837288.0,3920861.0,4004577.0,4089912.0,4172790.0,4255630.0,4338491.0,4421483.0,4504266.0,4590040.0,4692336.0,4775902.0,4859665.0,4943751.0,5028421.0,5111920.0,5194826.0,5278367.0,5364145.0,5447036.0,5530270.0,5613430.0,5696369.0,5779082.0,5861542.0,5944214.0,6027413.0,6110752.0,6195300.0,6280000.0,6365565.0,
17,169.0,56.0,irvine,8.0,11.0,+1 Lap,93246.0,177818.0,261403.0,344872.0,428555.0,511818.0,594812.0,677603.0,759934.0,842488.0,924850.0,1007491.0,1089837.0,1172117.0,1254973.0,1337998.0,1419989.0,1501889.0,1583746.0,1665638.0,1747745.0,1829877.0,1911981.0,2000480.0,2104015.0,2185741.0,2268238.0,2351356.0,2434996.0,2517775.0,2600402.0,2683161.0,2765815.0,2848658.0,2931289.0,3015758.0,3098641.0,3181535.0,3264335.0,3347915.0,3432079.0,3518311.0,3604209.0,3688962.0,3772819.0,3855488.0,3937649.0,4020654.0,4103815.0,4190683.0,4295514.0,4377787.0,4460133.0,4542244.0,4625014.0,4708809.0,4791305.0,4874076.0,4956777.0,5039557.0,5122058.0,5205229.0,5289927.0,5372879.0,5455093.0,5537420.0,5620416.0,5704153.0,5785946.0,5867518.0,5949448.0,6031702.0,6113354.0,6195823.0,6278234.0,6361026.0,
8,169.0,25.0,wurz,11.0,11.0,+1 Lap,93833.0,178880.0,262998.0,347085.0,430847.0,514286.0,597685.0,681340.0,765112.0,848498.0,931910.0,1014744.0,1097532.0,1180382.0,1263859.0,1346838.0,1429827.0,1512850.0,1596105.0,1679256.0,1762060.0,1844791.0,1927285.0,2009889.0,2092520.0,2175229.0,2258155.0,2340842.0,2424038.0,2507115.0,2590447.0,2676917.0,2778634.0,2860117.0,2942141.0,3024086.0,3106456.0,3188905.0,3271361.0,3353901.0,3436544.0,3520747.0,3606136.0,3690245.0,3777555.0,3880589.0,3964351.0,4048190.0,4131574.0,4214658.0,4298142.0,4381692.0,4465135.0,4548342.0,4631852.0,4715358.0,4798922.0,4883994.0,4967043.0,5050134.0,5133540.0,5217375.0,5301551.0,5385254.0,5469306.0,5553457.0,5639309.0,5726344.0,5811956.0,5896105.0,5980729.0,6065260.0,6149610.0,6235815.0,6321346.0,6406856.0,
20,169.0,63.0,salo,10.0,11.0,+1 Lap,94261.0,179563.0,264306.0,348281.0,432242.0,515794.0,599450.0,683177.0,766848.0,850545.0,934006.0,1017286.0,1100574.0,1183799.0,1267304.0,1350403.0,1433607.0,1516579.0,1599228.0,1682397.0,1765338.0,1848027.0,1930627.0,2013143.0,2095933.0,2178499.0,2261204.0,2344347.0,2427412.0,2513939.0,2614005.0,2695377.0,2776836.0,2858724.0,2940641.0,3022752.0,3105057.0,3187597.0,3270016.0,3352658.0,3435442.0,3519969.0,3605758.0,3689643.0,3773654.0,3859286.0,3963334.0,4045941.0,4129142.0,4212780.0,4296815.0,4380082.0,4463505.0,4546706.0,4630081.0,4713633.0,4797438.0,4881238.0,4964562.0,5047987.0,5131288.0,5214411.0,5299063.0,5383105.0,5466949.0,5550522.0,5634585.0,5720020.0,5806089.0,5891623.0,5975863.0,6060649.0,6144186.0,6229205.0,6315419.0,6399757.0,
21,169.0,64.0,diniz,19.0,7.0,Transmission,94961.0,180358.0,265142.0,349486.0,433514.0,517201.0,600919.0,684606.0,768073.0,851497.0,935144.0,1018416.0,1101718.0,1185623.0,1268922.0,1352534.0,1435515.0,1518368.0,1600963.0,1684312.0,1768110.0,1852139.0,1935178.0,2017581.0,2100413.0,2183702.0,2267277.0,2350450.0,2436338.0,2538132.0,2620298.0,2703221.0,2786662.0,2868477.0,2951103.0,3035229.0,3117189.0,3199487.0,3281879.0,3363918.0,3446013.0,3527892.0,3610283.0,3692956.0,3776609.0,3858329.0,3939820.0,4021724.0,4104434.0,4188571.0,4270183.0,4351914.0,4435262.0,4520229.0,4623100.0,4705880.0,4788597.0,4872262.0,4955082.0,5037748.0,5120678.0,5203822.0,,,,,,,,,,,,,,,
3,169.0,15.0,trulli,7.0,11.0,+1 Lap,95595.0,181462.0,267089.0,351603.0,435901.0,519957.0,603751.0,687649.0,771508.0,855357.0,939190.0,1023149.0,1107027.0,1190792.0,1273964.0,1357537.0,1441272.0,1524641.0,1607862.0,1690822.0,1773961.0,1857307.0,1940449.0,2023884.0,2107434.0,2190053.0,2272984.0,2355740.0,2438693.0,2521282.0,2603931.0,2686374.0,2768960.0,2851488.0,2933986.0,3017274.0,3100188.0,3183188.0,3266109.0,3349378.0,3433127.0,3518638.0,3608356.0,3712204.0,3794198.0,3876511.0,3958778.0,4040962.0,4123453.0,4205825.0,4288417.0,4371122.0,4453771.0,4536503.0,4619633.0,4702484.0,4785798.0,4871504.0,4954368.0,5037105.0,5119704.0,5203168.0,5286768.0,5370149.0,5452876.0,5535485.0,5618829.0,5700525.0,5782349.0,5864312.0,5945795.0,6028140.0,6111083.0,6193899.0,6277190.0,6360278.0,
16,169.0,55.0,alesi,22.0,22.0,Suspension,95869.0,181968.0,267731.0,352353.0,436846.0,520958.0,605064.0,689960.0,778036.0,963569.0,1245503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,169.0,65.0,herbert,18.0,6.0,Gearbox,96690.0,182950.0,268494.0,353609.0,438658.0,523011.0,607018.0,692134.0,776569.0,860676.0,944865.0,1030356.0,1114475.0,1198715.0,1282627.0,1366387.0,1450424.0,1534552.0,1618406.0,1702386.0,1786255.0,1870099.0,1953974.0,2037401.0,2121460.0,2206558.0,2293507.0,2401170.0,2484089.0,2566528.0,2649486.0,2732729.0,2816287.0,2899917.0,2983517.0,3066544.0,3150136.0,3235825.0,3319599.0,3402620.0,3486232.0,3571643.0,3654991.0,3738179.0,3821617.0,3904777.0,3988115.0,4074247.0,4179285.0,4261958.0,4345063.0,4428709.0,4513021.0,4598609.0,4683147.0,4767367.0,4851826.0,4936365.0,5030537.0,5114833.0,5201125.0,5285020.0,5369449.0,5457481.0,5541539.0,5626327.0,5739320.0,,,,,,,,,,
12,169.0,41.0,zonta,14.0,12.0,+2 Laps,97131.0,183512.0,269354.0,354655.0,439584.0,524044.0,608129.0,693248.0,777917.0,862117.0,946506.0,1031719.0,1116811.0,1201863.0,1286247.0,1370168.0,1454256.0,1538445.0,1622606.0,1707107.0,1791429.0,1876366.0,1960905.0,2046605.0,2132841.0,2218333.0,2305219.0,2393440.0,2496817.0,2579450.0,2662718.0,2747364.0,2832452.0,2917804.0,3003257.0,3087088.0,3173149.0,3257698.0,3342211.0,3426427.0,3510407.0,3594610.0,3678815.0,3763192.0,3848983.0,3933769.0,4018748.0,4105532.0,4191437.0,4276568.0,4362991.0,4447109.0,4534353.0,4639666.0,4724839.0,4809283.0,4893958.0,4978413.0,5064615.0,5151305.0,5234870.0,5318615.0,5402061.0,5486032.0,5570363.0,5656859.0,5741044.0,5826036.0,5909573.0,5994884.0,6079114.0,6163787.0,6247575.0,6331982.0,6417044.0,,
1,169.0,2.0,heidfeld,21.0,10.0,Electrical,97822.0,183929.0,269838.0,355227.0,440099.0,524593.0,608676.0,693727.0,778401.0,862702.0,947225.0,1032120.0,1117165.0,1202302.0,1286966.0,1370610.0,1454747.0,1538993.0,1622971.0,1707515.0,1791793.0,1879692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,169.0,50.0,verstappen,13.0,12.0,+2 Laps,98787.0,184427.0,270733.0,356252.0,441674.0,526490.0,611338.0,696230.0,780763.0,865434.0,950151.0,1034976.0,1120101.0,1204717.0,1289480.0,1373898.0,1458292.0,1542843.0,1627290.0,1711287.0,1795682.0,1881206.0,1965809.0,2052141.0,2139705.0,2242776.0,2325142.0,2408415.0,2493418.0,2576980.0,2660385.0,2743698.0,2828156.0,2911665.0,2994892.0,3079842.0,3163303.0,3247280.0,3331154.0,3415114.0,3498269.0,3581733.0,3667417.0,3751112.0,3834374.0,3917631.0,4003826.0,4108922.0,4192781.0,4277057.0,4361833.0,4445018.0,4528254.0,4611516.0,4695221.0,4778841.0,4862518.0,4945977.0,5031251.0,5117569.0,5202260.0,5288200.0,5373493.0,5458184.0,5542744.0,5626589.0,5711110.0,5794064.0,5876863.0,5959570.0,6042854.0,6125549.0,6208367.0,6290849.0,6373985.0,,
13,169.0,48.0,gene,15.0,13.0,+3 Laps,100887.0,185849.0,271877.0,357341.0,442709.0,527632.0,612823.0,698082.0,783282.0,868519.0,953158.0,1038095.0,1122848.0,1207808.0,1292232.0,1376411.0,1461165.0,1545446.0,1629626.0,1714010.0,1799570.0,1883914.0,1969187.0,2053868.0,2139448.0,2223998.0,2308727.0,2396754.0,2500702.0,2586246.0,2669942.0,2754377.0,2840904.0,2925388.0,3009581.0,3093974.0,3178132.0,3262696.0,3347226.0,3431386.0,3517867.0,3603505.0,3688747.0,3778462.0,3870055.0,3975931.0,4060923.0,4145037.0,4228512.0,4316777.0,4420559.0,4505637.0,4589025.0,4672664.0,4757301.0,4840893.0,4926412.0,5010933.0,5094806.0,5178741.0,5262876.0,5347002.0,5432813.0,5517443.0,5601721.0,5685767.0,5771736.0,5856438.0,5940178.0,6024730.0,6108593.0,6192539.0,6277707.0,6364118.0,,,
19,169.0,60.0,mazzacane,17.0,5.0,Engine,101914.0,187930.0,273444.0,359219.0,444721.0,530130.0,615628.0,701619.0,788062.0,874107.0,960557.0,1046739.0,1132810.0,1218791.0,1304359.0,1389813.0,1476601.0,1561323.0,1646861.0,1734512.0,1820347.0,1907311.0,1992217.0,2078768.0,2164717.0,2252193.0,2361438.0,2448430.0,2532342.0,2617087.0,2702122.0,2788960.0,2875088.0,2960233.0,3044367.0,3129301.0,3216128.0,3301319.0,3385820.0,3472075.0,3556185.0,3642062.0,3727468.0,3812176.0,3898128.0,3982371.0,4067192.0,4151781.0,4236964.0,4323873.0,4407944.0,4494966.0,4599544.0,4685033.0,4769470.0,4853953.0,4938504.0,5024521.0,5108686.0,5193102.0,5277282.0,5364585.0,5449656.0,5534271.0,5620028.0,5705946.0,5794332.0,5898781.0,,,,,,,,,
10,169.0,35.0,villeneuve,12.0,12.0,+2 Laps,112841.0,235434.0,318856.0,401660.0,484277.0,567701.0,652169.0,736322.0,818635.0,901565.0,983742.0,1065930.0,1147776.0,1232620.0,1314899.0,1397115.0,1480918.0,1565813.0,1650216.0,1733429.0,1815389.0,1897379.0,1979676.0,2061829.0,2143847.0,2225977.0,2309151.0,2393391.0,2480102.0,2585314.0,2667786.0,2750185.0,2832836.0,2916873.0,2998402.0,3080835.0,3163702.0,3247858.0,3333384.0,3417104.0,3500244.0,3583622.0,3668852.0,3751524.0,3834880.0,3918220.0,4002633.0,4083796.0,4165190.0,4252153.0,4353834.0,4436035.0,4518315.0,4600456.0,4684317.0,4767674.0,4852220.0,4936635.0,5019376.0,5100989.0,5182721.0,5264629.0,5347524.0,5431658.0,5513946.0,5595792.0,5677672.0,5759548.0,5841255.0,5922495.0,6006037.0,6087763.0,6170290.0,6254118.0,6336684.0,,
11,169.0,37.0,rosa,16.0,14.0,+4 Laps,121163.0,230354.0,314291.0,398111.0,482788.0,567351.0,651801.0,736042.0,821820.0,908208.0,994795.0,1079794.0,1167760.0,1252746.0,1341191.0,1425963.0,1510289.0,1595340.0,1681316.0,1767385.0,1853782.0,1938462.0,2022838.0,2109389.0,2193804.0,2278328.0,2363707.0,2449633.0,2535159.0,2619833.0,2705869.0,2791334.0,2876185.0,2961274.0,3046554.0,3138157.0,3246349.0,3330376.0,3416361.0,3503825.0,3588846.0,3674368.0,3759678.0,3847157.0,3932647.0,4017616.0,4102515.0,4190624.0,4275780.0,4363883.0,4449118.0,4534290.0,4620380.0,4711562.0,4796550.0,4884757.0,4969874.0,5054666.0,5139260.0,5223600.0,5310058.0,5395011.0,5481225.0,5566353.0,5651331.0,5736820.0,5822962.0,5908606.0,5995817.0,6083604.0,6168962.0,6255187.0,6340556.0,,,,
