,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,vettel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,kobayashi,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,button,3,3,3,3,3,3,3,3,3,3,3,3,4,8,8,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,massa,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,raikkonen,5,5,5,5,5,5,5,5,5,5,5,5,6,11,9,8,6,5,5,5,5,5,5,5,5,5,5,5,5,6,9,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,perez,6,6,7,7,7,6,6,6,6,6,6,6,5,4,4,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,hamilton,7,7,6,6,6,7,7,7,7,7,7,7,7,5,3,3,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,hulkenberg,8,8,8,8,8,8,8,8,8,8,8,8,8,13,12,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,6,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,maldonado,9,9,9,9,9,9,9,9,9,9,9,9,9,6,5,4,12,9,8,8,8,8,8,8,8,8,8,8,8,8,7,4,4,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,ricciardo,10,10,10,10,10,10,10,10,10,10,10,10,10,7,6,5,5,12,9,9,9,9,9,9,9,9,9,9,9,9,8,6,6,6,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,glock,11,11,12,14,15,15,15,15,15,15,15,16,16,15,15,15,14,13,10,11,16,16,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,0
11,grosjean,12,20,20,19,18,18,19,21,21,21,21,21,21,20,19,19,18,18,15,15,14,15,17,17,17,16,16,16,16,15,15,15,15,15,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,0,0
12,kovalainen,13,12,11,11,11,11,11,11,11,11,11,11,11,9,10,11,10,10,14,14,13,12,12,12,13,13,14,14,14,14,14,14,14,14,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,0
13,vergne,14,13,13,12,12,12,12,12,12,12,12,12,12,10,11,12,11,11,16,16,15,13,13,13,12,12,12,12,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,resta,15,14,14,13,13,13,13,13,13,13,13,13,14,16,16,16,15,14,11,10,10,10,10,10,10,10,11,11,11,11,11,11,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
15,michael_schumacher,16,15,15,15,14,14,14,14,14,14,14,14,13,12,13,13,13,15,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
16,rosa,17,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,19,21,20,20,20,20,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0
17,pic,18,17,19,21,21,21,21,20,20,20,20,20,20,21,21,20,20,19,18,17,17,17,16,16,16,17,17,17,17,17,18,20,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,petrov,19,18,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,0
19,karthikeyan,20,19,18,18,20,20,20,19,19,19,19,19,19,19,20,21,21,20,19,19,19,19,20,20,20,20,20,20,20,20,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,bruno_senna,21,21,21,20,19,19,18,17,16,16,16,15,15,14,14,14,16,16,13,13,12,14,14,14,14,14,13,13,13,13,13,13,12,12,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13
